JKV_AZONOSITO,SZAVAZOKOR,JELOLT,SZAVAZAT,TIPUS,LISTA
72357,12_064_004,,1,LISTAS,KIS_KISGAZDA
72357,12_064_004,,1,LISTAS,KIS_KTI
72357,12_064_004,,1,LISTAS,KIS_SEM
72357,12_064_004,,0,LISTAS,KIS_OSSZEFOGAS
72357,12_064_004,,0,LISTAS,KIS_SERES
72357,12_064_004,,0,LISTAS,KIS_UDP
72357,12_064_004,,0,LISTAS,KIS_UMP
72359,12_064_005,,288,LISTAS,FIDESZ
72359,12_064_005,,113,LISTAS,OSSZEFOGAS14
72359,12_064_005,,104,LISTAS,JOBBIK
72359,12_064_005,,28,LISTAS,LMP
72359,12_064_005,,6,LISTAS,KIS_JESZ
72359,12_064_005,,4,LISTAS,KIS_NEMELADO
72359,12_064_005,,4,LISTAS,KIS_KTI
72359,12_064_005,,4,LISTAS,KIS_MUNKAS
72359,12_064_005,,2,LISTAS,KIS_SERES
72359,12_064_005,,2,LISTAS,KIS_ZOLDEKPARJTA
72359,12_064_005,,1,LISTAS,KIS_EGYUTT14
72359,12_064_005,,1,LISTAS,KIS_KISGAZDA
72359,12_064_005,,1,LISTAS,KIS_SZOCDEM
72359,12_064_005,,0,LISTAS,KIS_MCP
72359,12_064_005,,0,LISTAS,KIS_OSSZEFOGAS
72359,12_064_005,,0,LISTAS,KIS_SEM
72359,12_064_005,,0,LISTAS,KIS_UDP
72359,12_064_005,,0,LISTAS,KIS_UMP
72361,12_064_006,,220,LISTAS,FIDESZ
72361,12_064_006,,119,LISTAS,OSSZEFOGAS14
72361,12_064_006,,70,LISTAS,JOBBIK
72361,12_064_006,,37,LISTAS,LMP
72361,12_064_006,,6,LISTAS,KIS_SERES
72361,12_064_006,,4,LISTAS,KIS_NEMELADO
72361,12_064_006,,3,LISTAS,KIS_JESZ
72361,12_064_006,,3,LISTAS,KIS_ZOLDEKPARJTA
72361,12_064_006,,2,LISTAS,KIS_KISGAZDA
72361,12_064_006,,2,LISTAS,KIS_MUNKAS
72361,12_064_006,,1,LISTAS,KIS_EGYUTT14
72361,12_064_006,,1,LISTAS,KIS_SEM
72361,12_064_006,,1,LISTAS,KIS_SZOCDEM
72361,12_064_006,,0,LISTAS,KIS_KTI
72361,12_064_006,,0,LISTAS,KIS_MCP
72361,12_064_006,,0,LISTAS,KIS_OSSZEFOGAS
72361,12_064_006,,0,LISTAS,KIS_UDP
72361,12_064_006,,0,LISTAS,KIS_UMP
72363,12_064_007,,207,LISTAS,OSSZEFOGAS14
72363,12_064_007,,175,LISTAS,FIDESZ
72363,12_064_007,,93,LISTAS,JOBBIK
72363,12_064_007,,41,LISTAS,LMP
72363,12_064_007,,8,LISTAS,KIS_JESZ
72363,12_064_007,,4,LISTAS,KIS_SZOCDEM
72363,12_064_007,,3,LISTAS,KIS_SEM
72363,12_064_007,,2,LISTAS,KIS_KTI
72363,12_064_007,,2,LISTAS,KIS_MUNKAS
72363,12_064_007,,2,LISTAS,KIS_ZOLDEKPARJTA
72363,12_064_007,,1,LISTAS,KIS_EGYUTT14
72363,12_064_007,,1,LISTAS,KIS_SERES
72363,12_064_007,,0,LISTAS,KIS_NEMELADO
72363,12_064_007,,0,LISTAS,KIS_KISGAZDA
72363,12_064_007,,0,LISTAS,KIS_MCP
72363,12_064_007,,0,LISTAS,KIS_OSSZEFOGAS
72363,12_064_007,,0,LISTAS,KIS_UDP
72363,12_064_007,,0,LISTAS,KIS_UMP
72365,12_064_008,,199,LISTAS,FIDESZ
72365,12_064_008,,161,LISTAS,OSSZEFOGAS14
72365,12_064_008,,65,LISTAS,LMP
72365,12_064_008,,55,LISTAS,JOBBIK
72365,12_064_008,,7,LISTAS,KIS_SEM
72365,12_064_008,,6,LISTAS,KIS_SERES
72365,12_064_008,,6,LISTAS,KIS_ZOLDEKPARJTA
72365,12_064_008,,3,LISTAS,KIS_EGYUTT14
72365,12_064_008,,2,LISTAS,KIS_NEMELADO
72365,12_064_008,,2,LISTAS,KIS_KTI
72365,12_064_008,,2,LISTAS,KIS_OSSZEFOGAS
72365,12_064_008,,2,LISTAS,KIS_SZOCDEM
72365,12_064_008,,1,LISTAS,KIS_MCP
72365,12_064_008,,1,LISTAS,KIS_MUNKAS
72365,12_064_008,,1,LISTAS,KIS_UMP
72365,12_064_008,,0,LISTAS,KIS_KISGAZDA
72365,12_064_008,,0,LISTAS,KIS_JESZ
72365,12_064_008,,0,LISTAS,KIS_UDP
72367,12_064_009,,237,LISTAS,FIDESZ
72367,12_064_009,,120,LISTAS,OSSZEFOGAS14
72367,12_064_009,,79,LISTAS,JOBBIK
72367,12_064_009,,28,LISTAS,LMP
72367,12_064_009,,3,LISTAS,KIS_ZOLDEKPARJTA
72367,12_064_009,,1,LISTAS,KIS_KISGAZDA
72367,12_064_009,,1,LISTAS,KIS_JESZ
72367,12_064_009,,1,LISTAS,KIS_KTI
72367,12_064_009,,1,LISTAS,KIS_MUNKAS
72367,12_064_009,,1,LISTAS,KIS_SEM
72367,12_064_009,,1,LISTAS,KIS_SERES
72367,12_064_009,,1,LISTAS,KIS_SZOCDEM
72367,12_064_009,,0,LISTAS,KIS_NEMELADO
72367,12_064_009,,0,LISTAS,KIS_EGYUTT14
72367,12_064_009,,0,LISTAS,KIS_MCP
72367,12_064_009,,0,LISTAS,KIS_OSSZEFOGAS
72367,12_064_009,,0,LISTAS,KIS_UDP
72367,12_064_009,,0,LISTAS,KIS_UMP
72371,12_064_010,,210,LISTAS,FIDESZ
72371,12_064_010,,102,LISTAS,OSSZEFOGAS14
72371,12_064_010,,65,LISTAS,JOBBIK
72371,12_064_010,,31,LISTAS,LMP
72371,12_064_010,,8,LISTAS,KIS_NEMELADO
72371,12_064_010,,4,LISTAS,KIS_EGYUTT14
72371,12_064_010,,4,LISTAS,KIS_ZOLDEKPARJTA
72371,12_064_010,,3,LISTAS,KIS_SEM
72371,12_064_010,,2,LISTAS,KIS_MUNKAS
72371,12_064_010,,2,LISTAS,KIS_SERES
72371,12_064_010,,1,LISTAS,KIS_KISGAZDA
72371,12_064_010,,1,LISTAS,KIS_SZOCDEM
72371,12_064_010,,1,LISTAS,KIS_UDP
72371,12_064_010,,0,LISTAS,KIS_JESZ
72371,12_064_010,,0,LISTAS,KIS_KTI
72371,12_064_010,,0,LISTAS,KIS_MCP
72371,12_064_010,,0,LISTAS,KIS_OSSZEFOGAS
72371,12_064_010,,0,LISTAS,KIS_UMP
72369,12_064_011,,157,LISTAS,OSSZEFOGAS14
72369,12_064_011,,144,LISTAS,FIDESZ
72369,12_064_011,,67,LISTAS,JOBBIK
72369,12_064_011,,26,LISTAS,LMP
72369,12_064_011,,6,LISTAS,KIS_MUNKAS
72369,12_064_011,,4,LISTAS,KIS_JESZ
72369,12_064_011,,4,LISTAS,KIS_SEM
72369,12_064_011,,4,LISTAS,KIS_ZOLDEKPARJTA
72369,12_064_011,,2,LISTAS,KIS_KTI
72369,12_064_011,,1,LISTAS,KIS_KISGAZDA
72369,12_064_011,,1,LISTAS,KIS_SERES
72369,12_064_011,,0,LISTAS,KIS_NEMELADO
72369,12_064_011,,0,LISTAS,KIS_EGYUTT14
72369,12_064_011,,0,LISTAS,KIS_MCP
72369,12_064_011,,0,LISTAS,KIS_OSSZEFOGAS
72369,12_064_011,,0,LISTAS,KIS_SZOCDEM
72369,12_064_011,,0,LISTAS,KIS_UDP
72369,12_064_011,,0,LISTAS,KIS_UMP
72373,12_064_012,,286,LISTAS,FIDESZ
72373,12_064_012,,230,LISTAS,OSSZEFOGAS14
72373,12_064_012,,116,LISTAS,JOBBIK
72373,12_064_012,,38,LISTAS,LMP
72373,12_064_012,,11,LISTAS,KIS_JESZ
72373,12_064_012,,5,LISTAS,KIS_ZOLDEKPARJTA
72373,12_064_012,,4,LISTAS,KIS_SERES
72373,12_064_012,,3,LISTAS,KIS_NEMELADO
72373,12_064_012,,3,LISTAS,KIS_SZOCDEM
72373,12_064_012,,2,LISTAS,KIS_KTI
72373,12_064_012,,2,LISTAS,KIS_MCP
72373,12_064_012,,2,LISTAS,KIS_MUNKAS
72373,12_064_012,,1,LISTAS,KIS_SEM
72373,12_064_012,,0,LISTAS,KIS_EGYUTT14
72373,12_064_012,,0,LISTAS,KIS_KISGAZDA
72373,12_064_012,,0,LISTAS,KIS_OSSZEFOGAS
72373,12_064_012,,0,LISTAS,KIS_UDP
72373,12_064_012,,0,LISTAS,KIS_UMP
72375,12_064_013,,223,LISTAS,FIDESZ
72375,12_064_013,,143,LISTAS,OSSZEFOGAS14
72375,12_064_013,,76,LISTAS,JOBBIK
72375,12_064_013,,41,LISTAS,LMP
72375,12_064_013,,7,LISTAS,KIS_MUNKAS
72375,12_064_013,,6,LISTAS,KIS_JESZ
72375,12_064_013,,5,LISTAS,KIS_NEMELADO
72375,12_064_013,,4,LISTAS,KIS_KISGAZDA
72375,12_064_013,,3,LISTAS,KIS_KTI
72375,12_064_013,,3,LISTAS,KIS_SEM
72375,12_064_013,,2,LISTAS,KIS_OSSZEFOGAS
72375,12_064_013,,2,LISTAS,KIS_SZOCDEM
72375,12_064_013,,1,LISTAS,KIS_EGYUTT14
72375,12_064_013,,1,LISTAS,KIS_ZOLDEKPARJTA
72375,12_064_013,,0,LISTAS,KIS_MCP
72375,12_064_013,,0,LISTAS,KIS_SERES
72375,12_064_013,,0,LISTAS,KIS_UDP
72375,12_064_013,,0,LISTAS,KIS_UMP
72377,12_064_014,,242,LISTAS,FIDESZ
72377,12_064_014,,168,LISTAS,OSSZEFOGAS14
72377,12_064_014,,70,LISTAS,JOBBIK
72377,12_064_014,,37,LISTAS,LMP
72377,12_064_014,,4,LISTAS,KIS_ZOLDEKPARJTA
72377,12_064_014,,3,LISTAS,KIS_JESZ
72377,12_064_014,,2,LISTAS,KIS_EGYUTT14
72377,12_064_014,,2,LISTAS,KIS_KTI
72377,12_064_014,,2,LISTAS,KIS_SEM
72377,12_064_014,,2,LISTAS,KIS_SZOCDEM
72377,12_064_014,,1,LISTAS,KIS_NEMELADO
72377,12_064_014,,1,LISTAS,KIS_KISGAZDA
72377,12_064_014,,1,LISTAS,KIS_MUNKAS
72377,12_064_014,,0,LISTAS,KIS_MCP
72377,12_064_014,,0,LISTAS,KIS_OSSZEFOGAS
72377,12_064_014,,0,LISTAS,KIS_SERES
72377,12_064_014,,0,LISTAS,KIS_UDP
72377,12_064_014,,0,LISTAS,KIS_UMP
72379,12_064_015,,300,LISTAS,FIDESZ
72379,12_064_015,,147,LISTAS,OSSZEFOGAS14
72379,12_064_015,,77,LISTAS,JOBBIK
72379,12_064_015,,35,LISTAS,LMP
72379,12_064_015,,7,LISTAS,KIS_KTI
72379,12_064_015,,5,LISTAS,KIS_MUNKAS
72379,12_064_015,,4,LISTAS,KIS_JESZ
72379,12_064_015,,4,LISTAS,KIS_SERES
72379,12_064_015,,4,LISTAS,KIS_SZOCDEM
72379,12_064_015,,3,LISTAS,KIS_NEMELADO
72379,12_064_015,,3,LISTAS,KIS_ZOLDEKPARJTA
72379,12_064_015,,2,LISTAS,KIS_KISGAZDA
72379,12_064_015,,2,LISTAS,KIS_SEM
72379,12_064_015,,1,LISTAS,KIS_EGYUTT14
72379,12_064_015,,0,LISTAS,KIS_MCP
72379,12_064_015,,0,LISTAS,KIS_OSSZEFOGAS
72379,12_064_015,,0,LISTAS,KIS_UDP
72379,12_064_015,,0,LISTAS,KIS_UMP
72381,12_064_016,,257,LISTAS,FIDESZ
72381,12_064_016,,150,LISTAS,OSSZEFOGAS14
72381,12_064_016,,56,LISTAS,JOBBIK
72381,12_064_016,,34,LISTAS,LMP
72381,12_064_016,,5,LISTAS,KIS_KTI
72381,12_064_016,,5,LISTAS,KIS_SERES
72381,12_064_016,,4,LISTAS,KIS_SEM
72381,12_064_016,,4,LISTAS,KIS_ZOLDEKPARJTA
72381,12_064_016,,3,LISTAS,KIS_EGYUTT14
72381,12_064_016,,3,LISTAS,KIS_MUNKAS
72381,12_064_016,,2,LISTAS,KIS_NEMELADO
72381,12_064_016,,2,LISTAS,KIS_KISGAZDA
72381,12_064_016,,2,LISTAS,KIS_UDP
72381,12_064_016,,1,LISTAS,KIS_JESZ
72381,12_064_016,,0,LISTAS,KIS_MCP
72381,12_064_016,,0,LISTAS,KIS_OSSZEFOGAS
72381,12_064_016,,0,LISTAS,KIS_SZOCDEM
72381,12_064_016,,0,LISTAS,KIS_UMP
72383,12_064_017,,206,LISTAS,FIDESZ
72383,12_064_017,,158,LISTAS,OSSZEFOGAS14
72383,12_064_017,,94,LISTAS,JOBBIK
72383,12_064_017,,36,LISTAS,LMP
72383,12_064_017,,7,LISTAS,KIS_JESZ
72383,12_064_017,,4,LISTAS,KIS_KTI
72383,12_064_017,,3,LISTAS,KIS_NEMELADO
72383,12_064_017,,3,LISTAS,KIS_SEM
72383,12_064_017,,2,LISTAS,KIS_EGYUTT14
72383,12_064_017,,2,LISTAS,KIS_MUNKAS
72383,12_064_017,,2,LISTAS,KIS_OSSZEFOGAS
72383,12_064_017,,2,LISTAS,KIS_ZOLDEKPARJTA
72383,12_064_017,,1,LISTAS,KIS_SERES
72383,12_064_017,,0,LISTAS,KIS_KISGAZDA
72383,12_064_017,,0,LISTAS,KIS_MCP
72383,12_064_017,,0,LISTAS,KIS_SZOCDEM
72383,12_064_017,,0,LISTAS,KIS_UDP
72383,12_064_017,,0,LISTAS,KIS_UMP
72385,12_064_018,,185,LISTAS,FIDESZ
72385,12_064_018,,109,LISTAS,OSSZEFOGAS14
72385,12_064_018,,98,LISTAS,JOBBIK
72385,12_064_018,,20,LISTAS,LMP
72385,12_064_018,,5,LISTAS,KIS_JESZ
72385,12_064_018,,4,LISTAS,KIS_MUNKAS
72385,12_064_018,,2,LISTAS,KIS_ZOLDEKPARJTA
72385,12_064_018,,1,LISTAS,KIS_EGYUTT14
72385,12_064_018,,1,LISTAS,KIS_KISGAZDA
72385,12_064_018,,1,LISTAS,KIS_KTI
72385,12_064_018,,1,LISTAS,KIS_OSSZEFOGAS
72385,12_064_018,,1,LISTAS,KIS_SEM
72385,12_064_018,,1,LISTAS,KIS_SERES
72385,12_064_018,,1,LISTAS,KIS_SZOCDEM
72385,12_064_018,,0,LISTAS,KIS_NEMELADO
72385,12_064_018,,0,LISTAS,KIS_MCP
72385,12_064_018,,0,LISTAS,KIS_UDP
72385,12_064_018,,0,LISTAS,KIS_UMP
72387,12_064_019,,169,LISTAS,FIDESZ
72387,12_064_019,,168,LISTAS,OSSZEFOGAS14
72387,12_064_019,,101,LISTAS,JOBBIK
72387,12_064_019,,40,LISTAS,LMP
72387,12_064_019,,5,LISTAS,KIS_MUNKAS
72387,12_064_019,,5,LISTAS,KIS_SERES
72387,12_064_019,,3,LISTAS,KIS_JESZ
72387,12_064_019,,2,LISTAS,KIS_EGYUTT14
72387,12_064_019,,2,LISTAS,KIS_OSSZEFOGAS
72387,12_064_019,,2,LISTAS,KIS_SZOCDEM
72387,12_064_019,,1,LISTAS,KIS_NEMELADO
72387,12_064_019,,1,LISTAS,KIS_KTI
72387,12_064_019,,1,LISTAS,KIS_ZOLDEKPARJTA
72387,12_064_019,,0,LISTAS,KIS_KISGAZDA
72387,12_064_019,,0,LISTAS,KIS_MCP
72387,12_064_019,,0,LISTAS,KIS_SEM
72387,12_064_019,,0,LISTAS,KIS_UDP
72387,12_064_019,,0,LISTAS,KIS_UMP
72389,12_064_020,,237,LISTAS,FIDESZ
72389,12_064_020,,204,LISTAS,OSSZEFOGAS14
72389,12_064_020,,66,LISTAS,JOBBIK
72389,12_064_020,,41,LISTAS,LMP
72389,12_064_020,,8,LISTAS,KIS_MUNKAS
72389,12_064_020,,6,LISTAS,KIS_SZOCDEM
72389,12_064_020,,5,LISTAS,KIS_SERES
72389,12_064_020,,4,LISTAS,KIS_NEMELADO
72389,12_064_020,,1,LISTAS,KIS_KISGAZDA
72389,12_064_020,,1,LISTAS,KIS_KTI
72389,12_064_020,,1,LISTAS,KIS_SEM
72389,12_064_020,,1,LISTAS,KIS_ZOLDEKPARJTA
72389,12_064_020,,0,LISTAS,KIS_EGYUTT14
72389,12_064_020,,0,LISTAS,KIS_JESZ
72389,12_064_020,,0,LISTAS,KIS_MCP
72389,12_064_020,,0,LISTAS,KIS_OSSZEFOGAS
72389,12_064_020,,0,LISTAS,KIS_UDP
72389,12_064_020,,0,LISTAS,KIS_UMP
72391,12_064_021,,248,LISTAS,FIDESZ
72391,12_064_021,,200,LISTAS,OSSZEFOGAS14
72391,12_064_021,,79,LISTAS,JOBBIK
72391,12_064_021,,57,LISTAS,LMP
72391,12_064_021,,7,LISTAS,KIS_MUNKAS
72391,12_064_021,,6,LISTAS,KIS_ZOLDEKPARJTA
72391,12_064_021,,4,LISTAS,KIS_NEMELADO
72391,12_064_021,,2,LISTAS,KIS_EGYUTT14
72391,12_064_021,,2,LISTAS,KIS_JESZ
72391,12_064_021,,2,LISTAS,KIS_KTI
72391,12_064_021,,2,LISTAS,KIS_SERES
72391,12_064_021,,2,LISTAS,KIS_SZOCDEM
72391,12_064_021,,1,LISTAS,KIS_OSSZEFOGAS
72391,12_064_021,,1,LISTAS,KIS_SEM
72391,12_064_021,,0,LISTAS,KIS_KISGAZDA
72391,12_064_021,,0,LISTAS,KIS_MCP
72391,12_064_021,,0,LISTAS,KIS_UDP
72391,12_064_021,,0,LISTAS,KIS_UMP
72393,12_064_022,,263,LISTAS,FIDESZ
72393,12_064_022,,116,LISTAS,OSSZEFOGAS14
72393,12_064_022,,91,LISTAS,JOBBIK
72393,12_064_022,,21,LISTAS,LMP
72393,12_064_022,,4,LISTAS,KIS_MUNKAS
72393,12_064_022,,3,LISTAS,KIS_JESZ
72393,12_064_022,,3,LISTAS,KIS_KTI
72393,12_064_022,,3,LISTAS,KIS_SERES
72393,12_064_022,,3,LISTAS,KIS_SZOCDEM
72393,12_064_022,,2,LISTAS,KIS_EGYUTT14
72393,12_064_022,,2,LISTAS,KIS_ZOLDEKPARJTA
72393,12_064_022,,1,LISTAS,KIS_SEM
72393,12_064_022,,0,LISTAS,KIS_NEMELADO
72393,12_064_022,,0,LISTAS,KIS_KISGAZDA
72393,12_064_022,,0,LISTAS,KIS_MCP
72393,12_064_022,,0,LISTAS,KIS_OSSZEFOGAS
72393,12_064_022,,0,LISTAS,KIS_UDP
72393,12_064_022,,0,LISTAS,KIS_UMP
72915,12_064_023,,347,LISTAS,FIDESZ
72915,12_064_023,,183,LISTAS,OSSZEFOGAS14
72915,12_064_023,,128,LISTAS,JOBBIK
72915,12_064_023,,47,LISTAS,LMP
72915,12_064_023,,5,LISTAS,KIS_SZOCDEM
72915,12_064_023,,3,LISTAS,KIS_MUNKAS
72915,12_064_023,,2,LISTAS,KIS_NEMELADO
72915,12_064_023,,2,LISTAS,KIS_KTI
72915,12_064_023,,2,LISTAS,KIS_ZOLDEKPARJTA
72915,12_064_023,,1,LISTAS,KIS_KISGAZDA
72915,12_064_023,,1,LISTAS,KIS_JESZ
72915,12_064_023,,1,LISTAS,KIS_SEM
72915,12_064_023,,0,LISTAS,KIS_EGYUTT14
72915,12_064_023,,0,LISTAS,KIS_MCP
72915,12_064_023,,0,LISTAS,KIS_OSSZEFOGAS
72915,12_064_023,,0,LISTAS,KIS_SERES
72915,12_064_023,,0,LISTAS,KIS_UDP
72915,12_064_023,,0,LISTAS,KIS_UMP
72395,12_064_024,,163,LISTAS,FIDESZ
72395,12_064_024,,65,LISTAS,OSSZEFOGAS14
72395,12_064_024,,62,LISTAS,JOBBIK
72395,12_064_024,,24,LISTAS,LMP
72395,12_064_024,,4,LISTAS,KIS_KTI
72395,12_064_024,,4,LISTAS,KIS_MUNKAS
72395,12_064_024,,3,LISTAS,KIS_NEMELADO
72395,12_064_024,,2,LISTAS,KIS_ZOLDEKPARJTA
72395,12_064_024,,1,LISTAS,KIS_EGYUTT14
72395,12_064_024,,1,LISTAS,KIS_SZOCDEM
72395,12_064_024,,0,LISTAS,KIS_KISGAZDA
72395,12_064_024,,0,LISTAS,KIS_JESZ
72395,12_064_024,,0,LISTAS,KIS_MCP
72395,12_064_024,,0,LISTAS,KIS_OSSZEFOGAS
72395,12_064_024,,0,LISTAS,KIS_SEM
72395,12_064_024,,0,LISTAS,KIS_SERES
72395,12_064_024,,0,LISTAS,KIS_UDP
72395,12_064_024,,0,LISTAS,KIS_UMP
72397,12_065_001,,276,LISTAS,FIDESZ
72397,12_065_001,,195,LISTAS,OSSZEFOGAS14
72397,12_065_001,,107,LISTAS,JOBBIK
72397,12_065_001,,39,LISTAS,LMP
72397,12_065_001,,8,LISTAS,KIS_NEMELADO
72397,12_065_001,,2,LISTAS,KIS_SERES
72397,12_065_001,,1,LISTAS,KIS_JESZ
72397,12_065_001,,1,LISTAS,KIS_MUNKAS
72397,12_065_001,,1,LISTAS,KIS_UDP
72397,12_065_001,,1,LISTAS,KIS_ZOLDEKPARJTA
72397,12_065_001,,0,LISTAS,KIS_EGYUTT14
72397,12_065_001,,0,LISTAS,KIS_KISGAZDA
72397,12_065_001,,0,LISTAS,KIS_KTI
72397,12_065_001,,0,LISTAS,KIS_MCP
72397,12_065_001,,0,LISTAS,KIS_OSSZEFOGAS
72397,12_065_001,,0,LISTAS,KIS_SEM
72397,12_065_001,,0,LISTAS,KIS_SZOCDEM
72397,12_065_001,,0,LISTAS,KIS_UMP
72593,12_065_002,,208,LISTAS,FIDESZ
72593,12_065_002,,204,LISTAS,OSSZEFOGAS14
72593,12_065_002,,100,LISTAS,JOBBIK
72593,12_065_002,,27,LISTAS,LMP
72593,12_065_002,,8,LISTAS,KIS_NEMELADO
72593,12_065_002,,4,LISTAS,KIS_JESZ
72593,12_065_002,,2,LISTAS,KIS_EGYUTT14
72593,12_065_002,,2,LISTAS,KIS_KISGAZDA
72593,12_065_002,,2,LISTAS,KIS_MUNKAS
72593,12_065_002,,2,LISTAS,KIS_ZOLDEKPARJTA
72593,12_065_002,,1,LISTAS,KIS_KTI
72593,12_065_002,,1,LISTAS,KIS_SEM
72593,12_065_002,,1,LISTAS,KIS_SERES
72593,12_065_002,,1,LISTAS,KIS_SZOCDEM
72593,12_065_002,,0,LISTAS,KIS_MCP
72593,12_065_002,,0,LISTAS,KIS_OSSZEFOGAS
72593,12_065_002,,0,LISTAS,KIS_UDP
72593,12_065_002,,0,LISTAS,KIS_UMP
72595,12_065_003,,103,LISTAS,FIDESZ
72595,12_065_003,,82,LISTAS,OSSZEFOGAS14
72595,12_065_003,,62,LISTAS,JOBBIK
72595,12_065_003,,15,LISTAS,LMP
72595,12_065_003,,6,LISTAS,KIS_NEMELADO
72595,12_065_003,,2,LISTAS,KIS_KTI
72595,12_065_003,,2,LISTAS,KIS_MUNKAS
72595,12_065_003,,1,LISTAS,KIS_OSSZEFOGAS
72595,12_065_003,,1,LISTAS,KIS_SEM
72595,12_065_003,,1,LISTAS,KIS_SERES
72595,12_065_003,,1,LISTAS,KIS_UDP
72595,12_065_003,,0,LISTAS,KIS_EGYUTT14
72595,12_065_003,,0,LISTAS,KIS_KISGAZDA
72595,12_065_003,,0,LISTAS,KIS_JESZ
72595,12_065_003,,0,LISTAS,KIS_MCP
72595,12_065_003,,0,LISTAS,KIS_SZOCDEM
72595,12_065_003,,0,LISTAS,KIS_UMP
72595,12_065_003,,0,LISTAS,KIS_ZOLDEKPARJTA
72597,12_065_004,,99,LISTAS,FIDESZ
72597,12_065_004,,47,LISTAS,OSSZEFOGAS14
72597,12_065_004,,25,LISTAS,JOBBIK
72597,12_065_004,,4,LISTAS,KIS_NEMELADO
72597,12_065_004,,3,LISTAS,LMP
72597,12_065_004,,3,LISTAS,KIS_MCP
72597,12_065_004,,3,LISTAS,KIS_MUNKAS
72597,12_065_004,,2,LISTAS,KIS_EGYUTT14
72597,12_065_004,,1,LISTAS,KIS_SEM
72597,12_065_004,,1,LISTAS,KIS_ZOLDEKPARJTA
72597,12_065_004,,0,LISTAS,KIS_KISGAZDA
72597,12_065_004,,0,LISTAS,KIS_JESZ
72597,12_065_004,,0,LISTAS,KIS_KTI
72597,12_065_004,,0,LISTAS,KIS_OSSZEFOGAS
72597,12_065_004,,0,LISTAS,KIS_SERES
72597,12_065_004,,0,LISTAS,KIS_SZOCDEM
72597,12_065_004,,0,LISTAS,KIS_UDP
72597,12_065_004,,0,LISTAS,KIS_UMP
72599,12_065_005,,152,LISTAS,FIDESZ
72599,12_065_005,,52,LISTAS,OSSZEFOGAS14
72599,12_065_005,,31,LISTAS,JOBBIK
72599,12_065_005,,2,LISTAS,KIS_NEMELADO
72599,12_065_005,,2,LISTAS,LMP
72599,12_065_005,,2,LISTAS,KIS_MUNKAS
72599,12_065_005,,2,LISTAS,KIS_SZOCDEM
72599,12_065_005,,1,LISTAS,KIS_JESZ
72599,12_065_005,,1,LISTAS,KIS_MCP
72599,12_065_005,,0,LISTAS,KIS_EGYUTT14
72599,12_065_005,,0,LISTAS,KIS_KISGAZDA
72599,12_065_005,,0,LISTAS,KIS_KTI
72599,12_065_005,,0,LISTAS,KIS_OSSZEFOGAS
72599,12_065_005,,0,LISTAS,KIS_SEM
72599,12_065_005,,0,LISTAS,KIS_SERES
72599,12_065_005,,0,LISTAS,KIS_UDP
72599,12_065_005,,0,LISTAS,KIS_UMP
72599,12_065_005,,0,LISTAS,KIS_ZOLDEKPARJTA
72601,12_065_006,,180,LISTAS,OSSZEFOGAS14
72601,12_065_006,,155,LISTAS,FIDESZ
72601,12_065_006,,72,LISTAS,JOBBIK
72601,12_065_006,,17,LISTAS,LMP
72601,12_065_006,,7,LISTAS,KIS_NEMELADO
72601,12_065_006,,5,LISTAS,KIS_KTI
72601,12_065_006,,3,LISTAS,KIS_SEM
72601,12_065_006,,3,LISTAS,KIS_SERES
72601,12_065_006,,3,LISTAS,KIS_ZOLDEKPARJTA
72601,12_065_006,,2,LISTAS,KIS_MUNKAS
72601,12_065_006,,2,LISTAS,KIS_SZOCDEM
72601,12_065_006,,1,LISTAS,KIS_EGYUTT14
72601,12_065_006,,1,LISTAS,KIS_MCP
72601,12_065_006,,0,LISTAS,KIS_KISGAZDA
72601,12_065_006,,0,LISTAS,KIS_JESZ
72601,12_065_006,,0,LISTAS,KIS_OSSZEFOGAS
72601,12_065_006,,0,LISTAS,KIS_UDP
72601,12_065_006,,0,LISTAS,KIS_UMP
72603,12_065_007,,214,LISTAS,OSSZEFOGAS14
72603,12_065_007,,211,LISTAS,FIDESZ
72603,12_065_007,,114,LISTAS,JOBBIK
72603,12_065_007,,32,LISTAS,LMP
72603,12_065_007,,6,LISTAS,KIS_MUNKAS
72603,12_065_007,,5,LISTAS,KIS_NEMELADO
72603,12_065_007,,4,LISTAS,KIS_ZOLDEKPARJTA
72603,12_065_007,,3,LISTAS,KIS_EGYUTT14
72603,12_065_007,,3,LISTAS,KIS_SERES
72603,12_065_007,,3,LISTAS,KIS_SZOCDEM
72603,12_065_007,,1,LISTAS,KIS_KTI
72603,12_065_007,,1,LISTAS,KIS_OSSZEFOGAS
72603,12_065_007,,0,LISTAS,KIS_KISGAZDA
72603,12_065_007,,0,LISTAS,KIS_JESZ
72603,12_065_007,,0,LISTAS,KIS_MCP
72603,12_065_007,,0,LISTAS,KIS_SEM
72603,12_065_007,,0,LISTAS,KIS_UDP
72603,12_065_007,,0,LISTAS,KIS_UMP
72605,12_065_008,,213,LISTAS,FIDESZ
72605,12_065_008,,207,LISTAS,OSSZEFOGAS14
72605,12_065_008,,100,LISTAS,JOBBIK
72605,12_065_008,,38,LISTAS,LMP
72605,12_065_008,,5,LISTAS,KIS_MUNKAS
72605,12_065_008,,4,LISTAS,KIS_SZOCDEM
72605,12_065_008,,3,LISTAS,KIS_NEMELADO
72605,12_065_008,,1,LISTAS,KIS_SEM
