JKV_AZONOSITO,SZAVAZOKOR,JELOLT,SZAVAZAT,TIPUS,LISTA
234374,05_222_002,JÉZSÓ GÁBOR,88,EGYENI,OSSZEFOGAS22
234374,05_222_002,MACSKÁS JÓZSEF,5,EGYENI,FUGGETLEN
234374,05_222_002,PAPP GYÖRGY,3,EGYENI,KIS_ISZOM
234374,05_222_002,MOLNÁR SÁNDOR,1,EGYENI,KIS_NORMALIS
234374,05_222_002,VESZPRÉMI ÁDÁM,1,EGYENI,MEMO
234376,05_222_003,JÉZSÓ GÁBOR,301,EGYENI,OSSZEFOGAS22
234376,05_222_003,DR. KONCZ ZSÓFIA,293,EGYENI,FIDESZ
234376,05_222_003,MACSKÁS JÓZSEF,16,EGYENI,FUGGETLEN
234376,05_222_003,VESZPRÉMI ÁDÁM,9,EGYENI,MEMO
234376,05_222_003,MOLNÁR SÁNDOR,6,EGYENI,KIS_NORMALIS
234376,05_222_003,PAPP GYÖRGY,6,EGYENI,KIS_ISZOM
234378,05_222_004,DR. KONCZ ZSÓFIA,344,EGYENI,FIDESZ
234378,05_222_004,JÉZSÓ GÁBOR,265,EGYENI,OSSZEFOGAS22
234378,05_222_004,MACSKÁS JÓZSEF,18,EGYENI,FUGGETLEN
234378,05_222_004,VESZPRÉMI ÁDÁM,12,EGYENI,MEMO
234378,05_222_004,MOLNÁR SÁNDOR,6,EGYENI,KIS_NORMALIS
234378,05_222_004,PAPP GYÖRGY,6,EGYENI,KIS_ISZOM
234380,05_222_005,DR. KONCZ ZSÓFIA,65,EGYENI,FIDESZ
234380,05_222_005,JÉZSÓ GÁBOR,37,EGYENI,OSSZEFOGAS22
234380,05_222_005,MOLNÁR SÁNDOR,6,EGYENI,KIS_NORMALIS
234380,05_222_005,PAPP GYÖRGY,1,EGYENI,KIS_ISZOM
234380,05_222_005,VESZPRÉMI ÁDÁM,1,EGYENI,MEMO
234382,05_222_006,DR. KONCZ ZSÓFIA,44,EGYENI,FIDESZ
234382,05_222_006,JÉZSÓ GÁBOR,15,EGYENI,OSSZEFOGAS22
234382,05_222_006,MACSKÁS JÓZSEF,3,EGYENI,FUGGETLEN
234382,05_222_006,MOLNÁR SÁNDOR,1,EGYENI,KIS_NORMALIS
234384,05_223_001,RIZ GÁBOR,228,EGYENI,FIDESZ
234384,05_223_001,KISS SÁNDOR,57,EGYENI,OSSZEFOGAS22
234384,05_223_001,VILCSEK ERNÕ,31,EGYENI,FUGGETLEN
234384,05_223_001,SZARVAS GÁBOR,13,EGYENI,MIHAZANK
234384,05_223_001,GYURGYÁK TAMÁS,6,EGYENI,MKKP
234384,05_223_001,LENKÓ ORSOLYA,2,EGYENI,MEMO
234386,05_223_002,RIZ GÁBOR,183,EGYENI,FIDESZ
234386,05_223_002,KISS SÁNDOR,72,EGYENI,OSSZEFOGAS22
234386,05_223_002,VILCSEK ERNÕ,30,EGYENI,FUGGETLEN
234386,05_223_002,SZARVAS GÁBOR,15,EGYENI,MIHAZANK
234386,05_223_002,GYURGYÁK TAMÁS,7,EGYENI,MKKP
234386,05_223_002,PAP FERENC,7,EGYENI,KIS_ISZOM
234386,05_223_002,LENKÓ ORSOLYA,4,EGYENI,MEMO
234386,05_223_002,ZSIDEK ISTVÁN BENCE,4,EGYENI,KIS_NORMALIS
234388,05_224_001,DR. KONCZ ZSÓFIA,118,EGYENI,FIDESZ
234388,05_224_001,JÉZSÓ GÁBOR,73,EGYENI,OSSZEFOGAS22
234388,05_224_001,MACSKÁS JÓZSEF,6,EGYENI,FUGGETLEN
234388,05_224_001,VESZPRÉMI ÁDÁM,3,EGYENI,MEMO
234388,05_224_001,PAPP GYÖRGY,2,EGYENI,KIS_ISZOM
234388,05_224_001,MOLNÁR SÁNDOR,1,EGYENI,KIS_NORMALIS
234390,05_225_001,TÁLLAI ANDRÁS,316,EGYENI,FIDESZ
234390,05_225_001,SERMER ÁDÁM,118,EGYENI,OSSZEFOGAS22
234390,05_225_001,SZAJLAI JÁNOS,36,EGYENI,MIHAZANK
234390,05_225_001,KOVÁCS LÁSZLÓ,4,EGYENI,KIS_NORMALIS
234390,05_225_001,KERTÉSZ GYULA,4,EGYENI,MEMO
234390,05_225_001,BLAU SÁNDOR,4,EGYENI,MKKP
234390,05_225_001,NÓTÁR ZOLTÁN,4,EGYENI,FUGGETLEN
234390,05_225_001,NÓTÁR BALÁZS MÁTÉ,1,EGYENI,FUGGETLEN
234392,05_225_002,TÁLLAI ANDRÁS,305,EGYENI,FIDESZ
234392,05_225_002,SERMER ÁDÁM,97,EGYENI,OSSZEFOGAS22
234392,05_225_002,SZAJLAI JÁNOS,46,EGYENI,MIHAZANK
234392,05_225_002,BLAU SÁNDOR,13,EGYENI,MKKP
234392,05_225_002,KOVÁCS LÁSZLÓ,6,EGYENI,KIS_NORMALIS
234392,05_225_002,KERTÉSZ GYULA,3,EGYENI,MEMO
234392,05_225_002,FARKAS ÉVA,2,EGYENI,FUGGETLEN
234392,05_225_002,KÓRÓDI PÉTER,2,EGYENI,KIS_ISZOM
234392,05_225_002,NÓTÁR BALÁZS MÁTÉ,1,EGYENI,FUGGETLEN
234392,05_225_002,NÓTÁR ZOLTÁN,1,EGYENI,FUGGETLEN
234394,05_226_001,RIZ GÁBOR,140,EGYENI,FIDESZ
234394,05_226_001,KISS SÁNDOR,130,EGYENI,OSSZEFOGAS22
234394,05_226_001,SZARVAS GÁBOR,18,EGYENI,MIHAZANK
234394,05_226_001,VILCSEK ERNÕ,6,EGYENI,FUGGETLEN
234394,05_226_001,GYURGYÁK TAMÁS,3,EGYENI,MKKP
234394,05_226_001,ZSIDEK ISTVÁN BENCE,3,EGYENI,KIS_NORMALIS
234394,05_226_001,LENKÓ ORSOLYA,1,EGYENI,MEMO
234396,05_226_002,KISS SÁNDOR,194,EGYENI,OSSZEFOGAS22
234396,05_226_002,RIZ GÁBOR,187,EGYENI,FIDESZ
234396,05_226_002,SZARVAS GÁBOR,18,EGYENI,MIHAZANK
234396,05_226_002,GYURGYÁK TAMÁS,14,EGYENI,MKKP
234396,05_226_002,VILCSEK ERNÕ,10,EGYENI,FUGGETLEN
234396,05_226_002,PAP FERENC,4,EGYENI,KIS_ISZOM
234396,05_226_002,ZSIDEK ISTVÁN BENCE,3,EGYENI,KIS_NORMALIS
234396,05_226_002,LENKÓ ORSOLYA,2,EGYENI,MEMO
234398,05_226_003,RIZ GÁBOR,251,EGYENI,FIDESZ
234398,05_226_003,KISS SÁNDOR,146,EGYENI,OSSZEFOGAS22
234398,05_226_003,SZARVAS GÁBOR,39,EGYENI,MIHAZANK
234398,05_226_003,PAP FERENC,11,EGYENI,KIS_ISZOM
234398,05_226_003,GYURGYÁK TAMÁS,8,EGYENI,MKKP
234398,05_226_003,VILCSEK ERNÕ,5,EGYENI,FUGGETLEN
234398,05_226_003,LENKÓ ORSOLYA,5,EGYENI,MEMO
234398,05_226_003,ZSIDEK ISTVÁN BENCE,1,EGYENI,KIS_NORMALIS
234400,05_226_004,RIZ GÁBOR,221,EGYENI,FIDESZ
234400,05_226_004,KISS SÁNDOR,201,EGYENI,OSSZEFOGAS22
234400,05_226_004,SZARVAS GÁBOR,42,EGYENI,MIHAZANK
234400,05_226_004,LENKÓ ORSOLYA,7,EGYENI,MEMO
234400,05_226_004,GYURGYÁK TAMÁS,7,EGYENI,MKKP
234400,05_226_004,VILCSEK ERNÕ,5,EGYENI,FUGGETLEN
234400,05_226_004,PAP FERENC,5,EGYENI,KIS_ISZOM
234402,05_226_005,RIZ GÁBOR,208,EGYENI,FIDESZ
234402,05_226_005,KISS SÁNDOR,187,EGYENI,OSSZEFOGAS22
234402,05_226_005,SZARVAS GÁBOR,27,EGYENI,MIHAZANK
234402,05_226_005,VILCSEK ERNÕ,11,EGYENI,FUGGETLEN
234402,05_226_005,GYURGYÁK TAMÁS,4,EGYENI,MKKP
234402,05_226_005,LENKÓ ORSOLYA,2,EGYENI,MEMO
234402,05_226_005,PAP FERENC,2,EGYENI,KIS_ISZOM
234404,05_226_006,RIZ GÁBOR,329,EGYENI,FIDESZ
234404,05_226_006,KISS SÁNDOR,245,EGYENI,OSSZEFOGAS22
234404,05_226_006,SZARVAS GÁBOR,58,EGYENI,MIHAZANK
234404,05_226_006,VILCSEK ERNÕ,16,EGYENI,FUGGETLEN
234404,05_226_006,GYURGYÁK TAMÁS,15,EGYENI,MKKP
234404,05_226_006,LENKÓ ORSOLYA,6,EGYENI,MEMO
234404,05_226_006,ZSIDEK ISTVÁN BENCE,5,EGYENI,KIS_NORMALIS
234404,05_226_006,PAP FERENC,2,EGYENI,KIS_ISZOM
234406,05_226_007,RIZ GÁBOR,216,EGYENI,FIDESZ
234406,05_226_007,KISS SÁNDOR,165,EGYENI,OSSZEFOGAS22
234406,05_226_007,SZARVAS GÁBOR,31,EGYENI,MIHAZANK
234406,05_226_007,VILCSEK ERNÕ,14,EGYENI,FUGGETLEN
234406,05_226_007,GYURGYÁK TAMÁS,5,EGYENI,MKKP
234406,05_226_007,PAP FERENC,3,EGYENI,KIS_ISZOM
234406,05_226_007,LENKÓ ORSOLYA,2,EGYENI,MEMO
234406,05_226_007,ZSIDEK ISTVÁN BENCE,1,EGYENI,KIS_NORMALIS
234408,05_226_008,RIZ GÁBOR,159,EGYENI,FIDESZ
234408,05_226_008,KISS SÁNDOR,113,EGYENI,OSSZEFOGAS22
234408,05_226_008,SZARVAS GÁBOR,33,EGYENI,MIHAZANK
234408,05_226_008,GYURGYÁK TAMÁS,7,EGYENI,MKKP
234408,05_226_008,PAP FERENC,6,EGYENI,KIS_ISZOM
234408,05_226_008,ZSIDEK ISTVÁN BENCE,3,EGYENI,KIS_NORMALIS
234408,05_226_008,VILCSEK ERNÕ,3,EGYENI,FUGGETLEN
234408,05_226_008,LENKÓ ORSOLYA,2,EGYENI,MEMO
234410,05_226_009,KISS SÁNDOR,132,EGYENI,OSSZEFOGAS22
234410,05_226_009,RIZ GÁBOR,130,EGYENI,FIDESZ
234410,05_226_009,SZARVAS GÁBOR,21,EGYENI,MIHAZANK
234410,05_226_009,VILCSEK ERNÕ,5,EGYENI,FUGGETLEN
234410,05_226_009,PAP FERENC,3,EGYENI,KIS_ISZOM
234410,05_226_009,GYURGYÁK TAMÁS,2,EGYENI,MKKP
234410,05_226_009,LENKÓ ORSOLYA,1,EGYENI,MEMO
234412,05_226_010,RIZ GÁBOR,200,EGYENI,FIDESZ
234412,05_226_010,KISS SÁNDOR,102,EGYENI,OSSZEFOGAS22
234412,05_226_010,SZARVAS GÁBOR,23,EGYENI,MIHAZANK
234412,05_226_010,VILCSEK ERNÕ,8,EGYENI,FUGGETLEN
234412,05_226_010,PAP FERENC,4,EGYENI,KIS_ISZOM
234412,05_226_010,ZSIDEK ISTVÁN BENCE,4,EGYENI,KIS_NORMALIS
234412,05_226_010,GYURGYÁK TAMÁS,3,EGYENI,MKKP
234412,05_226_010,LENKÓ ORSOLYA,1,EGYENI,MEMO
234414,05_226_011,RIZ GÁBOR,234,EGYENI,FIDESZ
234414,05_226_011,KISS SÁNDOR,168,EGYENI,OSSZEFOGAS22
234414,05_226_011,SZARVAS GÁBOR,23,EGYENI,MIHAZANK
234414,05_226_011,VILCSEK ERNÕ,19,EGYENI,FUGGETLEN
234414,05_226_011,GYURGYÁK TAMÁS,10,EGYENI,MKKP
234414,05_226_011,PAP FERENC,3,EGYENI,KIS_ISZOM
234414,05_226_011,LENKÓ ORSOLYA,2,EGYENI,MEMO
234416,05_226_012,KISS SÁNDOR,262,EGYENI,OSSZEFOGAS22
234416,05_226_012,RIZ GÁBOR,220,EGYENI,FIDESZ
234416,05_226_012,SZARVAS GÁBOR,43,EGYENI,MIHAZANK
234416,05_226_012,GYURGYÁK TAMÁS,7,EGYENI,MKKP
234416,05_226_012,VILCSEK ERNÕ,6,EGYENI,FUGGETLEN
234416,05_226_012,PAP FERENC,5,EGYENI,KIS_ISZOM
234416,05_226_012,LENKÓ ORSOLYA,2,EGYENI,MEMO
234416,05_226_012,ZSIDEK ISTVÁN BENCE,1,EGYENI,KIS_NORMALIS
234418,05_226_013,RIZ GÁBOR,196,EGYENI,FIDESZ
234418,05_226_013,KISS SÁNDOR,190,EGYENI,OSSZEFOGAS22
234418,05_226_013,SZARVAS GÁBOR,36,EGYENI,MIHAZANK
234418,05_226_013,GYURGYÁK TAMÁS,11,EGYENI,MKKP
234418,05_226_013,VILCSEK ERNÕ,9,EGYENI,FUGGETLEN
234418,05_226_013,ZSIDEK ISTVÁN BENCE,5,EGYENI,KIS_NORMALIS
234418,05_226_013,PAP FERENC,5,EGYENI,KIS_ISZOM
234418,05_226_013,LENKÓ ORSOLYA,4,EGYENI,MEMO
234420,05_226_014,RIZ GÁBOR,222,EGYENI,FIDESZ
234420,05_226_014,KISS SÁNDOR,147,EGYENI,OSSZEFOGAS22
234420,05_226_014,SZARVAS GÁBOR,29,EGYENI,MIHAZANK
234420,05_226_014,VILCSEK ERNÕ,9,EGYENI,FUGGETLEN
234420,05_226_014,ZSIDEK ISTVÁN BENCE,3,EGYENI,KIS_NORMALIS
234420,05_226_014,GYURGYÁK TAMÁS,2,EGYENI,MKKP
234420,05_226_014,LENKÓ ORSOLYA,1,EGYENI,MEMO
234420,05_226_014,PAP FERENC,1,EGYENI,KIS_ISZOM
234422,05_226_015,RIZ GÁBOR,227,EGYENI,FIDESZ
234422,05_226_015,KISS SÁNDOR,179,EGYENI,OSSZEFOGAS22
234422,05_226_015,SZARVAS GÁBOR,31,EGYENI,MIHAZANK
234422,05_226_015,GYURGYÁK TAMÁS,7,EGYENI,MKKP
234422,05_226_015,VILCSEK ERNÕ,6,EGYENI,FUGGETLEN
234422,05_226_015,LENKÓ ORSOLYA,3,EGYENI,MEMO
234422,05_226_015,ZSIDEK ISTVÁN BENCE,3,EGYENI,KIS_NORMALIS
234422,05_226_015,PAP FERENC,1,EGYENI,KIS_ISZOM
234424,05_226_016,RIZ GÁBOR,263,EGYENI,FIDESZ
234424,05_226_016,KISS SÁNDOR,156,EGYENI,OSSZEFOGAS22
234424,05_226_016,SZARVAS GÁBOR,23,EGYENI,MIHAZANK
234424,05_226_016,GYURGYÁK TAMÁS,4,EGYENI,MKKP
234424,05_226_016,PAP FERENC,4,EGYENI,KIS_ISZOM
234424,05_226_016,ZSIDEK ISTVÁN BENCE,4,EGYENI,KIS_NORMALIS
234424,05_226_016,VILCSEK ERNÕ,3,EGYENI,FUGGETLEN
234424,05_226_016,LENKÓ ORSOLYA,2,EGYENI,MEMO
234426,05_226_017,RIZ GÁBOR,251,EGYENI,FIDESZ
234426,05_226_017,KISS SÁNDOR,97,EGYENI,OSSZEFOGAS22
234426,05_226_017,SZARVAS GÁBOR,35,EGYENI,MIHAZANK
234426,05_226_017,VILCSEK ERNÕ,10,EGYENI,FUGGETLEN
234426,05_226_017,GYURGYÁK TAMÁS,7,EGYENI,MKKP
234426,05_226_017,PAP FERENC,3,EGYENI,KIS_ISZOM
234426,05_226_017,LENKÓ ORSOLYA,2,EGYENI,MEMO
234428,05_226_018,KISS SÁNDOR,90,EGYENI,OSSZEFOGAS22
234428,05_226_018,RIZ GÁBOR,66,EGYENI,FIDESZ
234428,05_226_018,SZARVAS GÁBOR,13,EGYENI,MIHAZANK
234428,05_226_018,VILCSEK ERNÕ,3,EGYENI,FUGGETLEN
234428,05_226_018,GYURGYÁK TAMÁS,3,EGYENI,MKKP
234428,05_226_018,PAP FERENC,2,EGYENI,KIS_ISZOM
234428,05_226_018,ZSIDEK ISTVÁN BENCE,1,EGYENI,KIS_NORMALIS
234428,05_226_018,LENKÓ ORSOLYA,1,EGYENI,MEMO
234430,05_226_019,RIZ GÁBOR,168,EGYENI,FIDESZ
234430,05_226_019,KISS SÁNDOR,99,EGYENI,OSSZEFOGAS22
234430,05_226_019,SZARVAS GÁBOR,22,EGYENI,MIHAZANK
234430,05_226_019,GYURGYÁK TAMÁS,7,EGYENI,MKKP
234430,05_226_019,VILCSEK ERNÕ,5,EGYENI,FUGGETLEN
234430,05_226_019,PAP FERENC,3,EGYENI,KIS_ISZOM
234430,05_226_019,ZSIDEK ISTVÁN BENCE,2,EGYENI,KIS_NORMALIS
234430,05_226_019,LENKÓ ORSOLYA,2,EGYENI,MEMO
234432,05_226_020,RIZ GÁBOR,207,EGYENI,FIDESZ
234432,05_226_020,KISS SÁNDOR,118,EGYENI,OSSZEFOGAS22
234432,05_226_020,SZARVAS GÁBOR,24,EGYENI,MIHAZANK
234432,05_226_020,VILCSEK ERNÕ,12,EGYENI,FUGGETLEN
234432,05_226_020,GYURGYÁK TAMÁS,10,EGYENI,MKKP
234432,05_226_020,ZSIDEK ISTVÁN BENCE,4,EGYENI,KIS_NORMALIS
234432,05_226_020,LENKÓ ORSOLYA,4,EGYENI,MEMO
234432,05_226_020,PAP FERENC,3,EGYENI,KIS_ISZOM
234434,05_226_021,RIZ GÁBOR,115,EGYENI,FIDESZ
234434,05_226_021,KISS SÁNDOR,83,EGYENI,OSSZEFOGAS22
234434,05_226_021,SZARVAS GÁBOR,17,EGYENI,MIHAZANK
234434,05_226_021,GYURGYÁK TAMÁS,6,EGYENI,MKKP
234434,05_226_021,LENKÓ ORSOLYA,6,EGYENI,MEMO
234434,05_226_021,PAP FERENC,3,EGYENI,KIS_ISZOM
234434,05_226_021,VILCSEK ERNÕ,3,EGYENI,FUGGETLEN
234434,05_226_021,ZSIDEK ISTVÁN BENCE,1,EGYENI,KIS_NORMALIS
234436,05_226_022,RIZ GÁBOR,57,EGYENI,FIDESZ
234436,05_226_022,KISS SÁNDOR,36,EGYENI,OSSZEFOGAS22
234436,05_226_022,SZARVAS GÁBOR,7,EGYENI,MIHAZANK
234436,05_226_022,VILCSEK ERNÕ,3,EGYENI,FUGGETLEN
234436,05_226_022,PAP FERENC,3,EGYENI,KIS_ISZOM
234436,05_226_022,ZSIDEK ISTVÁN BENCE,1,EGYENI,KIS_NORMALIS
234436,05_226_022,LENKÓ ORSOLYA,1,EGYENI,MEMO
234436,05_226_022,GYURGYÁK TAMÁS,1,EGYENI,MKKP
234438,05_226_023,RIZ GÁBOR,269,EGYENI,FIDESZ
234438,05_226_023,KISS SÁNDOR,73,EGYENI,OSSZEFOGAS22
234438,05_226_023,SZARVAS GÁBOR,15,EGYENI,MIHAZANK
234438,05_226_023,VILCSEK ERNÕ,12,EGYENI,FUGGETLEN
234438,05_226_023,ZSIDEK ISTVÁN BENCE,3,EGYENI,KIS_NORMALIS
234438,05_226_023,GYURGYÁK TAMÁS,1,EGYENI,MKKP
234438,05_226_023,LENKÓ ORSOLYA,1,EGYENI,MEMO
234438,05_226_023,PAP FERENC,1,EGYENI,KIS_ISZOM
234440,05_226_024,RIZ GÁBOR,257,EGYENI,FIDESZ
234440,05_226_024,KISS SÁNDOR,99,EGYENI,OSSZEFOGAS22
234440,05_226_024,SZARVAS GÁBOR,14,EGYENI,MIHAZANK
234440,05_226_024,GYURGYÁK TAMÁS,5,EGYENI,MKKP
234440,05_226_024,VILCSEK ERNÕ,3,EGYENI,FUGGETLEN
234440,05_226_024,PAP FERENC,2,EGYENI,KIS_ISZOM
234440,05_226_024,LENKÓ ORSOLYA,1,EGYENI,MEMO
234442,05_226_025,RIZ GÁBOR,166,EGYENI,FIDESZ
234442,05_226_025,KISS SÁNDOR,54,EGYENI,OSSZEFOGAS22
234442,05_226_025,SZARVAS GÁBOR,8,EGYENI,MIHAZANK
234442,05_226_025,GYURGYÁK TAMÁS,3,EGYENI,MKKP
234442,05_226_025,VILCSEK ERNÕ,2,EGYENI,FUGGETLEN
234442,05_226_025,LENKÓ ORSOLYA,1,EGYENI,MEMO
234442,05_226_025,PAP FERENC,1,EGYENI,KIS_ISZOM
234444,05_226_026,RIZ GÁBOR,193,EGYENI,FIDESZ
234444,05_226_026,KISS SÁNDOR,70,EGYENI,OSSZEFOGAS22
234444,05_226_026,SZARVAS GÁBOR,14,EGYENI,MIHAZANK
234444,05_226_026,LENKÓ ORSOLYA,5,EGYENI,MEMO
234444,05_226_026,VILCSEK ERNÕ,3,EGYENI,FUGGETLEN
234444,05_226_026,GYURGYÁK TAMÁS,3,EGYENI,MKKP
234444,05_226_026,ZSIDEK ISTVÁN BENCE,3,EGYENI,KIS_NORMALIS
234446,05_226_027,RIZ GÁBOR,176,EGYENI,FIDESZ
234446,05_226_027,KISS SÁNDOR,52,EGYENI,OSSZEFOGAS22
234446,05_226_027,GYURGYÁK TAMÁS,2,EGYENI,MKKP
234446,05_226_027,LENKÓ ORSOLYA,1,EGYENI,MEMO
234446,05_226_027,PAP FERENC,1,EGYENI,KIS_ISZOM
234448,05_226_028,RIZ GÁBOR,205,EGYENI,FIDESZ
234448,05_226_028,KISS SÁNDOR,82,EGYENI,OSSZEFOGAS22
234448,05_226_028,SZARVAS GÁBOR,23,EGYENI,MIHAZANK
234448,05_226_028,VILCSEK ERNÕ,10,EGYENI,FUGGETLEN
234448,05_226_028,GYURGYÁK TAMÁS,5,EGYENI,MKKP
234448,05_226_028,PAP FERENC,2,EGYENI,KIS_ISZOM
234448,05_226_028,LENKÓ ORSOLYA,2,EGYENI,MEMO
234448,05_226_028,ZSIDEK ISTVÁN BENCE,2,EGYENI,KIS_NORMALIS
234450,05_226_029,RIZ GÁBOR,88,EGYENI,FIDESZ
234450,05_226_029,KISS SÁNDOR,24,EGYENI,OSSZEFOGAS22
234450,05_226_029,VILCSEK ERNÕ,1,EGYENI,FUGGETLEN
234450,05_226_029,SZARVAS GÁBOR,1,EGYENI,MIHAZANK
234452,05_226_030,KISS SÁNDOR,703,EGYENI,OSSZEFOGAS22
234452,05_226_030,RIZ GÁBOR,567,EGYENI,FIDESZ
234452,05_226_030,SZARVAS GÁBOR,101,EGYENI,MIHAZANK
234452,05_226_030,GYURGYÁK TAMÁS,49,EGYENI,MKKP
234452,05_226_030,VILCSEK ERNÕ,43,EGYENI,FUGGETLEN
234452,05_226_030,LENKÓ ORSOLYA,15,EGYENI,MEMO
234452,05_226_030,ZSIDEK ISTVÁN BENCE,15,EGYENI,KIS_NORMALIS
234452,05_226_030,PAP FERENC,4,EGYENI,KIS_ISZOM
234454,05_226_031,RIZ GÁBOR,275,EGYENI,FIDESZ
234454,05_226_031,KISS SÁNDOR,97,EGYENI,OSSZEFOGAS22
234454,05_226_031,SZARVAS GÁBOR,22,EGYENI,MIHAZANK
234454,05_226_031,VILCSEK ERNÕ,6,EGYENI,FUGGETLEN
234454,05_226_031,GYURGYÁK TAMÁS,4,EGYENI,MKKP
234454,05_226_031,PAP FERENC,2,EGYENI,KIS_ISZOM
234454,05_226_031,ZSIDEK ISTVÁN BENCE,1,EGYENI,KIS_NORMALIS
234454,05_226_031,LENKÓ ORSOLYA,1,EGYENI,MEMO
234456,05_226_032,RIZ GÁBOR,246,EGYENI,FIDESZ
234456,05_226_032,KISS SÁNDOR,148,EGYENI,OSSZEFOGAS22
234456,05_226_032,SZARVAS GÁBOR,20,EGYENI,MIHAZANK
234456,05_226_032,GYURGYÁK TAMÁS,9,EGYENI,MKKP
234456,05_226_032,VILCSEK ERNÕ,5,EGYENI,FUGGETLEN
234456,05_226_032,PAP FERENC,4,EGYENI,KIS_ISZOM
234456,05_226_032,ZSIDEK ISTVÁN BENCE,3,EGYENI,KIS_NORMALIS
234458,05_226_033,RIZ GÁBOR,312,EGYENI,FIDESZ
234458,05_226_033,KISS SÁNDOR,185,EGYENI,OSSZEFOGAS22
234458,05_226_033,SZARVAS GÁBOR,55,EGYENI,MIHAZANK
234458,05_226_033,VILCSEK ERNÕ,13,EGYENI,FUGGETLEN
234458,05_226_033,GYURGYÁK TAMÁS,8,EGYENI,MKKP
234458,05_226_033,LENKÓ ORSOLYA,4,EGYENI,MEMO
234458,05_226_033,ZSIDEK ISTVÁN BENCE,2,EGYENI,KIS_NORMALIS
234458,05_226_033,PAP FERENC,1,EGYENI,KIS_ISZOM
234460,05_226_034,RIZ GÁBOR,188,EGYENI,FIDESZ
234460,05_226_034,KISS SÁNDOR,124,EGYENI,OSSZEFOGAS22
234460,05_226_034,SZARVAS GÁBOR,30,EGYENI,MIHAZANK
234460,05_226_034,VILCSEK ERNÕ,20,EGYENI,FUGGETLEN
234460,05_226_034,GYURGYÁK TAMÁS,9,EGYENI,MKKP
234460,05_226_034,ZSIDEK ISTVÁN BENCE,5,EGYENI,KIS_NORMALIS
234460,05_226_034,LENKÓ ORSOLYA,3,EGYENI,MEMO
234460,05_226_034,PAP FERENC,3,EGYENI,KIS_ISZOM
234462,05_226_035,RIZ GÁBOR,291,EGYENI,FIDESZ
234462,05_226_035,KISS SÁNDOR,138,EGYENI,OSSZEFOGAS22
234462,05_226_035,SZARVAS GÁBOR,32,EGYENI,MIHAZANK
234462,05_226_035,GYURGYÁK TAMÁS,9,EGYENI,MKKP
234462,05_226_035,VILCSEK ERNÕ,3,EGYENI,FUGGETLEN
234462,05_226_035,PAP FERENC,2,EGYENI,KIS_ISZOM
234462,05_226_035,LENKÓ ORSOLYA,1,EGYENI,MEMO
234462,05_226_035,ZSIDEK ISTVÁN BENCE,1,EGYENI,KIS_NORMALIS
234464,05_226_036,RIZ GÁBOR,111,EGYENI,FIDESZ
234464,05_226_036,KISS SÁNDOR,48,EGYENI,OSSZEFOGAS22
234464,05_226_036,VILCSEK ERNÕ,3,EGYENI,FUGGETLEN
234464,05_226_036,PAP FERENC,1,EGYENI,KIS_ISZOM
234464,05_226_036,GYURGYÁK TAMÁS,1,EGYENI,MKKP
234466,05_226_037,RIZ GÁBOR,76,EGYENI,FIDESZ
234466,05_226_037,KISS SÁNDOR,21,EGYENI,OSSZEFOGAS22
234466,05_226_037,SZARVAS GÁBOR,6,EGYENI,MIHAZANK
234466,05_226_037,GYURGYÁK TAMÁS,1,EGYENI,MKKP
234466,05_226_037,LENKÓ ORSOLYA,1,EGYENI,MEMO
234466,05_226_037,VILCSEK ERNÕ,1,EGYENI,FUGGETLEN
234468,05_227_001,DEMETER ZOLTÁN,18,EGYENI,FIDESZ
234468,05_227_001,ÜVEGES GÁBOR,5,EGYENI,OSSZEFOGAS22
234468,05_227_001,GALÁN MÁTÉ,1,EGYENI,MKKP
234468,05_227_001,DR. FISZTER ZSUZSANNA,1,EGYENI,MIHAZANK
234470,05_228_001,DR. KISS JÁNOS,304,EGYENI,FIDESZ
234470,05_228_001,DR. VARGA LÁSZLÓ,176,EGYENI,OSSZEFOGAS22
234470,05_228_001,PAKUSZA ZOLTÁN,26,EGYENI,MIHAZANK
234470,05_228_001,KISS GÁBOR,13,EGYENI,MKKP
234470,05_228_001,SZEKERES ANITA,4,EGYENI,KIS_NORMALIS
234470,05_228_001,SIMKÓ ISTVÁN TAMÁS,4,EGYENI,MEMO
234470,05_228_001,FÜLÖP JÓZSEF ISTVÁNNÉ,2,EGYENI,KIS_ISZOM
234472,05_229_001,DR. HÖRCSIK RICHÁRD,396,EGYENI,FIDESZ
234472,05_229_001,ERDEI SÁNDOR ZSOLT,146,EGYENI,OSSZEFOGAS22
234472,05_229_001,PASZTORNICZKY ISTVÁN,26,EGYENI,MIHAZANK
234472,05_229_001,VINCZE TAMÁS,3,EGYENI,MKKP
234472,05_229_001,STEFÁN GÁBOR,2,EGYENI,FUGGETLEN
234472,05_229_001,ORNYIK RÓBERT,2,EGYENI,MEMO
234472,05_229_001,VARGA ZOLTÁN,1,EGYENI,KIS_NORMALIS
234472,05_229_001,BALOGH RÓBERT,1,EGYENI,FUGGETLEN
234472,05_229_001,GLONCI BÉLA,1,EGYENI,KIS_ISZOM
234474,05_230_001,DR. HÖRCSIK RICHÁRD,325,EGYENI,FIDESZ
234474,05_230_001,ERDEI SÁNDOR ZSOLT,195,EGYENI,OSSZEFOGAS22
