megye,település,sorszám,evk,számlKijelölt,átjKijelölt,átjel,átjelInnen,honos,induló,összesen
05,048,001,03,N,I,5,5,70,77,75
05,049,001,03,N,I,11,19,757,786,768
05,050,001,05,N,I,7,3,140,148,147
05,051,001,06,N,I,29,17,776,802,805
05,051,002,06,N,N,0,11,592,605,592
05,051,003,06,N,N,0,24,660,691,660
05,052,001,07,N,I,8,21,1214,1237,1222
05,053,001,07,N,I,10,5,605,609,615
05,053,002,07,N,N,0,21,716,741,716
05,054,001,03,N,I,5,3,106,110,111
05,055,001,07,N,I,19,38,910,958,929
05,056,001,07,N,I,8,9,827,844,835
05,057,001,04,N,I,2,6,138,146,140
05,058,001,05,N,I,9,27,801,838,810
05,058,002,05,N,N,0,17,712,730,712
05,058,003,05,N,N,0,13,731,751,731
05,059,001,04,N,I,7,1,270,274,277
05,060,001,07,N,I,9,26,800,826,809
05,061,001,07,N,I,7,10,321,333,328
05,062,001,03,N,I,5,12,522,538,527
05,063,001,07,N,I,8,4,456,465,464
05,064,001,06,N,I,5,16,535,551,540
05,065,001,04,N,I,6,17,514,537,520
05,066,001,03,N,I,9,16,588,617,597
05,067,001,04,N,I,1,5,184,194,185
05,068,001,05,N,I,3,5,249,254,252
05,069,001,04,N,I,4,2,11,13,15
05,070,001,04,N,I,3,4,198,203,201
05,071,001,04,N,I,11,39,1143,1183,1154
05,072,001,03,N,I,5,7,587,597,592
05,073,001,03,N,I,3,1,215,217,218
05,074,001,03,N,I,3,12,219,233,222
05,075,001,04,N,N,0,19,916,953,916
05,075,002,04,N,N,0,22,1008,1029,1008
05,075,003,04,N,N,0,18,1082,1095,1082
05,075,004,04,N,N,0,20,810,836,810
05,075,005,04,N,N,0,26,850,877,850
05,075,006,04,N,I,55,17,780,804,835
05,075,007,04,N,N,0,25,985,1015,985
05,075,008,04,N,N,0,8,975,991,975
05,076,001,07,N,I,5,9,434,438,439
05,077,001,07,N,N,0,14,736,749,736
05,077,002,07,N,N,0,14,774,788,774
05,077,003,07,N,I,21,14,787,815,808
05,077,004,07,N,N,0,16,845,867,845
05,077,005,07,N,N,0,18,826,854,826
05,078,001,05,N,N,0,37,763,808,763
05,078,002,05,N,N,0,16,864,879,864
05,078,003,05,N,N,0,3,655,655,655
05,078,004,05,N,I,40,28,727,749,767
05,078,005,05,N,N,0,28,686,722,686
05,078,006,05,N,N,0,11,556,578,556
05,078,007,05,N,N,0,2,461,460,461
05,079,001,05,N,I,17,33,856,898,873
05,080,001,05,N,I,12,18,447,469,459
05,081,001,03,N,I,2,1,44,45,46
05,082,001,04,N,I,3,9,253,264,256
05,083,001,03,N,I,10,5,690,701,700
05,083,002,03,N,N,0,3,508,516,508
05,084,001,04,N,I,2,0,273,276,275
05,085,001,05,N,I,2,1,208,211,210
05,086,001,05,N,I,3,15,670,689,673
05,087,001,04,N,I,6,2,148,150,154
05,088,001,03,N,I,2,5,298,304,300
05,089,001,03,N,I,3,16,783,804,786
05,090,001,05,N,I,3,0,197,200,200
05,091,001,03,N,I,3,8,509,524,512
05,092,001,04,N,I,2,5,365,371,367
05,093,001,01,N,N,0,18,697,724,697
05,093,002,01,N,N,0,29,872,907,872
05,093,003,01,N,N,0,30,1090,1123,1090
05,093,004,01,N,I,53,23,604,627,657
05,093,005,01,N,N,0,21,907,941,907
05,093,006,01,N,N,0,27,970,1000,970
05,094,001,05,N,I,3,0,76,77,79
05,095,001,05,N,I,8,7,241,248,249
05,096,001,04,N,I,8,19,975,1004,983
05,096,002,04,N,N,0,19,947,972,947
05,097,001,05,N,I,2,0,266,271,268
05,098,001,05,N,I,7,23,282,311,289
05,099,001,05,N,I,3,3,84,89,87
05,100,001,05,N,I,9,11,222,235,231
05,101,001,05,N,I,2,14,241,253,243
05,102,001,04,N,I,2,0,158,158,160
05,103,001,04,N,I,11,2,28,30,39
05,104,001,04,N,I,3,4,127,130,130
05,105,001,04,N,I,2,2,147,149,149
05,106,001,04,N,I,2,3,67,71,69
05,107,001,05,N,I,2,4,269,275,271
05,108,001,07,N,I,8,6,438,451,446
05,109,001,06,N,N,0,20,599,613,599
05,109,002,06,N,N,0,12,549,562,549
05,109,003,06,N,I,10,13,640,663,650
05,109,004,06,N,N,0,2,222,226,222
05,110,001,06,N,I,1,8,612,617,613
05,111,001,05,N,I,2,17,440,463,442
05,112,001,03,N,I,4,2,65,70,69
05,113,001,05,N,I,9,28,714,746,723
05,113,002,05,N,N,0,20,703,725,703
05,114,001,05,N,I,4,10,427,445,431
05,115,001,05,N,I,2,8,429,432,431
05,116,001,06,N,I,14,6,621,629,635
05,116,002,06,N,N,0,8,669,678,669
05,117,001,04,N,I,5,5,458,465,463
05,118,001,03,N,I,5,15,585,609,590
05,118,002,03,N,N,0,17,553,574,553
05,119,001,07,N,I,16,11,767,775,783
05,119,002,07,N,N,0,31,788,826,788
05,120,001,05,N,I,15,5,115,118,130
05,121,001,04,N,I,1,3,83,88,84
05,122,001,05,N,I,5,12,172,183,177
05,123,001,07,N,I,4,8,606,615,610
05,123,002,07,N,N,0,7,633,640,633
05,124,001,07,N,I,6,26,812,836,818
05,125,001,07,N,I,2,4,231,238,233
05,126,001,07,N,I,4,13,794,815,798
05,127,001,07,N,I,6,6,550,559,556
05,128,001,05,N,I,7,20,534,552,541
05,129,001,05,N,I,2,4,100,106,102
05,130,001,05,N,I,3,7,155,165,158
05,131,001,06,N,N,0,1,119,120,119
05,131,002,06,N,I,11,22,1093,1111,1104
05,132,001,06,N,I,2,3,241,245,243
05,133,001,06,N,N,0,19,927,949,927
05,133,002,06,N,I,12,30,854,886,866
05,133,003,06,N,N,0,20,913,937,913
05,134,001,05,N,I,1,2,155,160,156
05,135,001,04,N,I,9,7,306,315,315
05,136,001,05,N,I,4,4,125,132,129
05,137,001,05,N,I,0,9,665,681,665
05,138,001,03,N,I,4,6,387,390,391
05,139,001,05,N,I,14,12,692,707,706
05,140,001,03,N,I,3,13,413,434,416
05,141,001,05,N,I,15,34,608,649,623
05,142,001,04,N,I,4,14,682,698,686
05,143,001,07,N,I,4,8,876,884,880
05,144,001,03,N,I,3,4,88,92,91
05,145,001,04,N,I,4,12,907,920,911
05,146,001,04,N,I,6,3,72,76,78
05,147,001,04,N,I,6,11,667,683,673
05,147,002,04,N,N,0,9,601,606,601
05,148,001,03,N,I,1,5,383,390,384
05,149,001,03,N,I,6,16,713,728,719
05,149,002,03,N,N,0,11,594,607,594
05,150,001,03,N,I,28,5,218,220,246
05,151,001,05,N,I,6,17,679,696,685
05,151,002,05,N,N,0,27,648,679,648
05,152,001,05,N,I,3,6,379,386,382
05,153,001,04,N,N,0,33,656,686,656
05,153,002,04,N,N,0,29,670,700,670
05,153,003,04,N,N,0,23,738,763,738
05,153,004,04,N,N,0,38,1194,1239,1194
05,153,005,04,N,N,0,30,778,811,778
05,153,006,04,N,N,0,19,862,890,862
05,153,007,04,N,N,0,14,1129,1149,1129
05,153,008,04,N,N,0,29,946,996,946
05,153,009,04,N,N,0,16,606,623,606
05,153,010,04,N,N,0,28,562,595,562
05,153,011,04,N,N,0,25,706,742,706
05,153,012,04,N,N,0,38,1030,1073,1030
05,153,013,04,N,N,0,14,713,733,713
05,153,014,04,N,N,0,26,913,954,913
05,153,015,04,N,I,145,31,938,965,1083
05,153,016,04,N,N,0,24,1082,1113,1082
05,153,017,04,N,N,0,22,715,737,715
05,153,018,04,I,N,0,19,564,590,564
05,153,019,04,N,N,0,52,1152,1206,1152
05,153,020,04,N,N,0,46,851,908,851
05,153,021,04,N,N,0,17,773,802,773
05,153,022,04,N,N,0,26,628,663,628
05,153,023,04,N,N,0,36,983,1029,983
05,153,024,04,N,N,0,22,622,646,622
05,153,025,04,N,N,0,31,951,985,951
05,154,001,07,N,I,8,15,419,437,427
05,155,001,03,N,I,4,3,133,136,137
05,156,001,04,N,I,3,10,40,49,43
05,157,001,04,N,I,5,10,715,728,720
05,158,001,03,N,I,6,1,354,359,360
05,159,001,05,N,I,4,30,918,950,922
05,160,001,04,N,I,3,2,21,23,24
05,161,001,06,N,I,10,12,632,650,642
05,161,002,06,N,N,0,6,645,651,645
05,162,001,05,N,I,6,9,114,124,120
05,163,001,03,N,I,5,4,135,136,140
05,163,002,03,N,N,0,16,468,490,468
05,164,001,06,N,I,2,0,133,133,135
05,165,001,07,N,I,16,20,643,666,659
05,165,002,07,N,N,0,17,606,637,606
05,166,001,05,N,I,4,2,246,251,250
05,167,001,04,N,I,3,2,250,252,253
05,168,001,05,N,I,4,4,165,173,169
05,169,001,03,N,I,5,4,243,250,248
05,170,001,07,N,I,28,25,829,859,857
05,170,002,07,N,N,0,24,938,963,938
05,171,001,03,N,I,3,5,140,148,143
05,172,001,05,N,I,6,10,202,216,208
05,173,001,04,N,I,4,10,481,490,485
05,174,001,05,N,I,2,3,220,224,222
05,175,001,05,N,I,2,15,454,470,456
05,176,001,07,N,I,6,8,862,874,868
05,177,001,04,N,I,2,15,339,362,341
05,178,001,04,N,I,3,1,129,128,132
05,179,001,03,N,N,0,7,490,498,490
05,179,002,03,N,I,8,16,672,691,680
05,180,001,04,N,I,2,2,447,455,449
05,181,001,05,N,I,4,5,200,204,204
05,182,001,04,N,I,4,3,208,213,212
05,183,001,06,N,I,4,20,1142,1175,1146
05,184,001,04,N,I,2,0,330,335,332
05,185,001,03,N,I,5,2,223,226,228
05,186,001,04,N,I,3,0,35,37,38
05,187,001,05,N,I,6,6,634,647,640
05,188,001,03,N,I,6,8,276,285,282
05,189,001,06,N,I,14,36,879,921,893
05,189,002,06,N,N,0,36,759,804,759
05,190,001,07,N,N,0,17,809,824,809
05,190,002,07,N,I,40,23,739,751,779
05,190,003,07,N,N,0,15,613,635,613
05,190,004,07,N,N,0,12,609,626,609
05,190,005,07,N,N,0,19,609,634,609
05,191,001,04,N,I,12,11,380,389,392
05,192,001,06,N,I,10,7,633,647,643
05,192,002,06,N,N,0,19,586,613,586
05,192,003,06,N,N,0,12,676,685,676
05,193,001,04,N,I,3,4,140,144,143
05,194,001,07,N,I,18,14,927,945,945
05,194,002,07,N,N,0,15,897,917,897
05,194,003,07,N,N,0,19,944,975,944
05,194,004,07,N,N,0,14,886,891,886
05,194,005,07,N,N,0,15,932,953,932
05,195,001,07,N,N,0,18,562,592,562
05,195,002,07,N,N,0,7,548,559,548
05,195,003,07,N,I,63,12,565,576,628
05,195,004,07,N,N,0,5,546,556,546
05,195,005,07,N,N,0,8,642,645,642
05,196,001,07,N,N,0,21,912,930,912
05,196,002,07,N,N,0,30,788,826,788
05,196,003,07,N,N,0,24,839,870,839
05,196,004,07,N,N,0,30,829,871,829
05,196,005,07,N,N,0,10,914,925,914
05,196,006,07,N,N,0,17,781,809,781
05,196,007,07,N,N,0,25,756,780,756
05,196,008,07,N,N,0,22,731,757,731
05,196,009,07,N,N,0,16,759,780,759
05,196,010,07,N,N,0,41,1018,1069,1018
05,196,011,07,N,I,172,20,947,964,1119
05,196,012,07,I,N,0,28,682,712,682
05,196,013,07,N,N,0,15,826,850,826
05,196,014,07,N,N,0,13,620,639,620
05,196,015,07,N,N,0,28,719,752,719
05,196,016,07,N,N,0,41,733,775,733
05,197,001,07,N,I,2,19,797,831,799
05,198,001,07,N,I,7,13,692,711,699
05,198,002,07,N,N,0,15,618,638,618
05,199,001,06,N,I,9,12,905,915,914
05,199,002,06,N,N,0,13,814,836,814
05,200,001,05,N,I,5,11,581,597,586
05,200,002,05,N,N,0,15,572,593,572
05,201,001,05,N,I,7,26,420,449,427
05,202,001,01,I,N,0,26,630,656,630
05,202,002,01,N,N,0,20,835,861,835
05,202,003,01,N,N,0,35,850,889,850
05,202,004,01,N,N,0,31,930,968,930
05,202,005,01,N,N,0,19,932,953,932
05,202,006,01,N,N,0,43,1014,1068,1014
05,202,007,01,N,N,0,30,902,937,902
05,202,008,01,N,N,0,26,1002,1033,1002
05,202,009,01,N,N,0,24,823,847,823
05,202,010,01,N,N,0,22,719,738,719
05,202,011,01,N,N,0,18,804,826,804
05,202,012,01,N,N,0,28,1144,1178,1144
05,202,013,01,N,N,0,35,1004,1046,1004
05,202,014,01,N,N,0,24,1096,1113,1096
05,202,015,01,N,N,0,24,690,714,690
05,202,016,01,N,N,0,34,862,895,862
05,202,017,01,N,N,0,35,970,1008,970
05,202,018,01,N,N,0,28,1057,1083,1057
05,202,019,01,N,N,0,26,800,828,800
05,202,020,01,N,N,0,30,846,870,846
05,202,021,01,N,N,0,21,757,785,757
05,202,022,01,N,N,0,34,1074,1103,1074
05,202,023,01,N,N,0,31,1049,1083,1049
05,202,024,01,N,N,0,38,1101,1148,1101
05,202,025,01,N,N,0,29,997,1037,997
05,202,026,01,N,N,0,29,985,1021,985
05,202,027,01,N,N,0,27,1023,1053,1023
05,202,028,01,N,N,0,27,966,999,966
05,202,029,01,N,N,0,26,884,925,884
05,202,030,01,N,N,0,25,939,976,939
05,202,031,01,N,N,0,32,998,1039,998
05,202,032,01,N,N,0,30,966,988,966
05,202,033,01,N,N,0,31,930,973,930
05,202,034,01,N,N,0,40,1086,1143,1086
05,202,035,01,N,N,0,36,1056,1105,1056
05,202,036,01,N,N,0,40,1068,1108,1068
05,202,037,01,N,N,0,29,956,992,956
05,202,038,01,N,N,0,25,870,893,870
05,202,039,01,N,N,0,21,886,913,886
05,202,040,01,N,N,0,35,846,892,846
05,202,041,01,N,N,0,22,849,879,849
05,202,042,01,N,N,0,23,841,863,841
05,202,043,01,N,N,0,25,817,847,817
05,202,044,01,N,N,0,24,957,985,957
05,202,045,01,N,N,0,34,827,857,827
05,202,046,01,N,N,0,30,952,999,952
05,202,047,01,N,N,0,35,747,778,747
05,202,048,01,N,N,0,32,757,789,757
05,202,049,01,N,N,0,30,895,936,895
05,202,050,01,N,N,0,35,901,945,901
05,202,051,01,N,N,0,70,851,927,851
05,202,052,01,N,N,0,47,856,905,856
05,202,053,01,N,N,0,40,924,969,924
05,202,054,01,N,N,0,39,965,1006,965
05,202,055,01,N,N,0,39,1071,1108,1071
05,202,056,01,N,N,0,46,1007,1056,1007
05,202,057,01,N,N,0,45,963,1006,963
05,202,058,01,N,N,0,27,941,973,941
05,202,059,01,N,N,0,29,957,996,957
05,202,060,02,N,N,0,22,914,976,914
05,202,061,02,N,N,0,17,991,1004,991
05,202,062,02,N,N,0,43,939,987,939
05,202,063,02,N,N,0,39,989,1028,989
05,202,064,02,N,N,0,61,890,952,890
05,202,065,02,N,N,0,58,924,995,924
05,202,066,02,N,I,1364,31,1221,1258,2585
05,202,067,02,N,N,0,15,980,994,980
05,202,068,02,N,N,0,31,977,1018,977
05,202,069,02,N,N,0,17,1075,1105,1075
05,202,070,02,N,N,0,41,1010,1062,1010
05,202,071,02,N,N,0,27,758,792,758
05,202,072,02,N,N,0,36,813,855,813
05,202,073,02,N,N,0,41,967,1018,967
05,202,074,02,N,N,0,37,915,958,915
05,202,075,02,N,N,0,38,907,948,907
05,202,076,02,N,N,0,28,915,957,915
05,202,077,02,N,N,0,42,955,1009,955
05,202,078,02,N,N,0,24,831,868,831
05,202,079,02,N,N,0,57,1063,1130,1063
05,202,080,02,N,N,0,36,917,971,917
05,202,081,02,N,N,0,33,887,929,887
05,202,082,02,N,N,0,32,995,1023,995
05,202,083,02,N,N,0,21,940,974,940
05,202,084,02,N,N,0,26,863,902,863
05,202,085,02,N,N,0,35,913,960,913
05,202,086,02,N,N,0,31,957,989,957
05,202,087,02,N,N,0,8,922,1121,922
05,202,088,02,N,N,0,26,975,1012,975
05,202,089,02,N,N,0,40,925,971,925
05,202,090,02,N,N,0,48,837,889,837
05,202,091,02,N,N,0,40,915,965,915
05,202,092,02,N,N,0,33,964,998,964
05,202,093,02,N,N,0,20,995,1013,995
05,202,094,02,N,N,0,16,1014,1043,1014
05,202,095,02,N,N,0,33,929,972,929
05,202,096,02,N,N,0,39,880,925,880
05,202,097,02,N,N,0,34,936,983,936
05,202,098,02,N,N,0,11,1037,1051,1037
05,202,099,02,N,N,0,54,1156,1222,1156
05,202,100,02,N,N,0,20,426,448,426
05,202,101,02,N,N,0,47,1107,1048,1107
05,202,102,02,N,N,0,23,986,1017,986
05,202,103,02,N,N,0,30,1043,1071,1043
05,202,104,02,N,N,0,23,1062,1022,1062
05,202,105,02,N,N,0,33,972,983,972
05,202,106,02,N,N,0,30,931,969,931
05,202,107,02,N,N,0,35,908,943,908
05,202,108,02,N,N,0,32,931,972,931
05,202,109,02,N,N,0,27,855,890,855
05,202,110,02,N,N,0,25,880,910,880
05,202,111,02,N,N,0,25,883,916,883
05,202,112,02,N,N,0,28,881,914,881
05,202,113,02,N,N,0,28,862,903,862
05,202,114,02,N,N,0,37,919,959,919
05,202,115,02,N,N,0,32,951,997,951
05,202,116,02,N,N,0,23,927,955,927
05,202,117,02,N,N,0,19,888,915,888
05,202,118,02,N,N,0,35,879,923,879
05,202,119,02,N,N,0,42,901,937,901
05,202,120,02,N,N,0,36,948,994,948
05,202,121,02,N,N,0,36,911,953,911
05,202,122,02,N,N,0,26,968,1002,968
05,202,123,02,N,N,0,23,957,976,957
05,202,124,02,N,N,0,36,1037,1081,1037
05,202,125,02,N,N,0,24,987,1024,987
05,202,126,02,N,N,0,24,937,955,937
05,202,127,02,N,N,0,30,956,996,956
05,202,128,02,N,N,0,7,378,384,378
05,202,129,02,I,N,0,2,116,120,116
05,203,001,05,N,I,5,6,70,78,75
05,204,001,04,N,I,5,0,180,184,185
05,205,001,06,N,I,12,9,581,594,593
05,205,002,06,N,N,0,21,582,608,582
05,206,001,07,N,I,5,13,388,406,393
05,207,001,04,N,N,0,23,744,780,744
05,207,002,04,N,I,16,16,736,753,752
05,207,003,04,N,N,0,16,762,777,762
05,208,001,04,N,I,3,17,682,705,685
05,209,001,07,N,I,7,21,611,627,618
05,210,001,05,N,I,2,0,49,47,51
05,211,001,06,N,I,3,5,217,225,220
05,212,001,05,N,I,3,16,497,522,500
05,213,001,03,N,I,5,16,557,570,562
05,214,001,07,N,I,20,9,690,704,710
05,215,001,07,N,I,6,9,234,246,240
05,216,001,05,N,I,8,12,957,972,965
05,217,001,07,N,I,87,23,848,864,935
05,217,002,07,N,N,0,16,737,759,737
05,217,003,07,N,N,0,21,777,796,777
05,217,004,07,N,N,0,19,730,758,730
05,217,005,07,N,N,0,31,981,1019,981
05,218,001,04,N,I,3,5,32,35,35
05,219,001,05,N,I,7,6,289,297,296
05,220,001,04,N,I,3,5,222,228,225
05,221,001,05,N,I,13,27,1166,1204,1179
05,222,001,06,N,N,0,5,743,752,743
05,222,002,06,N,I,29,3,815,823,844
05,222,003,06,N,N,0,16,878,907,878
05,222,004,06,N,N,0,24,882,917,882
05,222,005,06,N,N,0,6,167,169,167
05,222,006,06,N,N,0,1,104,101,104
05,223,001,03,N,I,9,5,611,624,620
05,223,002,03,N,N,0,10,571,582,571
05,224,001,06,N,I,2,4,280,285,282
05,225,001,07,N,N,0,9,876,883,876
05,225,002,07,N,I,11,10,878,895,889
05,226,001,03,N,I,122,25,577,595,699
05,226,002,03,N,N,0,25,827,863,827
05,226,003,03,N,N,0,15,902,930,902
05,226,004,03,N,N,0,29,928,963,928
05,226,005,03,N,N,0,21,774,804,774
05,226,006,03,N,N,0,40,1208,1267,1208
05,226,007,03,N,N,0,19,784,819,784
05,226,008,03,N,N,0,15,739,755,739
05,226,009,03,N,N,0,22,555,588,555
05,226,010,03,N,N,0,13,718,740,718
05,226,011,03,N,N,0,14,811,830,811
05,226,012,03,N,N,0,35,870,909,870
05,226,013,03,N,N,0,28,772,810,772
05,226,014,03,N,N,0,25,740,768,740
05,226,015,03,N,N,0,27,718,754,718
05,226,016,03,N,N,0,32,624,660,624
05,226,017,03,N,N,0,14,634,651,634
05,226,018,03,N,N,0,16,293,310,293
05,226,019,03,N,N,0,14,645,663,645
05,226,020,03,N,N,0,15,673,697,673
05,226,021,03,N,N,0,6,382,392,382
05,226,022,03,N,N,0,5,195,200,195
05,226,023,03,N,N,0,11,773,783,773
05,226,024,03,N,N,0,6,838,837,838
05,226,025,03,N,N,0,8,795,812,795
05,226,026,03,N,N,0,13,666,683,666
05,226,027,03,N,N,0,6,610,609,610
05,226,028,03,N,N,0,9,723,736,723
05,226,029,03,N,N,0,3,213,215,213
05,226,030,03,I,N,0,2,171,175,171
05,226,031,03,N,N,0,18,862,889,862
05,226,032,03,N,N,0,26,855,893,855
05,226,033,03,N,N,0,22,934,956,934
05,226,034,03,N,N,0,15,733,760,733
05,226,035,03,N,N,0,16,917,947,917
05,226,036,03,N,N,0,8,444,459,444
05,226,037,03,N,N,0,3,270,276,270
05,227,001,04,N,I,2,2,34,37,36
05,228,001,02,N,I,5,23,904,933,909
05,229,001,05,N,I,10,19,1076,1111,1086
05,230,001,05,N,I,12,59,835,900,847
05,231,001,05,N,I,7,5,41,48,48
05,232,001,05,N,I,6,8,234,243,240
05,233,001,04,N,I,5,0,18,17,23
05,234,001,03,N,I,6,23,580,608,586
05,235,001,06,N,I,11,15,919,937,930
05,235,002,06,N,N,0,11,892,911,892
05,236,001,05,N,I,3,10,185,188,188
05,237,001,05,N,I,1,0,139,140,140
05,238,001,03,N,I,42,17,750,762,792
05,238,002,03,N,N,0,6,677,678,677
05,238,003,03,N,N,0,8,484,492,484
05,238,004,03,N,N,0,23,646,682,646
05,238,005,03,N,N,0,19,632,652,632
05,238,006,03,N,N,0,18,731,761,731
05,238,007,03,N,N,0,5,587,607,587
05,238,008,03,N,N,0,3,291,285,291
05,239,001,02,N,I,3,8,471,478,474
05,240,001,03,N,I,6,8,492,499,498
05,241,001,04,N,I,5,13,553,574,558
05,242,001,04,N,I,3,4,226,232,229
05,243,001,04,N,I,1,7,395,406,396
05,244,001,05,N,I,5,19,759,778,764
05,245,001,05,N,I,3,5,60,66,63
05,246,001,07,N,I,3,11,374,383,377
05,247,001,05,N,I,4,23,345,369,349
05,248,001,05,N,I,10,13,609,622,619
05,248,002,05,N,N,0,13,596,617,596
05,249,001,03,N,I,11,23,625,646,636
05,249,002,03,N,N,0,14,638,648,638
05,249,003,03,N,N,0,17,591,616,591
05,250,001,04,N,I,9,10,578,591,587
05,251,001,02,N,N,0,14,711,723,711
05,251,002,02,N,I,19,9,658,667,677
05,251,003,02,N,N,0,13,683,690,683
05,252,001,04,N,I,4,24,842,870,846
05,253,001,03,N,I,5,15,264,282,269
05,254,001,07,N,I,7,10,716,737,723
05,255,001,04,N,I,4,20,494,523,498
05,256,001,03,N,I,15,23,754,785,769
05,256,002,03,N,N,0,10,531,547,531
05,256,003,03,N,N,0,10,847,872,847
05,257,001,04,N,I,2,5,335,344,337
05,258,001,01,N,I,12,31,1218,1249,1230
05,259,001,07,N,I,8,19,1091,1117,1099
05,259,002,07,N,N,0,8,1161,1176,1161
05,260,001,02,N,I,3,5,340,348,343
05,261,001,03,N,I,7,9,158,170,165
05,262,001,03,N,I,3,3,332,338,335
05,263,001,06,N,I,11,31,1198,1219,1209
05,264,001,04,N,I,4,9,591,602,595
05,265,001,07,N,I,3,13,1131,1158,1134
05,266,001,03,N,I,2,4,409,417,411
05,267,001,04,N,I,1,6,306,310,307
05,268,001,04,N,I,42,23,1047,1074,1089
05,268,002,04,N,N,0,11,599,609,599
05,268,003,04,N,N,0,14,663,681,663
05,268,004,04,N,N,0,20,1128,1151,1128
05,268,005,04,N,N,0,1,1072,1084,1072
05,268,006,04,N,N,0,3,273,272,273
05,268,007,04,N,N,0,14,1010,1039,1010
05,268,008,04,N,N,0,29,1016,1048,1016
05,268,009,04,N,N,0,26,1246,1278,1246
05,268,010,04,N,N,0,27,1264,1305,1264
05,269,001,06,N,N,0,26,908,935,908
05,269,002,06,N,I,15,33,938,974,953
05,270,001,04,N,I,14,25,850,872,864
05,270,002,04,N,N,0,25,800,830,800
05,271,001,03,N,I,2,21,595,622,597
05,272,001,07,N,I,10,23,1167,1196,1177
05,273,001,05,N,I,10,5,170,180,180
05,274,001,05,N,N,0,34,743,780,743
05,274,002,05,N,N,0,33,577,618,577
05,274,003,05,N,N,0,30,636,665,636
05,274,004,05,N,N,0,22,597,628,597
05,274,005,05,N,N,0,34,642,689,642
05,274,006,05,N,I,107,40,568,615,675
05,274,007,05,N,N,0,31,718,756,718
05,274,008,05,N,N,0,30,618,652,618
05,274,009,05,N,N,0,26,573,599,573
05,274,010,05,N,N,0,32,691,727,691
05,274,011,05,N,N,0,31,607,643,607
05,274,012,05,N,N,0,24,666,691,666
05,274,013,05,N,N,0,19,425,445,425
05,274,014,05,N,N,0,20,592,620,592
05,274,015,05,N,N,0,6,180,187,180
05,274,016,05,N,N,0,3,248,256,248
05,274,017,05,N,N,0,1,116,111,116
05,275,001,03,N,I,3,11,842,859,845
05,276,001,05,N,N,0,21,401,421,401
05,276,002,05,N,N,0,13,560,578,560
05,276,003,05,N,N,0,25,545,568,545
05,276,004,05,N,N,0,10,211,222,211
05,276,005,05,N,N,0,33,592,630,592
05,276,006,05,N,N,0,18,581,609,581
05,276,007,05,N,N,0,37,669,705,669
05,276,008,05,N,N,0,13,675,689,675
05,276,009,05,N,I,146,30,670,712,816
05,276,010,05,N,N,0,30,735,777,735
05,276,011,05,N,N,0,32,590,628,590
05,276,012,05,N,N,0,36,735,778,735
05,276,013,05,N,N,0,31,675,711,675
05,276,014,05,I,N,0,27,660,693,660
05,276,015,05,N,N,0,22,702,728,702
05,276,016,05,N,N,0,31,635,684,635
05,276,017,05,N,N,0,27,614,640,614
05,276,018,05,N,N,0,27,519,551,519
05,276,019,05,N,N,0,8,238,242,238
05,277,001,04,N,I,6,7,323,333,329
05,278,001,05,N,I,2,7,369,374,371
05,279,001,03,N,I,2,11,777,793,779
05,280,001,05,N,I,3,8,30,37,33
05,281,001,06,N,I,2,9,164,176,166
05,282,001,04,N,I,2,0,103,102,105
05,283,001,07,N,I,4,7,355,368,359
05,284,001,05,N,I,6,8,730,742,736
05,285,001,03,N,I,5,14,697,714,702
05,286,001,04,N,I,2,0,83,84,85
05,287,001,05,N,I,2,7,242,252,244
05,288,001,05,N,I,2,3,187,190,189
05,289,001,05,N,I,3,5,258,262,261
05,290,001,03,N,I,24,13,619,635,643
05,290,002,03,N,N,0,15,783,807,783
05,290,003,03,N,N,0,15,720,743,720
05,290,004,03,N,N,0,14,722,747,722
05,291,001,04,N,I,8,11,1347,1363,1355
05,292,001,07,N,I,11,14,612,627,623
05,292,002,07,N,N,0,14,656,671,656
05,292,003,07,N,N,0,12,632,644,632
05,293,001,06,N,I,3,3,228,229,231
05,294,001,06,N,N,0,13,777,789,777
05,294,002,06,N,I,69,28,677,721,746
05,294,003,06,N,N,0,35,732,788,732
05,294,004,06,N,N,0,33,734,761,734
05,294,005,06,N,N,0,21,745,768,745
05,294,006,06,N,N,0,20,850,874,850
05,294,007,06,N,N,0,30,785,826,785
05,294,008,06,N,N,0,28,813,843,813
05,294,009,06,N,N,0,19,559,575,559
05,294,010,06,N,N,0,9,466,475,466
05,295,001,06,N,N,0,17,615,635,615
05,295,002,06,N,N,0,16,670,687,670
05,295,003,06,N,I,80,14,642,654,722
05,295,004,06,N,N,0,5,605,615,605
05,295,005,06,N,N,0,16,608,623,608
05,295,006,06,N,N,0,16,599,611,599
05,295,007,06,N,N,0,14,594,624,594
05,296,001,03,N,I,5,3,517,527,522
05,297,001,03,N,I,3,6,161,169,164
05,298,001,01,N,I,112,24,989,1003,1101
05,298,002,01,N,N,0,19,853,885,853
05,298,003,01,N,N,0,13,784,811,784
05,298,004,01,N,N,0,25,819,863,819
05,299,001,07,N,I,14,22,1204,1241,1218
05,300,001,03,N,I,8,19,492,511,500
05,301,001,03,N,I,2,2,96,98,98
05,302,001,03,N,I,5,7,103,115,108
05,303,001,04,N,I,1,18,766,783,767
05,304,001,03,N,I,5,18,806,833,811
05,305,001,06,N,I,2,8,404,416,406
