TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2014EP,02_199_001,SMS,0
Listas,2014EP,02_199_001,EGYÜTT-PM,0
Listas,2014EP,02_200_001,FIDESZ-KDNP,64
Listas,2014EP,02_200_001,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,02_200_001,JOBBIK,18
Listas,2014EP,02_200_001,MSZP,11
Listas,2014EP,02_200_001,LMP,9
Listas,2014EP,02_200_001,EGYÜTT-PM,4
Listas,2014EP,02_200_001,A HAZA NEM ELADÓ,3
Listas,2014EP,02_200_001,SMS,0
Listas,2014EP,02_201_001,FIDESZ-KDNP,36
Listas,2014EP,02_201_001,JOBBIK,10
Listas,2014EP,02_201_001,MSZP,4
Listas,2014EP,02_201_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,02_201_001,A HAZA NEM ELADÓ,1
Listas,2014EP,02_201_001,SMS,0
Listas,2014EP,02_201_001,EGYÜTT-PM,0
Listas,2014EP,02_201_001,LMP,0
Listas,2014EP,02_202_001,FIDESZ-KDNP,113
Listas,2014EP,02_202_001,DEMOKRATIKUS KOALÍCIÓ,44
Listas,2014EP,02_202_001,EGYÜTT-PM,33
Listas,2014EP,02_202_001,JOBBIK,31
Listas,2014EP,02_202_001,MSZP,26
Listas,2014EP,02_202_001,LMP,25
Listas,2014EP,02_202_001,A HAZA NEM ELADÓ,3
Listas,2014EP,02_202_001,SMS,0
Listas,2014EP,02_203_001,FIDESZ-KDNP,27
Listas,2014EP,02_203_001,MSZP,8
Listas,2014EP,02_203_001,JOBBIK,8
Listas,2014EP,02_203_001,EGYÜTT-PM,2
Listas,2014EP,02_203_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,02_203_001,SMS,1
Listas,2014EP,02_203_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_203_001,LMP,0
Listas,2014EP,02_204_001,FIDESZ-KDNP,26
Listas,2014EP,02_204_001,JOBBIK,11
Listas,2014EP,02_204_001,LMP,7
Listas,2014EP,02_204_001,MSZP,2
Listas,2014EP,02_204_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,02_204_001,EGYÜTT-PM,1
Listas,2014EP,02_204_001,SMS,0
Listas,2014EP,02_204_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_205_001,FIDESZ-KDNP,40
Listas,2014EP,02_205_001,JOBBIK,12
Listas,2014EP,02_205_001,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,02_205_001,LMP,4
Listas,2014EP,02_205_001,MSZP,4
Listas,2014EP,02_205_001,EGYÜTT-PM,2
Listas,2014EP,02_205_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_205_001,SMS,0
Listas,2014EP,02_206_001,FIDESZ-KDNP,69
Listas,2014EP,02_206_001,MSZP,5
Listas,2014EP,02_206_001,JOBBIK,5
Listas,2014EP,02_206_001,LMP,4
Listas,2014EP,02_206_001,A HAZA NEM ELADÓ,1
Listas,2014EP,02_206_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,02_206_001,EGYÜTT-PM,1
Listas,2014EP,02_206_001,SMS,0
Listas,2014EP,02_207_001,FIDESZ-KDNP,19
Listas,2014EP,02_207_001,MSZP,6
Listas,2014EP,02_207_001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,02_207_001,JOBBIK,1
Listas,2014EP,02_207_001,EGYÜTT-PM,1
Listas,2014EP,02_207_001,LMP,0
Listas,2014EP,02_207_001,SMS,0
Listas,2014EP,02_207_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_208_001,FIDESZ-KDNP,14
Listas,2014EP,02_208_001,JOBBIK,4
Listas,2014EP,02_208_001,A HAZA NEM ELADÓ,3
Listas,2014EP,02_208_001,MSZP,3
Listas,2014EP,02_208_001,LMP,1
Listas,2014EP,02_208_001,EGYÜTT-PM,1
Listas,2014EP,02_208_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,02_208_001,SMS,0
Listas,2014EP,02_209_001,FIDESZ-KDNP,54
Listas,2014EP,02_209_001,MSZP,5
Listas,2014EP,02_209_001,JOBBIK,5
Listas,2014EP,02_209_001,EGYÜTT-PM,5
Listas,2014EP,02_209_001,LMP,4
Listas,2014EP,02_209_001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,02_209_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_209_001,SMS,0
Listas,2014EP,02_210_001,FIDESZ-KDNP,107
Listas,2014EP,02_210_001,JOBBIK,12
Listas,2014EP,02_210_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,02_210_001,MSZP,5
Listas,2014EP,02_210_001,EGYÜTT-PM,1
Listas,2014EP,02_210_001,SMS,1
Listas,2014EP,02_210_001,LMP,0
Listas,2014EP,02_210_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_210_002,FIDESZ-KDNP,105
Listas,2014EP,02_210_002,JOBBIK,8
Listas,2014EP,02_210_002,MSZP,8
Listas,2014EP,02_210_002,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,02_210_002,LMP,2
Listas,2014EP,02_210_002,EGYÜTT-PM,2
Listas,2014EP,02_210_002,SMS,0
Listas,2014EP,02_210_002,A HAZA NEM ELADÓ,0
Listas,2014EP,02_211_001,FIDESZ-KDNP,27
Listas,2014EP,02_211_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,02_211_001,JOBBIK,5
Listas,2014EP,02_211_001,MSZP,3
Listas,2014EP,02_211_001,EGYÜTT-PM,0
Listas,2014EP,02_211_001,SMS,0
Listas,2014EP,02_211_001,LMP,0
Listas,2014EP,02_211_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_212_001,FIDESZ-KDNP,24
Listas,2014EP,02_212_001,JOBBIK,14
Listas,2014EP,02_212_001,MSZP,2
Listas,2014EP,02_212_001,LMP,1
Listas,2014EP,02_212_001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,02_212_001,SMS,0
Listas,2014EP,02_212_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_212_001,EGYÜTT-PM,0
Listas,2014EP,02_213_001,FIDESZ-KDNP,63
Listas,2014EP,02_213_001,JOBBIK,49
Listas,2014EP,02_213_001,DEMOKRATIKUS KOALÍCIÓ,30
Listas,2014EP,02_213_001,LMP,22
Listas,2014EP,02_213_001,EGYÜTT-PM,17
Listas,2014EP,02_213_001,MSZP,14
Listas,2014EP,02_213_001,SMS,0
Listas,2014EP,02_213_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_213_002,FIDESZ-KDNP,103
Listas,2014EP,02_213_002,JOBBIK,43
Listas,2014EP,02_213_002,DEMOKRATIKUS KOALÍCIÓ,28
Listas,2014EP,02_213_002,MSZP,26
Listas,2014EP,02_213_002,EGYÜTT-PM,23
Listas,2014EP,02_213_002,LMP,9
Listas,2014EP,02_213_002,A HAZA NEM ELADÓ,3
Listas,2014EP,02_213_002,SMS,2
Listas,2014EP,02_214_001,FIDESZ-KDNP,39
Listas,2014EP,02_214_001,JOBBIK,4
Listas,2014EP,02_214_001,EGYÜTT-PM,2
Listas,2014EP,02_214_001,LMP,2
Listas,2014EP,02_214_001,A HAZA NEM ELADÓ,1
Listas,2014EP,02_214_001,SMS,0
Listas,2014EP,02_214_001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,02_214_001,MSZP,0
Listas,2014EP,02_215_001,FIDESZ-KDNP,27
Listas,2014EP,02_215_001,JOBBIK,9
Listas,2014EP,02_215_001,SMS,1
Listas,2014EP,02_215_001,LMP,1
Listas,2014EP,02_215_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,02_215_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_215_001,EGYÜTT-PM,0
Listas,2014EP,02_215_001,MSZP,0
Listas,2014EP,02_216_001,FIDESZ-KDNP,18
Listas,2014EP,02_216_001,MSZP,4
Listas,2014EP,02_216_001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,02_216_001,LMP,1
Listas,2014EP,02_216_001,EGYÜTT-PM,1
Listas,2014EP,02_216_001,SMS,0
Listas,2014EP,02_216_001,A HAZA NEM ELADÓ,0
Listas,2014EP,02_216_001,JOBBIK,0
Listas,2014EP,02_217_001,FIDESZ-KDNP,79
Listas,2014EP,02_217_001,JOBBIK,33
Listas,2014EP,02_217_001,MSZP,18
Listas,2014EP,02_217_001,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,02_217_001,LMP,7
Listas,2014EP,02_217_001,A HAZA NEM ELADÓ,3
Listas,2014EP,02_217_001,EGYÜTT-PM,3
Listas,2014EP,02_217_001,SMS,1
Listas,2014EP,02_217_002,FIDESZ-KDNP,62
Listas,2014EP,02_217_002,MSZP,22
Listas,2014EP,02_217_002,JOBBIK,21
Listas,2014EP,02_217_002,EGYÜTT-PM,20
Listas,2014EP,02_217_002,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,02_217_002,LMP,6
Listas,2014EP,02_217_002,SMS,1
Listas,2014EP,02_217_002,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_003,FIDESZ-KDNP,42
Listas,2014EP,02_217_003,MSZP,19
Listas,2014EP,02_217_003,JOBBIK,13
Listas,2014EP,02_217_003,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,02_217_003,LMP,8
Listas,2014EP,02_217_003,EGYÜTT-PM,4
Listas,2014EP,02_217_003,SMS,1
Listas,2014EP,02_217_003,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_004,FIDESZ-KDNP,49
Listas,2014EP,02_217_004,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,02_217_004,JOBBIK,24
Listas,2014EP,02_217_004,MSZP,16
Listas,2014EP,02_217_004,LMP,9
Listas,2014EP,02_217_004,EGYÜTT-PM,6
Listas,2014EP,02_217_004,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_004,SMS,0
Listas,2014EP,02_217_005,FIDESZ-KDNP,107
Listas,2014EP,02_217_005,JOBBIK,32
Listas,2014EP,02_217_005,MSZP,23
Listas,2014EP,02_217_005,DEMOKRATIKUS KOALÍCIÓ,20
Listas,2014EP,02_217_005,LMP,19
Listas,2014EP,02_217_005,EGYÜTT-PM,12
Listas,2014EP,02_217_005,SMS,3
Listas,2014EP,02_217_005,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_006,FIDESZ-KDNP,101
Listas,2014EP,02_217_006,JOBBIK,27
Listas,2014EP,02_217_006,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,02_217_006,MSZP,17
Listas,2014EP,02_217_006,EGYÜTT-PM,6
Listas,2014EP,02_217_006,LMP,4
Listas,2014EP,02_217_006,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_006,SMS,1
Listas,2014EP,02_217_007,FIDESZ-KDNP,88
Listas,2014EP,02_217_007,MSZP,40
Listas,2014EP,02_217_007,JOBBIK,30
Listas,2014EP,02_217_007,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,02_217_007,EGYÜTT-PM,8
Listas,2014EP,02_217_007,LMP,6
Listas,2014EP,02_217_007,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_007,SMS,0
Listas,2014EP,02_217_008,FIDESZ-KDNP,52
Listas,2014EP,02_217_008,MSZP,17
Listas,2014EP,02_217_008,JOBBIK,17
Listas,2014EP,02_217_008,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,02_217_008,EGYÜTT-PM,13
Listas,2014EP,02_217_008,LMP,10
Listas,2014EP,02_217_008,A HAZA NEM ELADÓ,5
Listas,2014EP,02_217_008,SMS,0
Listas,2014EP,02_217_009,FIDESZ-KDNP,96
Listas,2014EP,02_217_009,JOBBIK,52
Listas,2014EP,02_217_009,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,02_217_009,MSZP,21
Listas,2014EP,02_217_009,EGYÜTT-PM,17
Listas,2014EP,02_217_009,LMP,12
Listas,2014EP,02_217_009,A HAZA NEM ELADÓ,8
Listas,2014EP,02_217_009,SMS,1
Listas,2014EP,02_217_010,FIDESZ-KDNP,81
Listas,2014EP,02_217_010,JOBBIK,34
Listas,2014EP,02_217_010,DEMOKRATIKUS KOALÍCIÓ,18
Listas,2014EP,02_217_010,MSZP,14
Listas,2014EP,02_217_010,EGYÜTT-PM,12
Listas,2014EP,02_217_010,LMP,7
Listas,2014EP,02_217_010,A HAZA NEM ELADÓ,5
Listas,2014EP,02_217_010,SMS,1
Listas,2014EP,02_217_011,FIDESZ-KDNP,91
Listas,2014EP,02_217_011,JOBBIK,42
Listas,2014EP,02_217_011,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,02_217_011,EGYÜTT-PM,26
Listas,2014EP,02_217_011,MSZP,22
Listas,2014EP,02_217_011,LMP,8
Listas,2014EP,02_217_011,A HAZA NEM ELADÓ,6
Listas,2014EP,02_217_011,SMS,1
Listas,2014EP,02_217_012,FIDESZ-KDNP,93
Listas,2014EP,02_217_012,JOBBIK,37
Listas,2014EP,02_217_012,DEMOKRATIKUS KOALÍCIÓ,22
Listas,2014EP,02_217_012,MSZP,19
Listas,2014EP,02_217_012,EGYÜTT-PM,9
Listas,2014EP,02_217_012,LMP,5
Listas,2014EP,02_217_012,SMS,1
Listas,2014EP,02_217_012,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_013,FIDESZ-KDNP,86
Listas,2014EP,02_217_013,JOBBIK,37
Listas,2014EP,02_217_013,DEMOKRATIKUS KOALÍCIÓ,36
Listas,2014EP,02_217_013,EGYÜTT-PM,25
Listas,2014EP,02_217_013,MSZP,24
Listas,2014EP,02_217_013,LMP,13
Listas,2014EP,02_217_013,SMS,1
Listas,2014EP,02_217_013,A HAZA NEM ELADÓ,1
Listas,2014EP,02_217_014,FIDESZ-KDNP,60
Listas,2014EP,02_217_014,JOBBIK,22
Listas,2014EP,02_217_014,MSZP,18
Listas,2014EP,02_217_014,DEMOKRATIKUS KOALÍCIÓ,16
Listas,2014EP,02_217_014,EGYÜTT-PM,7
Listas,2014EP,02_217_014,LMP,5
Listas,2014EP,02_217_014,A HAZA NEM ELADÓ,3
Listas,2014EP,02_217_014,SMS,0
Listas,2014EP,02_217_015,FIDESZ-KDNP,47
Listas,2014EP,02_217_015,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,02_217_015,MSZP,19
Listas,2014EP,02_217_015,JOBBIK,16
Listas,2014EP,02_217_015,LMP,8
Listas,2014EP,02_217_015,EGYÜTT-PM,4
Listas,2014EP,02_217_015,SMS,1
Listas,2014EP,02_217_015,A HAZA NEM ELADÓ,1
Listas,2014EP,02_217_016,FIDESZ-KDNP,52
Listas,2014EP,02_217_016,MSZP,28
Listas,2014EP,02_217_016,JOBBIK,26
Listas,2014EP,02_217_016,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,02_217_016,EGYÜTT-PM,8
Listas,2014EP,02_217_016,LMP,5
Listas,2014EP,02_217_016,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_016,SMS,0
Listas,2014EP,02_217_017,FIDESZ-KDNP,70
Listas,2014EP,02_217_017,JOBBIK,27
Listas,2014EP,02_217_017,DEMOKRATIKUS KOALÍCIÓ,27
Listas,2014EP,02_217_017,MSZP,24
Listas,2014EP,02_217_017,EGYÜTT-PM,7
Listas,2014EP,02_217_017,LMP,3
Listas,2014EP,02_217_017,SMS,1
Listas,2014EP,02_217_017,A HAZA NEM ELADÓ,1
Listas,2014EP,02_217_018,FIDESZ-KDNP,120
Listas,2014EP,02_217_018,MSZP,51
Listas,2014EP,02_217_018,EGYÜTT-PM,38
Listas,2014EP,02_217_018,DEMOKRATIKUS KOALÍCIÓ,36
Listas,2014EP,02_217_018,JOBBIK,34
Listas,2014EP,02_217_018,LMP,13
Listas,2014EP,02_217_018,SMS,2
Listas,2014EP,02_217_018,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_019,FIDESZ-KDNP,86
Listas,2014EP,02_217_019,JOBBIK,61
Listas,2014EP,02_217_019,MSZP,30
Listas,2014EP,02_217_019,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,02_217_019,EGYÜTT-PM,24
Listas,2014EP,02_217_019,LMP,22
Listas,2014EP,02_217_019,A HAZA NEM ELADÓ,3
Listas,2014EP,02_217_019,SMS,0
Listas,2014EP,02_217_020,FIDESZ-KDNP,72
Listas,2014EP,02_217_020,JOBBIK,34
Listas,2014EP,02_217_020,DEMOKRATIKUS KOALÍCIÓ,18
Listas,2014EP,02_217_020,MSZP,16
Listas,2014EP,02_217_020,EGYÜTT-PM,12
Listas,2014EP,02_217_020,LMP,6
Listas,2014EP,02_217_020,SMS,0
Listas,2014EP,02_217_020,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_021,FIDESZ-KDNP,179
Listas,2014EP,02_217_021,MSZP,26
Listas,2014EP,02_217_021,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,02_217_021,JOBBIK,23
Listas,2014EP,02_217_021,LMP,16
Listas,2014EP,02_217_021,EGYÜTT-PM,10
Listas,2014EP,02_217_021,SMS,3
Listas,2014EP,02_217_021,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_022,FIDESZ-KDNP,109
Listas,2014EP,02_217_022,JOBBIK,42
Listas,2014EP,02_217_022,EGYÜTT-PM,35
Listas,2014EP,02_217_022,MSZP,31
Listas,2014EP,02_217_022,DEMOKRATIKUS KOALÍCIÓ,27
Listas,2014EP,02_217_022,LMP,18
Listas,2014EP,02_217_022,A HAZA NEM ELADÓ,4
Listas,2014EP,02_217_022,SMS,0
Listas,2014EP,02_217_023,FIDESZ-KDNP,142
Listas,2014EP,02_217_023,JOBBIK,49
Listas,2014EP,02_217_023,DEMOKRATIKUS KOALÍCIÓ,27
Listas,2014EP,02_217_023,EGYÜTT-PM,26
Listas,2014EP,02_217_023,MSZP,25
Listas,2014EP,02_217_023,LMP,19
Listas,2014EP,02_217_023,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_023,SMS,1
Listas,2014EP,02_217_024,FIDESZ-KDNP,25
Listas,2014EP,02_217_024,JOBBIK,16
Listas,2014EP,02_217_024,MSZP,5
Listas,2014EP,02_217_024,EGYÜTT-PM,4
Listas,2014EP,02_217_024,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,02_217_024,LMP,1
Listas,2014EP,02_217_024,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_024,SMS,0
Listas,2014EP,02_217_025,FIDESZ-KDNP,72
Listas,2014EP,02_217_025,JOBBIK,35
Listas,2014EP,02_217_025,MSZP,30
Listas,2014EP,02_217_025,DEMOKRATIKUS KOALÍCIÓ,19
Listas,2014EP,02_217_025,EGYÜTT-PM,12
Listas,2014EP,02_217_025,LMP,8
Listas,2014EP,02_217_025,A HAZA NEM ELADÓ,3
Listas,2014EP,02_217_025,SMS,1
Listas,2014EP,02_217_026,FIDESZ-KDNP,69
Listas,2014EP,02_217_026,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,02_217_026,JOBBIK,26
Listas,2014EP,02_217_026,EGYÜTT-PM,20
Listas,2014EP,02_217_026,LMP,11
Listas,2014EP,02_217_026,MSZP,9
Listas,2014EP,02_217_026,A HAZA NEM ELADÓ,3
Listas,2014EP,02_217_026,SMS,1
Listas,2014EP,02_217_027,FIDESZ-KDNP,210
Listas,2014EP,02_217_027,JOBBIK,49
Listas,2014EP,02_217_027,LMP,39
Listas,2014EP,02_217_027,MSZP,29
Listas,2014EP,02_217_027,EGYÜTT-PM,28
Listas,2014EP,02_217_027,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,02_217_027,SMS,1
Listas,2014EP,02_217_027,A HAZA NEM ELADÓ,1
Listas,2014EP,02_217_028,FIDESZ-KDNP,152
Listas,2014EP,02_217_028,MSZP,37
Listas,2014EP,02_217_028,EGYÜTT-PM,33
Listas,2014EP,02_217_028,JOBBIK,26
Listas,2014EP,02_217_028,LMP,25
Listas,2014EP,02_217_028,DEMOKRATIKUS KOALÍCIÓ,19
Listas,2014EP,02_217_028,A HAZA NEM ELADÓ,4
Listas,2014EP,02_217_028,SMS,1
Listas,2014EP,02_217_029,FIDESZ-KDNP,123
Listas,2014EP,02_217_029,JOBBIK,29
Listas,2014EP,02_217_029,EGYÜTT-PM,24
Listas,2014EP,02_217_029,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,02_217_029,LMP,17
Listas,2014EP,02_217_029,MSZP,14
Listas,2014EP,02_217_029,A HAZA NEM ELADÓ,1
Listas,2014EP,02_217_029,SMS,0
Listas,2014EP,02_217_030,FIDESZ-KDNP,92
Listas,2014EP,02_217_030,DEMOKRATIKUS KOALÍCIÓ,40
Listas,2014EP,02_217_030,EGYÜTT-PM,35
Listas,2014EP,02_217_030,JOBBIK,30
Listas,2014EP,02_217_030,LMP,23
Listas,2014EP,02_217_030,MSZP,22
Listas,2014EP,02_217_030,A HAZA NEM ELADÓ,1
Listas,2014EP,02_217_030,SMS,0
Listas,2014EP,02_217_031,FIDESZ-KDNP,107
Listas,2014EP,02_217_031,JOBBIK,36
Listas,2014EP,02_217_031,MSZP,21
Listas,2014EP,02_217_031,LMP,19
Listas,2014EP,02_217_031,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,02_217_031,EGYÜTT-PM,9
Listas,2014EP,02_217_031,A HAZA NEM ELADÓ,1
Listas,2014EP,02_217_031,SMS,0
Listas,2014EP,02_217_032,FIDESZ-KDNP,161
Listas,2014EP,02_217_032,JOBBIK,25
Listas,2014EP,02_217_032,EGYÜTT-PM,24
Listas,2014EP,02_217_032,MSZP,23
Listas,2014EP,02_217_032,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,02_217_032,LMP,19
Listas,2014EP,02_217_032,A HAZA NEM ELADÓ,3
Listas,2014EP,02_217_032,SMS,1
Listas,2014EP,02_217_033,FIDESZ-KDNP,149
Listas,2014EP,02_217_033,EGYÜTT-PM,32
Listas,2014EP,02_217_033,JOBBIK,30
Listas,2014EP,02_217_033,LMP,25
Listas,2014EP,02_217_033,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,02_217_033,MSZP,17
Listas,2014EP,02_217_033,A HAZA NEM ELADÓ,4
Listas,2014EP,02_217_033,SMS,2
Listas,2014EP,02_217_034,FIDESZ-KDNP,140
Listas,2014EP,02_217_034,JOBBIK,39
Listas,2014EP,02_217_034,EGYÜTT-PM,35
Listas,2014EP,02_217_034,MSZP,28
Listas,2014EP,02_217_034,DEMOKRATIKUS KOALÍCIÓ,28
Listas,2014EP,02_217_034,LMP,24
Listas,2014EP,02_217_034,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_034,SMS,0
Listas,2014EP,02_217_035,FIDESZ-KDNP,77
Listas,2014EP,02_217_035,JOBBIK,34
Listas,2014EP,02_217_035,LMP,21
Listas,2014EP,02_217_035,DEMOKRATIKUS KOALÍCIÓ,17
Listas,2014EP,02_217_035,EGYÜTT-PM,17
Listas,2014EP,02_217_035,MSZP,17
Listas,2014EP,02_217_035,A HAZA NEM ELADÓ,3
Listas,2014EP,02_217_035,SMS,0
Listas,2014EP,02_217_036,FIDESZ-KDNP,135
Listas,2014EP,02_217_036,LMP,24
Listas,2014EP,02_217_036,JOBBIK,24
Listas,2014EP,02_217_036,EGYÜTT-PM,22
Listas,2014EP,02_217_036,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,02_217_036,MSZP,10
Listas,2014EP,02_217_036,SMS,0
Listas,2014EP,02_217_036,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_037,FIDESZ-KDNP,141
Listas,2014EP,02_217_037,EGYÜTT-PM,31
Listas,2014EP,02_217_037,JOBBIK,27
Listas,2014EP,02_217_037,MSZP,23
Listas,2014EP,02_217_037,LMP,20
Listas,2014EP,02_217_037,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,02_217_037,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_037,SMS,0
Listas,2014EP,02_217_038,FIDESZ-KDNP,145
Listas,2014EP,02_217_038,JOBBIK,36
Listas,2014EP,02_217_038,LMP,28
Listas,2014EP,02_217_038,EGYÜTT-PM,24
Listas,2014EP,02_217_038,DEMOKRATIKUS KOALÍCIÓ,20
Listas,2014EP,02_217_038,MSZP,19
Listas,2014EP,02_217_038,SMS,0
Listas,2014EP,02_217_038,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_039,FIDESZ-KDNP,88
Listas,2014EP,02_217_039,JOBBIK,27
Listas,2014EP,02_217_039,DEMOKRATIKUS KOALÍCIÓ,20
Listas,2014EP,02_217_039,LMP,18
Listas,2014EP,02_217_039,MSZP,15
Listas,2014EP,02_217_039,EGYÜTT-PM,13
Listas,2014EP,02_217_039,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_039,SMS,1
Listas,2014EP,02_217_040,FIDESZ-KDNP,54
Listas,2014EP,02_217_040,JOBBIK,36
Listas,2014EP,02_217_040,DEMOKRATIKUS KOALÍCIÓ,17
Listas,2014EP,02_217_040,MSZP,14
Listas,2014EP,02_217_040,LMP,10
Listas,2014EP,02_217_040,EGYÜTT-PM,9
Listas,2014EP,02_217_040,A HAZA NEM ELADÓ,6
Listas,2014EP,02_217_040,SMS,0
Listas,2014EP,02_217_041,FIDESZ-KDNP,173
Listas,2014EP,02_217_041,JOBBIK,54
Listas,2014EP,02_217_041,EGYÜTT-PM,43
Listas,2014EP,02_217_041,DEMOKRATIKUS KOALÍCIÓ,33
Listas,2014EP,02_217_041,LMP,30
Listas,2014EP,02_217_041,MSZP,26
Listas,2014EP,02_217_041,A HAZA NEM ELADÓ,3
Listas,2014EP,02_217_041,SMS,0
Listas,2014EP,02_217_042,FIDESZ-KDNP,60
Listas,2014EP,02_217_042,EGYÜTT-PM,23
Listas,2014EP,02_217_042,JOBBIK,20
Listas,2014EP,02_217_042,DEMOKRATIKUS KOALÍCIÓ,19
Listas,2014EP,02_217_042,MSZP,17
Listas,2014EP,02_217_042,LMP,9
Listas,2014EP,02_217_042,SMS,0
Listas,2014EP,02_217_042,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_043,FIDESZ-KDNP,74
Listas,2014EP,02_217_043,DEMOKRATIKUS KOALÍCIÓ,27
Listas,2014EP,02_217_043,MSZP,25
Listas,2014EP,02_217_043,EGYÜTT-PM,23
Listas,2014EP,02_217_043,JOBBIK,22
Listas,2014EP,02_217_043,LMP,16
Listas,2014EP,02_217_043,SMS,2
Listas,2014EP,02_217_043,A HAZA NEM ELADÓ,0
Listas,2014EP,02_217_044,FIDESZ-KDNP,72
Listas,2014EP,02_217_044,MSZP,23
Listas,2014EP,02_217_044,JOBBIK,16
Listas,2014EP,02_217_044,LMP,15
Listas,2014EP,02_217_044,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,02_217_044,EGYÜTT-PM,11
Listas,2014EP,02_217_044,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_044,SMS,1
Listas,2014EP,02_217_045,FIDESZ-KDNP,126
Listas,2014EP,02_217_045,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,02_217_045,JOBBIK,20
Listas,2014EP,02_217_045,MSZP,19
Listas,2014EP,02_217_045,EGYÜTT-PM,15
Listas,2014EP,02_217_045,LMP,14
Listas,2014EP,02_217_045,A HAZA NEM ELADÓ,2
Listas,2014EP,02_217_045,SMS,0
Listas,2014EP,02_217_046,FIDESZ-KDNP,155
Listas,2014EP,02_217_046,EGYÜTT-PM,41
Listas,2014EP,02_217_046,LMP,35
