TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2014EP,08_150_015,MSZP,43
Listas,2014EP,08_150_015,JOBBIK,28
Listas,2014EP,08_150_015,DEMOKRATIKUS KOALÍCIÓ,22
Listas,2014EP,08_150_015,EGYÜTT-PM,14
Listas,2014EP,08_150_015,LMP,10
Listas,2014EP,08_150_015,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_015,SMS,1
Listas,2014EP,08_150_016,FIDESZ-KDNP,157
Listas,2014EP,08_150_016,DEMOKRATIKUS KOALÍCIÓ,52
Listas,2014EP,08_150_016,JOBBIK,45
Listas,2014EP,08_150_016,MSZP,45
Listas,2014EP,08_150_016,EGYÜTT-PM,18
Listas,2014EP,08_150_016,LMP,16
Listas,2014EP,08_150_016,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_016,SMS,0
Listas,2014EP,08_150_017,FIDESZ-KDNP,149
Listas,2014EP,08_150_017,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,08_150_017,JOBBIK,25
Listas,2014EP,08_150_017,MSZP,23
Listas,2014EP,08_150_017,LMP,19
Listas,2014EP,08_150_017,EGYÜTT-PM,18
Listas,2014EP,08_150_017,SMS,3
Listas,2014EP,08_150_017,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_018,FIDESZ-KDNP,144
Listas,2014EP,08_150_018,JOBBIK,38
Listas,2014EP,08_150_018,DEMOKRATIKUS KOALÍCIÓ,19
Listas,2014EP,08_150_018,MSZP,16
Listas,2014EP,08_150_018,EGYÜTT-PM,15
Listas,2014EP,08_150_018,LMP,11
Listas,2014EP,08_150_018,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_018,SMS,0
Listas,2014EP,08_150_019,FIDESZ-KDNP,218
Listas,2014EP,08_150_019,JOBBIK,44
Listas,2014EP,08_150_019,MSZP,33
Listas,2014EP,08_150_019,LMP,19
Listas,2014EP,08_150_019,DEMOKRATIKUS KOALÍCIÓ,17
Listas,2014EP,08_150_019,EGYÜTT-PM,16
Listas,2014EP,08_150_019,SMS,2
Listas,2014EP,08_150_019,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_020,FIDESZ-KDNP,214
Listas,2014EP,08_150_020,MSZP,46
Listas,2014EP,08_150_020,JOBBIK,41
Listas,2014EP,08_150_020,DEMOKRATIKUS KOALÍCIÓ,29
Listas,2014EP,08_150_020,LMP,22
Listas,2014EP,08_150_020,EGYÜTT-PM,21
Listas,2014EP,08_150_020,A HAZA NEM ELADÓ,5
Listas,2014EP,08_150_020,SMS,1
Listas,2014EP,08_150_021,FIDESZ-KDNP,167
Listas,2014EP,08_150_021,JOBBIK,33
Listas,2014EP,08_150_021,MSZP,20
Listas,2014EP,08_150_021,EGYÜTT-PM,15
Listas,2014EP,08_150_021,LMP,9
Listas,2014EP,08_150_021,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,08_150_021,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_021,SMS,1
Listas,2014EP,08_150_022,FIDESZ-KDNP,198
Listas,2014EP,08_150_022,JOBBIK,45
Listas,2014EP,08_150_022,MSZP,28
Listas,2014EP,08_150_022,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,08_150_022,LMP,20
Listas,2014EP,08_150_022,EGYÜTT-PM,20
Listas,2014EP,08_150_022,SMS,2
Listas,2014EP,08_150_022,A HAZA NEM ELADÓ,2
Listas,2014EP,08_150_023,FIDESZ-KDNP,94
Listas,2014EP,08_150_023,JOBBIK,21
Listas,2014EP,08_150_023,MSZP,18
Listas,2014EP,08_150_023,EGYÜTT-PM,14
Listas,2014EP,08_150_023,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,08_150_023,LMP,10
Listas,2014EP,08_150_023,SMS,2
Listas,2014EP,08_150_023,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_024,FIDESZ-KDNP,79
Listas,2014EP,08_150_024,JOBBIK,22
Listas,2014EP,08_150_024,MSZP,13
Listas,2014EP,08_150_024,LMP,12
Listas,2014EP,08_150_024,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,08_150_024,EGYÜTT-PM,10
Listas,2014EP,08_150_024,SMS,1
Listas,2014EP,08_150_024,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_025,FIDESZ-KDNP,112
Listas,2014EP,08_150_025,DEMOKRATIKUS KOALÍCIÓ,18
Listas,2014EP,08_150_025,JOBBIK,15
Listas,2014EP,08_150_025,LMP,11
Listas,2014EP,08_150_025,MSZP,10
Listas,2014EP,08_150_025,EGYÜTT-PM,5
Listas,2014EP,08_150_025,SMS,2
Listas,2014EP,08_150_025,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_026,FIDESZ-KDNP,109
Listas,2014EP,08_150_026,JOBBIK,25
Listas,2014EP,08_150_026,MSZP,18
Listas,2014EP,08_150_026,LMP,12
Listas,2014EP,08_150_026,EGYÜTT-PM,9
Listas,2014EP,08_150_026,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,08_150_026,SMS,2
Listas,2014EP,08_150_026,A HAZA NEM ELADÓ,2
Listas,2014EP,08_150_027,FIDESZ-KDNP,148
Listas,2014EP,08_150_027,JOBBIK,34
Listas,2014EP,08_150_027,DEMOKRATIKUS KOALÍCIÓ,29
Listas,2014EP,08_150_027,MSZP,23
Listas,2014EP,08_150_027,EGYÜTT-PM,16
Listas,2014EP,08_150_027,LMP,13
Listas,2014EP,08_150_027,SMS,1
Listas,2014EP,08_150_027,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_028,FIDESZ-KDNP,181
Listas,2014EP,08_150_028,JOBBIK,53
Listas,2014EP,08_150_028,EGYÜTT-PM,27
Listas,2014EP,08_150_028,MSZP,19
Listas,2014EP,08_150_028,DEMOKRATIKUS KOALÍCIÓ,18
Listas,2014EP,08_150_028,LMP,10
Listas,2014EP,08_150_028,SMS,1
Listas,2014EP,08_150_028,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_029,FIDESZ-KDNP,133
Listas,2014EP,08_150_029,JOBBIK,30
Listas,2014EP,08_150_029,MSZP,30
Listas,2014EP,08_150_029,DEMOKRATIKUS KOALÍCIÓ,22
Listas,2014EP,08_150_029,LMP,12
Listas,2014EP,08_150_029,EGYÜTT-PM,9
Listas,2014EP,08_150_029,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_029,SMS,0
Listas,2014EP,08_150_030,FIDESZ-KDNP,218
Listas,2014EP,08_150_030,JOBBIK,35
Listas,2014EP,08_150_030,MSZP,31
Listas,2014EP,08_150_030,EGYÜTT-PM,29
Listas,2014EP,08_150_030,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,08_150_030,LMP,12
Listas,2014EP,08_150_030,SMS,3
Listas,2014EP,08_150_030,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_031,FIDESZ-KDNP,209
Listas,2014EP,08_150_031,JOBBIK,46
Listas,2014EP,08_150_031,MSZP,27
Listas,2014EP,08_150_031,LMP,14
Listas,2014EP,08_150_031,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,08_150_031,EGYÜTT-PM,7
Listas,2014EP,08_150_031,A HAZA NEM ELADÓ,2
Listas,2014EP,08_150_031,SMS,0
Listas,2014EP,08_150_032,FIDESZ-KDNP,239
Listas,2014EP,08_150_032,MSZP,38
Listas,2014EP,08_150_032,JOBBIK,36
Listas,2014EP,08_150_032,DEMOKRATIKUS KOALÍCIÓ,30
Listas,2014EP,08_150_032,EGYÜTT-PM,29
Listas,2014EP,08_150_032,LMP,12
Listas,2014EP,08_150_032,SMS,2
Listas,2014EP,08_150_032,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_033,FIDESZ-KDNP,185
Listas,2014EP,08_150_033,MSZP,42
Listas,2014EP,08_150_033,DEMOKRATIKUS KOALÍCIÓ,33
Listas,2014EP,08_150_033,JOBBIK,31
Listas,2014EP,08_150_033,EGYÜTT-PM,19
Listas,2014EP,08_150_033,LMP,15
Listas,2014EP,08_150_033,SMS,2
Listas,2014EP,08_150_033,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_034,FIDESZ-KDNP,149
Listas,2014EP,08_150_034,MSZP,49
Listas,2014EP,08_150_034,JOBBIK,36
Listas,2014EP,08_150_034,DEMOKRATIKUS KOALÍCIÓ,33
Listas,2014EP,08_150_034,EGYÜTT-PM,22
Listas,2014EP,08_150_034,LMP,15
Listas,2014EP,08_150_034,A HAZA NEM ELADÓ,3
Listas,2014EP,08_150_034,SMS,1
Listas,2014EP,08_150_035,FIDESZ-KDNP,210
Listas,2014EP,08_150_035,DEMOKRATIKUS KOALÍCIÓ,47
Listas,2014EP,08_150_035,MSZP,44
Listas,2014EP,08_150_035,JOBBIK,38
Listas,2014EP,08_150_035,LMP,28
Listas,2014EP,08_150_035,EGYÜTT-PM,25
Listas,2014EP,08_150_035,SMS,1
Listas,2014EP,08_150_035,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_036,FIDESZ-KDNP,176
Listas,2014EP,08_150_036,MSZP,75
Listas,2014EP,08_150_036,DEMOKRATIKUS KOALÍCIÓ,50
Listas,2014EP,08_150_036,EGYÜTT-PM,32
Listas,2014EP,08_150_036,JOBBIK,25
Listas,2014EP,08_150_036,LMP,16
Listas,2014EP,08_150_036,SMS,2
Listas,2014EP,08_150_036,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_037,FIDESZ-KDNP,189
Listas,2014EP,08_150_037,MSZP,46
Listas,2014EP,08_150_037,JOBBIK,38
Listas,2014EP,08_150_037,DEMOKRATIKUS KOALÍCIÓ,36
Listas,2014EP,08_150_037,EGYÜTT-PM,29
Listas,2014EP,08_150_037,LMP,27
Listas,2014EP,08_150_037,SMS,2
Listas,2014EP,08_150_037,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_038,FIDESZ-KDNP,307
Listas,2014EP,08_150_038,JOBBIK,46
Listas,2014EP,08_150_038,MSZP,39
Listas,2014EP,08_150_038,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,08_150_038,EGYÜTT-PM,24
Listas,2014EP,08_150_038,LMP,19
Listas,2014EP,08_150_038,SMS,2
Listas,2014EP,08_150_038,A HAZA NEM ELADÓ,2
Listas,2014EP,08_150_039,FIDESZ-KDNP,223
Listas,2014EP,08_150_039,MSZP,42
Listas,2014EP,08_150_039,JOBBIK,34
Listas,2014EP,08_150_039,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,08_150_039,EGYÜTT-PM,32
Listas,2014EP,08_150_039,LMP,17
Listas,2014EP,08_150_039,SMS,2
Listas,2014EP,08_150_039,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_040,FIDESZ-KDNP,321
Listas,2014EP,08_150_040,MSZP,42
Listas,2014EP,08_150_040,EGYÜTT-PM,41
Listas,2014EP,08_150_040,DEMOKRATIKUS KOALÍCIÓ,38
Listas,2014EP,08_150_040,JOBBIK,32
Listas,2014EP,08_150_040,LMP,29
Listas,2014EP,08_150_040,SMS,4
Listas,2014EP,08_150_040,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_041,FIDESZ-KDNP,247
Listas,2014EP,08_150_041,DEMOKRATIKUS KOALÍCIÓ,54
Listas,2014EP,08_150_041,MSZP,32
Listas,2014EP,08_150_041,JOBBIK,29
Listas,2014EP,08_150_041,LMP,21
Listas,2014EP,08_150_041,EGYÜTT-PM,21
Listas,2014EP,08_150_041,A HAZA NEM ELADÓ,5
Listas,2014EP,08_150_041,SMS,1
Listas,2014EP,08_150_042,FIDESZ-KDNP,209
Listas,2014EP,08_150_042,JOBBIK,45
Listas,2014EP,08_150_042,MSZP,44
Listas,2014EP,08_150_042,DEMOKRATIKUS KOALÍCIÓ,44
Listas,2014EP,08_150_042,LMP,18
Listas,2014EP,08_150_042,EGYÜTT-PM,12
Listas,2014EP,08_150_042,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_042,SMS,1
Listas,2014EP,08_150_043,FIDESZ-KDNP,208
Listas,2014EP,08_150_043,MSZP,33
Listas,2014EP,08_150_043,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,08_150_043,JOBBIK,24
Listas,2014EP,08_150_043,EGYÜTT-PM,22
Listas,2014EP,08_150_043,LMP,18
Listas,2014EP,08_150_043,SMS,1
Listas,2014EP,08_150_043,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_044,FIDESZ-KDNP,179
Listas,2014EP,08_150_044,JOBBIK,32
Listas,2014EP,08_150_044,MSZP,31
Listas,2014EP,08_150_044,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,08_150_044,EGYÜTT-PM,14
Listas,2014EP,08_150_044,LMP,11
Listas,2014EP,08_150_044,SMS,3
Listas,2014EP,08_150_044,A HAZA NEM ELADÓ,2
Listas,2014EP,08_150_045,FIDESZ-KDNP,120
Listas,2014EP,08_150_045,MSZP,20
Listas,2014EP,08_150_045,EGYÜTT-PM,18
Listas,2014EP,08_150_045,JOBBIK,17
Listas,2014EP,08_150_045,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,08_150_045,LMP,8
Listas,2014EP,08_150_045,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_045,SMS,0
Listas,2014EP,08_150_046,FIDESZ-KDNP,164
Listas,2014EP,08_150_046,JOBBIK,52
Listas,2014EP,08_150_046,MSZP,47
Listas,2014EP,08_150_046,EGYÜTT-PM,31
Listas,2014EP,08_150_046,LMP,29
Listas,2014EP,08_150_046,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,08_150_046,SMS,4
Listas,2014EP,08_150_046,A HAZA NEM ELADÓ,0
Listas,2014EP,08_150_047,FIDESZ-KDNP,224
Listas,2014EP,08_150_047,JOBBIK,57
Listas,2014EP,08_150_047,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,08_150_047,MSZP,24
Listas,2014EP,08_150_047,LMP,21
Listas,2014EP,08_150_047,EGYÜTT-PM,13
Listas,2014EP,08_150_047,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_047,SMS,0
Listas,2014EP,08_150_048,FIDESZ-KDNP,182
Listas,2014EP,08_150_048,MSZP,45
Listas,2014EP,08_150_048,JOBBIK,41
Listas,2014EP,08_150_048,DEMOKRATIKUS KOALÍCIÓ,35
Listas,2014EP,08_150_048,EGYÜTT-PM,31
Listas,2014EP,08_150_048,LMP,16
Listas,2014EP,08_150_048,SMS,4
Listas,2014EP,08_150_048,A HAZA NEM ELADÓ,3
Listas,2014EP,08_150_049,FIDESZ-KDNP,107
Listas,2014EP,08_150_049,JOBBIK,25
Listas,2014EP,08_150_049,MSZP,24
Listas,2014EP,08_150_049,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,08_150_049,EGYÜTT-PM,5
Listas,2014EP,08_150_049,LMP,5
Listas,2014EP,08_150_049,A HAZA NEM ELADÓ,1
Listas,2014EP,08_150_049,SMS,0
Listas,2014EP,08_151_001,FIDESZ-KDNP,182
Listas,2014EP,08_151_001,JOBBIK,32
Listas,2014EP,08_151_001,MSZP,15
Listas,2014EP,08_151_001,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,08_151_001,LMP,7
Listas,2014EP,08_151_001,EGYÜTT-PM,3
Listas,2014EP,08_151_001,A HAZA NEM ELADÓ,1
Listas,2014EP,08_151_001,SMS,1
Listas,2014EP,08_152_001,FIDESZ-KDNP,229
Listas,2014EP,08_152_001,JOBBIK,39
Listas,2014EP,08_152_001,MSZP,24
Listas,2014EP,08_152_001,LMP,15
Listas,2014EP,08_152_001,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,08_152_001,EGYÜTT-PM,6
Listas,2014EP,08_152_001,A HAZA NEM ELADÓ,1
Listas,2014EP,08_152_001,SMS,0
Listas,2014EP,08_153_001,FIDESZ-KDNP,66
Listas,2014EP,08_153_001,JOBBIK,9
Listas,2014EP,08_153_001,MSZP,9
Listas,2014EP,08_153_001,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,08_153_001,EGYÜTT-PM,2
Listas,2014EP,08_153_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_153_001,SMS,0
Listas,2014EP,08_153_001,LMP,0
Listas,2014EP,08_154_001,FIDESZ-KDNP,60
Listas,2014EP,08_154_001,JOBBIK,22
Listas,2014EP,08_154_001,LMP,6
Listas,2014EP,08_154_001,MSZP,5
Listas,2014EP,08_154_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,08_154_001,SMS,3
Listas,2014EP,08_154_001,EGYÜTT-PM,1
Listas,2014EP,08_154_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_155_001,FIDESZ-KDNP,181
Listas,2014EP,08_155_001,JOBBIK,50
Listas,2014EP,08_155_001,MSZP,26
Listas,2014EP,08_155_001,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,08_155_001,LMP,9
Listas,2014EP,08_155_001,EGYÜTT-PM,5
Listas,2014EP,08_155_001,A HAZA NEM ELADÓ,2
Listas,2014EP,08_155_001,SMS,0
Listas,2014EP,08_155_002,FIDESZ-KDNP,187
Listas,2014EP,08_155_002,JOBBIK,20
Listas,2014EP,08_155_002,MSZP,14
Listas,2014EP,08_155_002,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,08_155_002,LMP,6
Listas,2014EP,08_155_002,EGYÜTT-PM,1
Listas,2014EP,08_155_002,A HAZA NEM ELADÓ,0
Listas,2014EP,08_155_002,SMS,0
Listas,2014EP,08_156_001,FIDESZ-KDNP,178
Listas,2014EP,08_156_001,JOBBIK,30
Listas,2014EP,08_156_001,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,08_156_001,MSZP,11
Listas,2014EP,08_156_001,EGYÜTT-PM,6
Listas,2014EP,08_156_001,LMP,4
Listas,2014EP,08_156_001,A HAZA NEM ELADÓ,1
Listas,2014EP,08_156_001,SMS,1
Listas,2014EP,08_157_001,FIDESZ-KDNP,131
Listas,2014EP,08_157_001,JOBBIK,31
Listas,2014EP,08_157_001,MSZP,16
Listas,2014EP,08_157_001,LMP,5
Listas,2014EP,08_157_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,08_157_001,EGYÜTT-PM,1
Listas,2014EP,08_157_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_157_001,SMS,0
Listas,2014EP,08_158_001,FIDESZ-KDNP,176
Listas,2014EP,08_158_001,JOBBIK,44
Listas,2014EP,08_158_001,DEMOKRATIKUS KOALÍCIÓ,19
Listas,2014EP,08_158_001,MSZP,9
Listas,2014EP,08_158_001,LMP,7
Listas,2014EP,08_158_001,EGYÜTT-PM,3
Listas,2014EP,08_158_001,SMS,2
Listas,2014EP,08_158_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_159_001,FIDESZ-KDNP,131
Listas,2014EP,08_159_001,JOBBIK,16
Listas,2014EP,08_159_001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,08_159_001,MSZP,4
Listas,2014EP,08_159_001,EGYÜTT-PM,3
Listas,2014EP,08_159_001,LMP,1
Listas,2014EP,08_159_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_159_001,SMS,0
Listas,2014EP,08_160_001,FIDESZ-KDNP,45
Listas,2014EP,08_160_001,JOBBIK,12
Listas,2014EP,08_160_001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,08_160_001,MSZP,6
Listas,2014EP,08_160_001,LMP,1
Listas,2014EP,08_160_001,SMS,0
Listas,2014EP,08_160_001,EGYÜTT-PM,0
Listas,2014EP,08_160_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_161_001,FIDESZ-KDNP,132
Listas,2014EP,08_161_001,JOBBIK,24
Listas,2014EP,08_161_001,EGYÜTT-PM,6
Listas,2014EP,08_161_001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,08_161_001,MSZP,5
Listas,2014EP,08_161_001,LMP,4
Listas,2014EP,08_161_001,SMS,1
Listas,2014EP,08_161_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_162_001,FIDESZ-KDNP,82
Listas,2014EP,08_162_001,JOBBIK,38
Listas,2014EP,08_162_001,MSZP,9
Listas,2014EP,08_162_001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,08_162_001,LMP,4
Listas,2014EP,08_162_001,EGYÜTT-PM,3
Listas,2014EP,08_162_001,SMS,2
Listas,2014EP,08_162_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_163_001,FIDESZ-KDNP,51
Listas,2014EP,08_163_001,JOBBIK,11
Listas,2014EP,08_163_001,MSZP,4
Listas,2014EP,08_163_001,LMP,1
Listas,2014EP,08_163_001,EGYÜTT-PM,1
Listas,2014EP,08_163_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,08_163_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_163_001,SMS,0
Listas,2014EP,08_164_001,FIDESZ-KDNP,200
Listas,2014EP,08_164_001,JOBBIK,26
Listas,2014EP,08_164_001,MSZP,22
Listas,2014EP,08_164_001,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,08_164_001,LMP,7
Listas,2014EP,08_164_001,EGYÜTT-PM,3
Listas,2014EP,08_164_001,A HAZA NEM ELADÓ,2
Listas,2014EP,08_164_001,SMS,0
Listas,2014EP,08_165_001,FIDESZ-KDNP,116
Listas,2014EP,08_165_001,JOBBIK,18
Listas,2014EP,08_165_001,MSZP,8
Listas,2014EP,08_165_001,LMP,8
Listas,2014EP,08_165_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,08_165_001,EGYÜTT-PM,1
Listas,2014EP,08_165_001,SMS,0
Listas,2014EP,08_165_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_165_002,FIDESZ-KDNP,157
Listas,2014EP,08_165_002,JOBBIK,38
Listas,2014EP,08_165_002,LMP,11
Listas,2014EP,08_165_002,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,08_165_002,MSZP,8
Listas,2014EP,08_165_002,EGYÜTT-PM,3
Listas,2014EP,08_165_002,SMS,1
Listas,2014EP,08_165_002,A HAZA NEM ELADÓ,0
Listas,2014EP,08_165_003,FIDESZ-KDNP,188
Listas,2014EP,08_165_003,JOBBIK,40
Listas,2014EP,08_165_003,MSZP,15
Listas,2014EP,08_165_003,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,08_165_003,LMP,6
Listas,2014EP,08_165_003,EGYÜTT-PM,5
Listas,2014EP,08_165_003,SMS,0
Listas,2014EP,08_165_003,A HAZA NEM ELADÓ,0
Listas,2014EP,08_166_001,FIDESZ-KDNP,119
Listas,2014EP,08_166_001,JOBBIK,25
Listas,2014EP,08_166_001,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,08_166_001,LMP,14
Listas,2014EP,08_166_001,MSZP,9
Listas,2014EP,08_166_001,EGYÜTT-PM,5
Listas,2014EP,08_166_001,SMS,1
Listas,2014EP,08_166_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_166_002,FIDESZ-KDNP,88
Listas,2014EP,08_166_002,JOBBIK,24
Listas,2014EP,08_166_002,LMP,17
Listas,2014EP,08_166_002,MSZP,17
Listas,2014EP,08_166_002,EGYÜTT-PM,13
Listas,2014EP,08_166_002,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,08_166_002,A HAZA NEM ELADÓ,0
Listas,2014EP,08_166_002,SMS,0
Listas,2014EP,08_167_001,FIDESZ-KDNP,47
Listas,2014EP,08_167_001,MSZP,19
Listas,2014EP,08_167_001,LMP,11
Listas,2014EP,08_167_001,EGYÜTT-PM,8
Listas,2014EP,08_167_001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,08_167_001,JOBBIK,2
Listas,2014EP,08_167_001,SMS,0
Listas,2014EP,08_167_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_168_001,FIDESZ-KDNP,142
Listas,2014EP,08_168_001,JOBBIK,39
Listas,2014EP,08_168_001,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,08_168_001,MSZP,12
Listas,2014EP,08_168_001,LMP,4
Listas,2014EP,08_168_001,A HAZA NEM ELADÓ,3
Listas,2014EP,08_168_001,EGYÜTT-PM,2
Listas,2014EP,08_168_001,SMS,0
Listas,2014EP,08_169_001,FIDESZ-KDNP,73
Listas,2014EP,08_169_001,JOBBIK,40
Listas,2014EP,08_169_001,MSZP,39
Listas,2014EP,08_169_001,DEMOKRATIKUS KOALÍCIÓ,33
Listas,2014EP,08_169_001,EGYÜTT-PM,4
Listas,2014EP,08_169_001,A HAZA NEM ELADÓ,2
Listas,2014EP,08_169_001,LMP,2
Listas,2014EP,08_169_001,SMS,0
Listas,2014EP,08_170_001,FIDESZ-KDNP,30
Listas,2014EP,08_170_001,JOBBIK,3
Listas,2014EP,08_170_001,MSZP,2
Listas,2014EP,08_170_001,LMP,1
Listas,2014EP,08_170_001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,08_170_001,EGYÜTT-PM,0
Listas,2014EP,08_170_001,SMS,0
Listas,2014EP,08_170_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_171_001,FIDESZ-KDNP,101
Listas,2014EP,08_171_001,JOBBIK,28
Listas,2014EP,08_171_001,MSZP,10
Listas,2014EP,08_171_001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,08_171_001,EGYÜTT-PM,2
Listas,2014EP,08_171_001,LMP,1
Listas,2014EP,08_171_001,SMS,0
Listas,2014EP,08_171_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_172_001,FIDESZ-KDNP,176
Listas,2014EP,08_172_001,JOBBIK,40
Listas,2014EP,08_172_001,DEMOKRATIKUS KOALÍCIÓ,28
Listas,2014EP,08_172_001,LMP,24
Listas,2014EP,08_172_001,EGYÜTT-PM,13
Listas,2014EP,08_172_001,MSZP,10
Listas,2014EP,08_172_001,SMS,5
Listas,2014EP,08_172_001,A HAZA NEM ELADÓ,1
Listas,2014EP,08_173_001,FIDESZ-KDNP,78
Listas,2014EP,08_173_001,JOBBIK,11
Listas,2014EP,08_173_001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,08_173_001,EGYÜTT-PM,2
Listas,2014EP,08_173_001,A HAZA NEM ELADÓ,1
Listas,2014EP,08_173_001,MSZP,1
Listas,2014EP,08_173_001,SMS,1
Listas,2014EP,08_173_001,LMP,0
Listas,2014EP,08_174_001,FIDESZ-KDNP,43
Listas,2014EP,08_174_001,JOBBIK,9
Listas,2014EP,08_174_001,MSZP,6
Listas,2014EP,08_174_001,LMP,1
Listas,2014EP,08_174_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,08_174_001,EGYÜTT-PM,0
Listas,2014EP,08_174_001,SMS,0
Listas,2014EP,08_174_001,A HAZA NEM ELADÓ,0
Listas,2014EP,08_175_001,FIDESZ-KDNP,199
Listas,2014EP,08_175_001,JOBBIK,29
Listas,2014EP,08_175_001,MSZP,24
Listas,2014EP,08_175_001,DEMOKRATIKUS KOALÍCIÓ,17
Listas,2014EP,08_175_001,LMP,9
Listas,2014EP,08_175_001,EGYÜTT-PM,7
Listas,2014EP,08_175_001,SMS,3
Listas,2014EP,08_175_001,A HAZA NEM ELADÓ,1
Listas,2014EP,08_176_001,FIDESZ-KDNP,130
Listas,2014EP,08_176_001,JOBBIK,38
Listas,2014EP,08_176_001,MSZP,19
Listas,2014EP,08_176_001,EGYÜTT-PM,12
Listas,2014EP,08_176_001,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,08_176_001,LMP,6
