JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
61643,09_018_001,500,348,348,0,1,347,EGYENI,,
61645,09_018_002,731,327,327,0,2,325,EGYENI,,
61647,09_018_003,1367,945,945,0,5,940,EGYENI,,
61649,09_018_004,1238,875,876,1,23,853,EGYENI,,
61651,09_018_005,1200,690,687,-3,8,679,EGYENI,,
61653,09_018_006,1205,616,616,0,0,616,EGYENI,,
61655,09_018_007,1429,1012,1011,-1,8,1003,EGYENI,,
61657,09_018_008,1446,1010,1010,0,10,1000,EGYENI,,
61659,09_018_009,1348,1041,1040,-1,6,1034,EGYENI,,
61661,09_018_010,1310,986,976,-10,3,973,EGYENI,,
61663,09_018_011,1235,921,921,0,5,916,EGYENI,,
61665,09_018_012,1289,902,902,0,16,886,EGYENI,,
61667,09_018_013,1236,951,948,-3,5,943,EGYENI,,
61669,09_018_014,1078,803,799,-4,5,794,EGYENI,,
61671,09_018_015,886,687,687,0,5,682,EGYENI,,
61673,09_018_016,1347,856,856,0,11,845,EGYENI,,
61675,09_018_017,1018,666,664,-2,7,657,EGYENI,,
61677,09_018_018,3586,3010,3008,-2,16,2992,EGYENI,,
61679,09_018_019,1066,720,718,-2,2,716,EGYENI,,
61681,09_018_020,1204,840,837,-3,5,832,EGYENI,,
61683,09_018_021,1053,694,692,-2,20,672,EGYENI,,
61685,09_018_022,1351,952,945,-7,7,938,EGYENI,,
61687,09_018_023,1366,947,946,-1,1,945,EGYENI,,
61689,09_018_024,1334,1056,1056,0,7,1049,EGYENI,,
61691,09_018_025,1325,895,890,-5,8,882,EGYENI,,
61693,09_018_026,878,470,470,0,6,464,EGYENI,,
61695,09_018_027,833,405,405,0,4,401,EGYENI,,
61697,09_018_028,1439,756,754,-2,2,752,EGYENI,,
61699,09_018_029,1430,1026,1034,8,66,968,EGYENI,,
61701,09_018_030,1451,892,892,0,4,888,EGYENI,,
61703,09_018_031,1083,769,769,0,1,768,EGYENI,,
61705,09_018_032,1414,1007,1007,0,5,1002,EGYENI,,
61707,09_018_033,1067,744,739,-5,2,737,EGYENI,,
61709,09_018_034,1161,857,855,-2,3,852,EGYENI,,
61711,09_018_035,1056,777,776,-1,6,770,EGYENI,,
61713,09_018_036,1124,636,636,0,4,632,EGYENI,,
61715,09_018_037,1243,705,704,-1,5,699,EGYENI,,
61717,09_018_038,1420,772,771,-1,4,767,EGYENI,,
61719,09_018_039,898,662,662,0,3,659,EGYENI,,
61721,09_018_040,1426,1021,1020,-1,10,1010,EGYENI,,
61723,09_018_041,1425,918,917,-1,4,913,EGYENI,,
61725,09_018_042,1381,994,998,4,54,944,EGYENI,,
61727,09_018_043,1273,943,941,-2,4,937,EGYENI,,
61729,09_018_044,829,627,627,0,1,626,EGYENI,,
61731,09_018_045,1305,971,970,-1,7,963,EGYENI,,
61733,09_018_046,1300,908,908,0,4,904,EGYENI,,
61735,09_018_047,1057,706,706,0,5,701,EGYENI,,
61737,09_018_048,1183,819,819,0,6,813,EGYENI,,
61739,09_018_049,1418,901,901,0,10,891,EGYENI,,
61741,09_018_050,1299,632,632,0,1,631,EGYENI,,
61743,09_018_051,986,611,611,0,7,604,EGYENI,,
61771,09_018_052,822,568,567,-1,7,560,EGYENI,,
61773,09_018_053,965,744,744,0,3,741,EGYENI,,
61775,09_018_054,1241,845,845,0,7,838,EGYENI,,
61777,09_018_055,1076,782,782,0,7,775,EGYENI,,
61779,09_018_056,819,545,545,0,5,540,EGYENI,,
61781,09_018_057,631,303,303,0,0,303,EGYENI,,
61783,09_018_058,1629,858,850,-8,3,847,EGYENI,,
61785,09_018_059,1112,871,870,-1,4,866,EGYENI,,
61787,09_018_060,1339,918,918,0,3,915,EGYENI,,
61789,09_018_061,1352,891,891,0,4,887,EGYENI,,
61791,09_018_062,1225,843,843,0,5,838,EGYENI,,
61793,09_018_063,1235,842,840,-2,9,831,EGYENI,,
61795,09_018_064,1199,782,782,0,12,770,EGYENI,,
61797,09_018_065,1359,888,887,-1,5,882,EGYENI,,
61799,09_018_066,1159,782,782,0,3,779,EGYENI,,
61801,09_018_067,1347,919,916,-3,3,913,EGYENI,,
61803,09_018_068,1205,908,908,0,4,904,EGYENI,,
61805,09_018_069,1320,873,872,-1,5,867,EGYENI,,
61807,09_018_070,1089,771,769,-2,5,764,EGYENI,,
61809,09_018_071,1374,986,986,0,1,985,EGYENI,,
61811,09_018_072,554,398,398,0,4,394,EGYENI,,
61813,09_018_073,1382,875,868,-7,8,860,EGYENI,,
61815,09_018_074,1412,900,900,0,8,892,EGYENI,,
61817,09_018_075,1350,887,887,0,6,881,EGYENI,,
61819,09_018_076,955,618,615,-3,5,610,EGYENI,,
61821,09_018_077,802,648,648,0,3,645,EGYENI,,
61823,09_018_078,1356,1067,1065,-2,14,1051,EGYENI,,
61825,09_018_079,1123,753,751,-2,6,745,EGYENI,,
61827,09_018_080,1250,806,806,0,12,794,EGYENI,,
61829,09_018_081,1300,772,771,-1,3,768,EGYENI,,
61831,09_018_082,1262,842,842,0,5,837,EGYENI,,
61833,09_018_083,1176,814,810,-4,18,792,EGYENI,,
61835,09_018_084,1180,813,815,2,32,783,EGYENI,,
61837,09_018_085,1318,897,891,-6,5,886,EGYENI,,
61839,09_018_086,1258,852,850,-2,15,835,EGYENI,,
61841,09_018_087,855,692,691,-1,3,688,EGYENI,,
61843,09_018_088,1219,758,754,-4,10,744,EGYENI,,
61845,09_018_089,1302,864,862,-2,9,853,EGYENI,,
61847,09_018_090,1254,910,909,-1,8,901,EGYENI,,
61849,09_018_091,1365,896,887,-9,9,878,EGYENI,,
61851,09_018_092,1333,896,896,0,2,894,EGYENI,,
61853,09_018_093,766,560,560,0,7,553,EGYENI,,
61855,09_018_094,1098,864,864,0,7,857,EGYENI,,
61857,09_018_095,1267,925,925,0,11,914,EGYENI,,
61859,09_018_096,1225,967,965,-2,16,949,EGYENI,,
61861,09_018_097,522,364,364,0,5,359,EGYENI,,
61863,09_018_098,1247,922,920,-2,4,916,EGYENI,,
61865,09_018_099,1183,878,878,0,13,865,EGYENI,,
61867,09_018_100,1308,881,879,-2,8,871,EGYENI,,
61869,09_018_101,1236,849,849,0,9,840,EGYENI,,
61871,09_018_102,1252,865,862,-3,9,853,EGYENI,,
61873,09_018_103,789,522,520,-2,6,514,EGYENI,,
61875,09_018_104,396,305,305,0,5,300,EGYENI,,
61877,09_018_105,1187,896,894,-2,5,889,EGYENI,,
61879,09_018_106,813,682,682,0,5,677,EGYENI,,
61881,09_018_107,1232,808,807,-1,5,802,EGYENI,,
61883,09_018_108,829,624,624,0,3,621,EGYENI,,
61885,09_018_109,1255,872,872,0,5,867,EGYENI,,
61887,09_018_110,1156,816,813,-3,4,809,EGYENI,,
61889,09_018_111,1242,917,917,0,27,890,EGYENI,,
61891,09_018_112,1161,801,801,0,8,793,EGYENI,,
61893,09_018_113,1088,816,815,-1,7,808,EGYENI,,
61895,09_018_114,1269,881,876,-5,4,872,EGYENI,,
61897,09_018_115,1084,620,620,0,2,618,EGYENI,,
61899,09_018_116,651,513,512,-1,4,508,EGYENI,,
61901,09_018_117,1156,951,945,-6,3,942,EGYENI,,
61903,09_018_118,1315,1092,1091,-1,2,1089,EGYENI,,
61905,09_018_119,826,623,623,0,6,617,EGYENI,,
61907,09_018_120,1260,927,927,0,6,921,EGYENI,,
61909,09_018_121,1317,946,946,0,3,943,EGYENI,,
61911,09_018_122,1358,984,984,0,5,979,EGYENI,,
61913,09_018_123,1401,1072,1072,0,12,1060,EGYENI,,
61915,09_018_124,1033,610,609,-1,2,607,EGYENI,,
61917,09_018_125,1097,751,751,0,4,747,EGYENI,,
61919,09_018_126,1106,808,808,0,3,805,EGYENI,,
61921,09_018_127,1149,899,896,-3,4,892,EGYENI,,
61923,09_018_128,1218,1013,1013,0,3,1010,EGYENI,,
61925,09_018_129,907,621,620,-1,3,617,EGYENI,,
61927,09_018_130,943,621,621,0,3,618,EGYENI,,
61929,09_018_131,2629,2241,2239,-2,9,2230,EGYENI,,
61931,09_018_132,1325,1025,999,-26,12,987,EGYENI,,
61933,09_018_133,1057,829,828,-1,4,824,EGYENI,,
61935,09_018_134,3987,3358,3344,-14,20,3324,EGYENI,,
61937,09_018_135,1283,938,935,-3,0,935,EGYENI,,
61939,09_018_136,780,493,492,-1,2,490,EGYENI,,
61941,09_018_137,730,495,495,0,2,493,EGYENI,,
61943,09_019_001,957,557,556,-1,3,553,EGYENI,,
61945,09_019_002,923,463,463,0,5,458,EGYENI,,
61947,09_019_003,847,617,617,0,5,612,EGYENI,,
61949,09_019_004,930,583,580,-3,8,572,EGYENI,,
61951,09_019_005,861,590,590,0,0,590,EGYENI,,
61953,09_019_006,990,659,659,0,5,654,EGYENI,,
61955,09_019_007,862,609,609,0,6,603,EGYENI,,
61957,09_019_008,388,197,197,0,3,194,EGYENI,,
61959,09_020_001,984,684,684,0,7,677,EGYENI,,
61961,09_020_002,895,564,564,0,9,555,EGYENI,,
61963,09_020_003,1019,724,724,0,7,717,EGYENI,,
61965,09_020_004,840,549,548,-1,13,535,EGYENI,,
61967,09_021_001,647,265,264,-1,9,255,EGYENI,,
61969,09_021_002,618,333,333,0,3,330,EGYENI,,
61971,09_021_003,708,415,415,0,2,413,EGYENI,,
61973,09_021_004,693,377,377,0,3,374,EGYENI,,
61975,09_021_005,723,439,439,0,3,436,EGYENI,,
61977,09_021_006,471,243,243,0,5,238,EGYENI,,
61979,09_021_007,148,89,89,0,1,88,EGYENI,,
61981,09_022_001,1090,674,674,0,5,669,EGYENI,,
61983,09_023_001,243,134,131,-3,3,128,EGYENI,,
61985,09_024_001,833,535,534,-1,9,525,EGYENI,,
61987,09_024_002,854,582,581,-1,4,577,EGYENI,,
61989,09_024_003,786,502,502,0,7,495,EGYENI,,
61991,09_024_004,822,552,551,-1,3,548,EGYENI,,
61993,09_025_001,907,582,582,0,8,574,EGYENI,,
61995,09_026_001,406,224,224,0,3,221,EGYENI,,
61997,09_026_002,361,229,229,0,0,229,EGYENI,,
61999,09_026_003,401,245,244,-1,5,239,EGYENI,,
62001,09_026_004,172,115,115,0,2,113,EGYENI,,
62003,09_027_001,650,436,436,0,8,428,EGYENI,,
62005,09_028_001,903,573,573,0,17,556,EGYENI,,
62007,09_028_002,996,620,620,0,10,610,EGYENI,,
62009,09_028_003,54,29,29,0,2,27,EGYENI,,
62011,09_029_001,864,521,520,-1,15,505,EGYENI,,
62013,09_029_002,770,457,457,0,9,448,EGYENI,,
62015,09_030_001,1053,758,761,3,21,740,EGYENI,,
62017,09_030_002,940,676,676,0,10,666,EGYENI,,
62019,09_030_003,670,373,373,0,7,366,EGYENI,,
62021,09_030_004,1126,789,789,0,6,783,EGYENI,,
62023,09_030_005,1017,726,726,0,16,710,EGYENI,,
62025,09_030_006,1206,754,754,0,14,740,EGYENI,,
62027,09_030_007,790,305,305,0,5,300,EGYENI,,
62029,09_030_008,192,136,136,0,3,133,EGYENI,,
62031,09_030_009,1180,689,689,0,12,677,EGYENI,,
62033,09_030_010,1164,740,736,-4,2,734,EGYENI,,
62035,09_030_011,769,558,558,0,4,554,EGYENI,,
62037,09_030_012,1070,817,817,0,7,810,EGYENI,,
62039,09_030_013,704,451,451,0,0,451,EGYENI,,
62041,09_030_014,843,628,628,0,4,624,EGYENI,,
62043,09_030_015,595,418,418,0,6,412,EGYENI,,
62045,09_030_016,725,493,492,-1,8,484,EGYENI,,
62047,09_030_017,845,625,625,0,5,620,EGYENI,,
62049,09_030_018,2520,2127,2120,-7,16,2104,EGYENI,,
62051,09_030_019,1212,872,872,0,7,865,EGYENI,,
62053,09_030_020,660,449,449,0,7,442,EGYENI,,
62055,09_030_021,1262,865,865,0,7,858,EGYENI,,
62057,09_030_022,919,675,675,0,16,659,EGYENI,,
62059,09_030_023,1004,529,529,0,14,515,EGYENI,,
62061,09_030_024,1011,506,502,-4,11,491,EGYENI,,
62063,09_030_025,1133,726,726,0,7,719,EGYENI,,
62065,09_030_026,760,329,329,0,5,324,EGYENI,,
62067,09_030_027,673,346,345,-1,9,336,EGYENI,,
62069,09_031_001,834,543,543,0,5,538,EGYENI,,
62071,09_031_002,1015,629,629,0,7,622,EGYENI,,
62073,09_031_003,937,663,663,0,7,656,EGYENI,,
62075,09_031_004,967,624,624,0,14,610,EGYENI,,
62077,09_031_005,881,494,494,0,9,485,EGYENI,,
62079,09_031_006,761,488,486,-2,4,482,EGYENI,,
62081,09_031_007,776,408,408,0,15,393,EGYENI,,
62083,09_031_008,657,412,412,0,10,402,EGYENI,,
62085,09_032_001,1094,503,503,0,20,483,EGYENI,,
62087,09_032_002,948,364,364,0,19,345,EGYENI,,
62089,09_032_003,1250,664,664,0,19,645,EGYENI,,
62091,09_032_004,1203,608,608,0,26,582,EGYENI,,
62093,09_032_005,1040,504,504,0,27,477,EGYENI,,
62095,09_032_006,1224,670,667,-3,8,659,EGYENI,,
62097,09_032_007,1249,798,798,0,6,792,EGYENI,,
62099,09_032_008,1240,781,780,-1,9,771,EGYENI,,
62101,09_032_009,115,64,64,0,1,63,EGYENI,,
62103,09_033_001,883,553,565,12,89,476,EGYENI,,
62105,09_033_002,804,455,455,0,4,451,EGYENI,,
62107,09_033_003,855,551,551,0,3,548,EGYENI,,
62109,09_033_004,898,544,544,0,6,538,EGYENI,,
62111,09_033_005,905,526,526,0,2,524,EGYENI,,
62113,09_033_006,882,564,564,0,5,559,EGYENI,,
62115,09_033_007,581,338,338,0,4,334,EGYENI,,
62117,09_033_008,579,306,305,-1,5,300,EGYENI,,
62119,09_033_009,562,375,375,0,4,371,EGYENI,,
62121,09_033_010,760,469,469,0,6,463,EGYENI,,
62123,09_033_011,838,491,491,0,6,485,EGYENI,,
62125,09_033_012,870,599,597,-2,5,592,EGYENI,,
62127,09_033_013,856,563,557,-6,8,549,EGYENI,,
62129,09_033_014,748,491,491,0,8,483,EGYENI,,
62131,09_033_015,815,528,528,0,5,523,EGYENI,,
62133,09_033_016,790,455,455,0,3,452,EGYENI,,
62135,09_033_017,569,380,380,0,4,376,EGYENI,,
62137,09_033_018,324,220,219,-1,3,216,EGYENI,,
62139,09_034_001,1377,869,869,0,9,860,EGYENI,,
62141,09_034_002,1406,946,947,1,21,926,EGYENI,,
62143,09_034_003,1336,748,748,0,14,734,EGYENI,,
62145,09_034_004,1249,785,785,0,11,774,EGYENI,,
62147,09_034_005,1201,706,706,0,10,696,EGYENI,,
62149,09_034_006,529,276,275,-1,3,272,EGYENI,,
62151,09_034_007,868,533,533,0,6,527,EGYENI,,
62153,09_034_008,1312,711,711,0,8,703,EGYENI,,
62155,09_034_009,1232,683,683,0,4,679,EGYENI,,
62157,09_035_001,1025,711,711,0,9,702,EGYENI,,
62159,09_035_002,3065,2587,2584,-3,22,2562,EGYENI,,
62161,09_035_003,928,637,637,0,9,628,EGYENI,,
62163,09_035_004,869,610,609,-1,3,606,EGYENI,,
62165,09_035_005,739,519,519,0,9,510,EGYENI,,
62167,09_035_006,883,606,606,0,7,599,EGYENI,,
62169,09_035_007,756,512,512,0,4,508,EGYENI,,
62171,09_035_008,1138,753,753,0,6,747,EGYENI,,
62173,09_035_009,749,482,482,0,5,477,EGYENI,,
62175,09_035_010,869,598,597,-1,5,592,EGYENI,,
62177,09_035_011,860,608,608,0,1,607,EGYENI,,
62179,09_035_012,700,466,459,-7,10,449,EGYENI,,
62181,09_035_013,954,557,557,0,9,548,EGYENI,,
62183,09_035_014,851,572,572,0,4,568,EGYENI,,
62185,09_035_015,975,680,680,0,12,668,EGYENI,,
62187,09_035_016,1129,800,800,0,4,796,EGYENI,,
62189,09_035_017,1036,603,604,1,29,575,EGYENI,,
62191,09_035_018,1223,653,652,-1,11,641,EGYENI,,
62193,09_035_019,1127,831,831,0,6,825,EGYENI,,
62195,09_035_020,1110,762,762,0,4,758,EGYENI,,
62197,09_036_001,780,447,447,0,5,442,EGYENI,,
62199,09_036_002,793,480,480,0,8,472,EGYENI,,
62201,09_036_003,782,428,428,0,8,420,EGYENI,,
62203,09_037_001,836,420,419,-1,8,411,EGYENI,,
62205,09_038_001,1014,678,677,-1,4,673,EGYENI,,
62207,09_038_002,188,92,92,0,2,90,EGYENI,,
62209,09_039_001,1096,710,708,-2,5,703,EGYENI,,
62211,09_039_002,1153,584,583,-1,12,571,EGYENI,,
62213,09_039_003,1047,561,561,0,8,553,EGYENI,,
62215,09_039_004,1132,660,661,1,19,642,EGYENI,,
62217,09_040_001,905,547,547,0,4,543,EGYENI,,
62219,09_040_002,963,640,640,0,5,635,EGYENI,,
62221,09_040_003,930,546,546,0,4,542,EGYENI,,
62223,09_040_004,963,636,636,0,5,631,EGYENI,,
62225,09_040_005,955,617,617,0,7,610,EGYENI,,
62227,09_041_001,974,590,590,0,7,583,EGYENI,,
62229,09_042_001,493,254,254,0,4,250,EGYENI,,
62231,09_043_001,649,390,390,0,7,383,EGYENI,,
62233,09_043_002,597,375,375,0,7,368,EGYENI,,
62235,09_043_003,590,359,359,0,3,356,EGYENI,,
62237,09_043_004,590,344,344,0,4,340,EGYENI,,
62239,09_043_005,592,333,333,0,3,330,EGYENI,,
62241,09_043_006,619,253,253,0,3,250,EGYENI,,
62243,09_043_007,471,255,255,0,1,254,EGYENI,,
62245,09_043_008,78,44,44,0,1,43,EGYENI,,
62247,09_044_001,709,374,374,0,9,365,EGYENI,,
62249,09_044_002,892,528,528,0,8,520,EGYENI,,
62251,09_045_001,624,352,351,-1,7,344,EGYENI,,
62253,09_046_001,747,503,503,0,3,500,EGYENI,,
62255,09_046_002,68,50,50,0,0,50,EGYENI,,
62257,09_047_001,975,594,594,0,0,594,EGYENI,,
62259,09_047_002,868,464,464,0,9,455,EGYENI,,
62261,09_047_003,1129,587,583,-4,6,577,EGYENI,,
62263,09_047_004,1023,471,471,0,9,462,EGYENI,,
62265,09_047_005,771,379,379,0,7,372,EGYENI,,
62267,09_047_006,825,415,416,1,17,399,EGYENI,,
62269,09_048_001,719,450,450,0,1,449,EGYENI,,
62271,09_049_001,512,284,284,0,1,283,EGYENI,,
62273,09_050_001,503,327,327,0,6,321,EGYENI,,
62275,09_051_001,816,557,557,0,0,557,EGYENI,,
62277,09_051_002,1090,657,657,0,7,650,EGYENI,,
62279,09_051_003,909,611,611,0,2,609,EGYENI,,
62281,09_051_004,798,605,605,0,3,602,EGYENI,,
62283,09_052_001,809,513,513,0,3,510,EGYENI,,
62285,09_052_002,915,565,565,0,8,557,EGYENI,,
62287,09_053_001,1156,774,774,0,6,768,EGYENI,,
62289,09_053_002,1090,765,764,-1,3,761,EGYENI,,
62291,09_054_001,1006,600,598,-2,10,588,EGYENI,,
62293,09_055_001,856,546,544,-2,5,539,EGYENI,,
62295,09_055_002,880,536,536,0,5,531,EGYENI,,
62297,09_056_001,1011,568,568,0,3,565,EGYENI,,
62299,09_056_002,969,579,579,0,12,567,EGYENI,,
62301,09_056_003,1044,684,684,0,9,675,EGYENI,,
62303,09_056_004,1004,557,557,0,10,547,EGYENI,,
62437,09_056_005,1030,598,598,0,3,595,EGYENI,,
62439,09_056_006,948,523,523,0,13,510,EGYENI,,
62441,09_056_007,901,557,557,0,5,552,EGYENI,,
62443,09_057_001,463,278,277,-1,7,270,EGYENI,,
62445,09_057_002,816,520,520,0,14,506,EGYENI,,
62447,09_057_003,593,372,372,0,4,368,EGYENI,,
62449,09_057_004,921,649,649,0,17,632,EGYENI,,
62451,09_057_005,84,43,43,0,0,43,EGYENI,,
62453,09_057_006,182,129,129,0,2,127,EGYENI,,
62455,09_058_001,760,556,554,-2,7,547,EGYENI,,
62457,09_058_002,747,495,495,0,3,492,EGYENI,,
62459,09_058_003,700,481,481,0,9,472,EGYENI,,
62461,09_058_004,613,449,449,0,2,447,EGYENI,,
62463,09_058_005,843,599,599,0,8,591,EGYENI,,
62465,09_058_006,1096,700,700,0,20,680,EGYENI,,
62467,09_058_007,767,537,537,0,7,530,EGYENI,,
62469,09_058_008,421,245,244,-1,5,239,EGYENI,,
62471,09_059_001,780,498,498,0,7,491,EGYENI,,
62473,09_059_002,795,473,473,0,7,466,EGYENI,,
62475,09_059_003,586,332,332,0,17,315,EGYENI,,
62477,09_059_004,743,432,432,0,7,425,EGYENI,,
62479,09_059_005,85,58,58,0,2,56,EGYENI,,
62481,09_060_001,823,520,520,0,14,506,EGYENI,,
62483,09_060_002,790,471,471,0,8,463,EGYENI,,
62485,09_061_001,892,539,539,0,5,534,EGYENI,,
62487,09_061_002,1036,675,675,0,8,667,EGYENI,,
62489,09_062_001,762,475,480,5,34,446,EGYENI,,
62491,09_062_002,902,565,565,0,3,562,EGYENI,,
62493,09_062_003,846,574,573,-1,8,565,EGYENI,,
62495,09_062_004,709,390,390,0,6,384,EGYENI,,
62497,09_062_005,1034,644,641,-3,8,633,EGYENI,,
62499,09_062_006,1089,513,513,0,12,501,EGYENI,,
62501,09_062_007,952,460,437,-23,12,425,EGYENI,,
62503,09_063_001,764,530,530,0,6,524,EGYENI,,
62505,09_063_002,634,474,476,2,21,455,EGYENI,,
62507,09_063_003,672,495,495,0,2,493,EGYENI,,
62509,09_063_004,749,508,508,0,6,502,EGYENI,,
62511,09_063_005,754,497,496,-1,1,495,EGYENI,,
62513,09_063_006,708,462,462,0,4,458,EGYENI,,
62515,09_063_007,755,522,522,0,5,517,EGYENI,,
62517,09_063_008,754,556,556,0,11,545,EGYENI,,
62519,09_063_009,816,619,619,0,3,616,EGYENI,,
62521,09_063_010,637,476,476,0,4,472,EGYENI,,
62523,09_063_011,664,455,455,0,6,449,EGYENI,,
62525,09_063_012,759,505,505,0,5,500,EGYENI,,
62527,09_063_013,807,559,561,2,22,539,EGYENI,,
62529,09_063_014,575,377,377,0,2,375,EGYENI,,
62531,09_063_015,738,383,383,0,9,374,EGYENI,,
62533,09_063_016,813,459,459,0,6,453,EGYENI,,
62535,09_064_001,677,373,372,-1,4,368,EGYENI,,
62537,09_065_001,878,598,597,-1,5,592,EGYENI,,
62539,09_065_002,985,584,584,0,4,580,EGYENI,,
62541,09_066_001,784,496,496,0,4,492,EGYENI,,
62543,09_066_002,731,496,496,0,7,489,EGYENI,,
62545,09_066_003,745,485,484,-1,4,480,EGYENI,,
62547,09_067_001,877,578,577,-1,4,573,EGYENI,,
62549,09_068_001,976,573,572,-1,9,563,EGYENI,,
62551,09_068_002,60,40,40,0,2,38,EGYENI,,
62553,09_069_001,489,279,278,-1,5,273,EGYENI,,
62555,09_069_002,569,372,372,0,9,363,EGYENI,,
62557,09_070_001,1143,681,680,-1,9,671,EGYENI,,
62559,09_070_002,1003,524,524,0,7,517,EGYENI,,
62561,09_070_003,943,600,600,0,4,596,EGYENI,,
62563,09_070_004,1004,616,616,0,17,599,EGYENI,,
62565,09_070_005,905,555,555,0,5,550,EGYENI,,
62567,09_071_001,817,604,603,-1,4,599,EGYENI,,
62569,09_072_001,654,344,344,0,11,333,EGYENI,,
62571,09_072_002,686,413,413,0,10,403,EGYENI,,
62697,09_072_003,844,504,504,0,9,495,EGYENI,,
62699,09_072_004,763,421,421,0,15,406,EGYENI,,
62701,09_072_005,620,325,323,-2,7,316,EGYENI,,
62703,09_072_006,77,46,46,0,1,45,EGYENI,,
62705,09_073_001,582,340,341,1,15,326,EGYENI,,
62707,09_074_001,263,114,114,0,3,111,EGYENI,,
62709,09_075_001,441,287,287,0,3,284,EGYENI,,
62711,09_076_001,812,496,496,0,10,486,EGYENI,,
62713,09_077_001,1149,630,630,0,8,622,EGYENI,,
62715,09_078_001,701,468,468,0,4,464,EGYENI,,
62717,09_079_001,1073,656,655,-1,14,641,EGYENI,,
62719,09_079_002,881,553,553,0,24,529,EGYENI,,
62721,09_079_003,820,544,544,0,6,538,EGYENI,,
62723,09_079_004,709,475,475,0,8,467,EGYENI,,
62725,09_079_005,814,595,596,1,25,571,EGYENI,,
62727,09_080_001,942,596,596,0,10,586,EGYENI,,
62729,09_081_001,105,75,75,0,6,69,EGYENI,,
62731,09_082_001,1222,745,745,0,11,734,EGYENI,,
62733,10_001_001,1005,712,712,0,15,697,EGYENI,,
62735,10_001_002,1007,732,732,0,9,723,EGYENI,,
62737,10_002_001,657,364,364,0,7,357,EGYENI,,
62739,10_002_002,716,496,496,0,1,495,EGYENI,,
62741,10_002_003,689,452,452,0,11,441,EGYENI,,
62743,10_003_001,573,412,412,0,4,408,EGYENI,,
62745,10_004_001,1085,828,828,0,5,823,EGYENI,,
62747,10_004_002,1072,819,819,0,10,809,EGYENI,,
62749,10_005_001,748,471,471,0,5,466,EGYENI,,
62751,10_005_002,590,387,387,0,4,383,EGYENI,,
62753,10_005_003,609,423,423,0,4,419,EGYENI,,
62755,10_006_001,733,537,536,-1,7,529,EGYENI,,
62757,10_006_002,729,522,522,0,6,516,EGYENI,,
62759,10_007_001,1017,543,543,0,18,525,EGYENI,,
62761,10_008_001,479,331,331,0,2,329,EGYENI,,
62763,10_008_002,347,214,214,0,4,210,EGYENI,,
62765,10_009_001,273,202,202,0,4,198,EGYENI,,
62767,10_010_001,531,328,328,0,3,325,EGYENI,,
62769,10_011_001,692,434,434,0,6,428,EGYENI,,
62771,10_011_002,634,376,376,0,9,367,EGYENI,,
62773,10_011_003,768,431,431,0,4,427,EGYENI,,
62775,10_012_001,742,507,507,0,5,502,EGYENI,,
62777,10_012_002,847,549,549,0,4,545,EGYENI,,
62779,10_012_003,641,416,416,0,7,409,EGYENI,,
62781,10_013_001,1041,689,687,-2,12,675,EGYENI,,
62783,10_014_001,592,401,401,0,16,385,EGYENI,,
62785,10_015_001,805,543,543,0,7,536,EGYENI,,
62787,10_015_002,791,575,575,0,3,572,EGYENI,,
62789,10_015_003,759,548,548,0,3,545,EGYENI,,
62791,10_016_001,780,539,537,-2,7,530,EGYENI,,
62793,10_017_001,219,146,146,0,2,144,EGYENI,,
62795,10_018_001,558,412,412,0,6,406,EGYENI,,
62797,10_019_001,583,352,352,0,6,346,EGYENI,,
62799,10_019_002,551,321,321,0,4,317,EGYENI,,
62801,10_019_003,559,350,348,-2,3,345,EGYENI,,
62803,10_020_001,493,355,354,-1,4,350,EGYENI,,
62805,10_021_001,927,632,630,-2,5,625,EGYENI,,
62807,10_022_001,741,530,530,0,10,520,EGYENI,,
62809,10_022_002,849,657,658,1,15,643,EGYENI,,
62811,10_023_001,738,422,422,0,3,419,EGYENI,,
62813,10_024_001,875,575,573,-2,6,567,EGYENI,,
62815,10_024_002,881,551,551,0,5,546,EGYENI,,
62817,10_024_003,829,565,564,-1,4,560,EGYENI,,
62819,10_025_001,687,528,528,0,6,522,EGYENI,,
62821,10_025_002,634,485,484,-1,2,482,EGYENI,,
62823,10_025_003,1009,784,786,2,27,759,EGYENI,,
62825,10_025_004,1029,808,808,0,9,799,EGYENI,,
62827,10_025_005,1000,747,744,-3,10,734,EGYENI,,
62829,10_025_006,989,751,751,0,6,745,EGYENI,,
62831,10_025_007,967,760,760,0,5,755,EGYENI,,
62945,10_025_008,813,626,625,-1,2,623,EGYENI,,
62947,10_025_009,805,626,625,-1,7,618,EGYENI,,
62949,10_025_010,925,720,720,0,6,714,EGYENI,,
62951,10_025_011,1036,826,826,0,3,823,EGYENI,,
62953,10_025_012,968,736,736,0,2,734,EGYENI,,
62955,10_025_013,999,762,761,-1,2,759,EGYENI,,
62957,10_025_014,974,730,729,-1,10,719,EGYENI,,
62959,10_025_015,1101,825,825,0,8,817,EGYENI,,
62961,10_025_016,628,512,511,-1,3,508,EGYENI,,
62963,10_025_017,589,433,433,0,2,431,EGYENI,,
62965,10_025_018,641,489,489,0,4,485,EGYENI,,
