TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2019EP,16_119_075,MSZP-PARBESZED,31
Listas,2019EP,16_119_076,MSZP-PARBESZED,5
Listas,2019EP,16_119_077,MSZP-PARBESZED,8
Listas,2019EP,16_119_078,MSZP-PARBESZED,18
Listas,2019EP,16_119_079,MSZP-PARBESZED,56
Listas,2019EP,16_119_080,MSZP-PARBESZED,19
Listas,2019EP,16_119_081,MSZP-PARBESZED,10
Listas,2019EP,16_119_082,MSZP-PARBESZED,27
Listas,2019EP,16_119_083,MSZP-PARBESZED,3
Listas,2019EP,16_119_084,MSZP-PARBESZED,14
Listas,2019EP,16_119_085,MSZP-PARBESZED,8
Listas,2019EP,16_119_086,MSZP-PARBESZED,18
Listas,2019EP,16_119_087,MSZP-PARBESZED,15
Listas,2019EP,16_119_088,MSZP-PARBESZED,15
Listas,2019EP,16_119_089,MSZP-PARBESZED,37
Listas,2019EP,16_119_090,MSZP-PARBESZED,28
Listas,2019EP,16_119_091,MSZP-PARBESZED,34
Listas,2019EP,16_119_092,MSZP-PARBESZED,15
Listas,2019EP,16_119_093,MSZP-PARBESZED,61
Listas,2019EP,16_119_094,MSZP-PARBESZED,30
Listas,2019EP,16_119_095,MSZP-PARBESZED,41
Listas,2019EP,16_119_096,MSZP-PARBESZED,56
Listas,2019EP,16_119_097,MSZP-PARBESZED,19
Listas,2019EP,16_119_098,MSZP-PARBESZED,16
Listas,2019EP,16_119_099,MSZP-PARBESZED,28
Listas,2019EP,16_119_100,MSZP-PARBESZED,14
Listas,2019EP,16_119_101,MSZP-PARBESZED,25
Listas,2019EP,16_120_001,MSZP-PARBESZED,10
Listas,2019EP,16_120_002,MSZP-PARBESZED,2
Listas,2019EP,16_121_001,MSZP-PARBESZED,21
Listas,2019EP,16_121_002,MSZP-PARBESZED,9
Listas,2019EP,16_122_001,MSZP-PARBESZED,32
Listas,2019EP,16_123_001,MSZP-PARBESZED,23
Listas,2019EP,16_124_001,MSZP-PARBESZED,16
Listas,2019EP,16_124_002,MSZP-PARBESZED,16
Listas,2019EP,16_125_001,MSZP-PARBESZED,12
Listas,2019EP,16_125_002,MSZP-PARBESZED,5
Listas,2019EP,16_126_001,MSZP-PARBESZED,15
Listas,2019EP,16_127_001,MSZP-PARBESZED,5
Listas,2019EP,16_128_001,MSZP-PARBESZED,7
Listas,2019EP,16_128_002,MSZP-PARBESZED,19
Listas,2019EP,16_128_003,MSZP-PARBESZED,3
Listas,2019EP,16_129_001,MSZP-PARBESZED,11
Listas,2019EP,16_129_002,MSZP-PARBESZED,7
Listas,2019EP,16_129_003,MSZP-PARBESZED,3
Listas,2019EP,16_129_004,MSZP-PARBESZED,24
Listas,2019EP,16_130_001,MSZP-PARBESZED,19
Listas,2019EP,16_130_002,MSZP-PARBESZED,17
Listas,2019EP,16_131_001,MSZP-PARBESZED,9
Listas,2019EP,16_131_002,MSZP-PARBESZED,6
Listas,2019EP,16_132_001,MSZP-PARBESZED,7
Listas,2019EP,16_133_001,MSZP-PARBESZED,17
Listas,2019EP,16_133_002,MSZP-PARBESZED,11
Listas,2019EP,16_133_003,MSZP-PARBESZED,18
Listas,2019EP,16_133_004,MSZP-PARBESZED,9
Listas,2019EP,16_134_001,MSZP-PARBESZED,7
Listas,2019EP,16_135_001,MSZP-PARBESZED,16
Listas,2019EP,16_135_002,MSZP-PARBESZED,18
Listas,2019EP,16_136_001,MSZP-PARBESZED,30
Listas,2019EP,16_136_002,MSZP-PARBESZED,30
Listas,2019EP,16_136_003,MSZP-PARBESZED,10
Listas,2019EP,16_136_004,MSZP-PARBESZED,3
Listas,2019EP,16_136_005,MSZP-PARBESZED,17
Listas,2019EP,16_136_006,MSZP-PARBESZED,24
Listas,2019EP,16_137_001,MSZP-PARBESZED,15
Listas,2019EP,16_138_001,MSZP-PARBESZED,17
Listas,2019EP,16_138_002,MSZP-PARBESZED,27
Listas,2019EP,16_139_001,MSZP-PARBESZED,8
Listas,2019EP,16_139_002,MSZP-PARBESZED,5
Listas,2019EP,16_140_001,MSZP-PARBESZED,12
Listas,2019EP,16_141_001,MSZP-PARBESZED,2
Listas,2019EP,16_142_001,MSZP-PARBESZED,11
Listas,2019EP,16_142_002,MSZP-PARBESZED,19
Listas,2019EP,16_143_001,MSZP-PARBESZED,17
Listas,2019EP,16_143_002,MSZP-PARBESZED,9
Listas,2019EP,16_144_001,MSZP-PARBESZED,20
Listas,2019EP,16_144_002,MSZP-PARBESZED,19
Listas,2019EP,16_145_001,MSZP-PARBESZED,3
Listas,2019EP,16_146_001,MSZP-PARBESZED,12
Listas,2019EP,16_146_002,MSZP-PARBESZED,6
Listas,2019EP,16_147_001,MSZP-PARBESZED,8
Listas,2019EP,16_148_001,MSZP-PARBESZED,18
Listas,2019EP,16_148_002,MSZP-PARBESZED,13
Listas,2019EP,16_149_001,MSZP-PARBESZED,5
Listas,2019EP,16_150_001,MSZP-PARBESZED,4
Listas,2019EP,16_151_001,MSZP-PARBESZED,7
Listas,2019EP,16_151_002,MSZP-PARBESZED,8
Listas,2019EP,16_151_003,MSZP-PARBESZED,11
Listas,2019EP,16_152_001,MSZP-PARBESZED,8
Listas,2019EP,16_153_001,MSZP-PARBESZED,8
Listas,2019EP,16_154_001,MSZP-PARBESZED,14
Listas,2019EP,16_155_001,MSZP-PARBESZED,17
Listas,2019EP,16_155_002,MSZP-PARBESZED,0
Listas,2019EP,16_156_001,MSZP-PARBESZED,12
Listas,2019EP,16_156_002,MSZP-PARBESZED,9
Listas,2019EP,16_157_001,MSZP-PARBESZED,14
Listas,2019EP,16_157_002,MSZP-PARBESZED,14
Listas,2019EP,16_157_003,MSZP-PARBESZED,4
Listas,2019EP,16_158_001,MSZP-PARBESZED,12
Listas,2019EP,16_158_002,MSZP-PARBESZED,10
Listas,2019EP,16_159_001,MSZP-PARBESZED,10
Listas,2019EP,16_160_001,MSZP-PARBESZED,17
Listas,2019EP,16_160_002,MSZP-PARBESZED,17
Listas,2019EP,16_160_003,MSZP-PARBESZED,12
Listas,2019EP,16_160_004,MSZP-PARBESZED,15
Listas,2019EP,16_160_005,MSZP-PARBESZED,20
Listas,2019EP,16_161_001,MSZP-PARBESZED,7
Listas,2019EP,16_162_001,MSZP-PARBESZED,3
Listas,2019EP,16_163_001,MSZP-PARBESZED,7
Listas,2019EP,16_164_001,MSZP-PARBESZED,7
Listas,2019EP,16_165_001,MSZP-PARBESZED,9
Listas,2019EP,16_166_001,MSZP-PARBESZED,16
Listas,2019EP,16_167_001,MSZP-PARBESZED,33
Listas,2019EP,16_168_001,MSZP-PARBESZED,6
Listas,2019EP,16_169_001,MSZP-PARBESZED,11
Listas,2019EP,16_170_001,MSZP-PARBESZED,11
Listas,2019EP,16_170_002,MSZP-PARBESZED,17
Listas,2019EP,16_171_001,MSZP-PARBESZED,27
Listas,2019EP,16_171_002,MSZP-PARBESZED,11
Listas,2019EP,16_171_003,MSZP-PARBESZED,15
Listas,2019EP,16_172_001,MSZP-PARBESZED,7
Listas,2019EP,16_173_001,MSZP-PARBESZED,10
Listas,2019EP,16_174_001,MSZP-PARBESZED,8
Listas,2019EP,16_175_001,MSZP-PARBESZED,17
Listas,2019EP,16_176_001,MSZP-PARBESZED,4
Listas,2019EP,16_176_002,MSZP-PARBESZED,4
Listas,2019EP,16_177_001,MSZP-PARBESZED,8
Listas,2019EP,16_178_001,MSZP-PARBESZED,7
Listas,2019EP,16_179_001,MSZP-PARBESZED,10
Listas,2019EP,16_179_002,MSZP-PARBESZED,4
Listas,2019EP,16_180_001,MSZP-PARBESZED,7
Listas,2019EP,16_181_001,MSZP-PARBESZED,9
Listas,2019EP,16_181_002,MSZP-PARBESZED,14
Listas,2019EP,16_182_001,MSZP-PARBESZED,2
Listas,2019EP,16_183_001,MSZP-PARBESZED,11
Listas,2019EP,16_184_001,MSZP-PARBESZED,29
Listas,2019EP,16_185_001,MSZP-PARBESZED,10
Listas,2019EP,16_186_001,MSZP-PARBESZED,9
Listas,2019EP,16_187_001,MSZP-PARBESZED,25
Listas,2019EP,16_188_001,MSZP-PARBESZED,18
Listas,2019EP,16_188_002,MSZP-PARBESZED,21
Listas,2019EP,16_189_001,MSZP-PARBESZED,13
Listas,2019EP,16_189_002,MSZP-PARBESZED,17
Listas,2019EP,16_190_001,MSZP-PARBESZED,8
Listas,2019EP,16_191_001,MSZP-PARBESZED,6
Listas,2019EP,16_191_002,MSZP-PARBESZED,6
Listas,2019EP,16_191_003,MSZP-PARBESZED,6
Listas,2019EP,16_192_001,MSZP-PARBESZED,8
Listas,2019EP,16_192_002,MSZP-PARBESZED,6
Listas,2019EP,16_192_003,MSZP-PARBESZED,9
Listas,2019EP,16_192_004,MSZP-PARBESZED,2
Listas,2019EP,16_193_001,MSZP-PARBESZED,9
Listas,2019EP,16_193_002,MSZP-PARBESZED,8
Listas,2019EP,16_193_003,MSZP-PARBESZED,11
Listas,2019EP,16_193_004,MSZP-PARBESZED,1
Listas,2019EP,16_194_001,MSZP-PARBESZED,20
Listas,2019EP,16_194_002,MSZP-PARBESZED,5
Listas,2019EP,16_195_001,MSZP-PARBESZED,6
Listas,2019EP,16_196_001,MSZP-PARBESZED,18
Listas,2019EP,16_197_001,MSZP-PARBESZED,21
Listas,2019EP,16_197_002,MSZP-PARBESZED,21
Listas,2019EP,16_197_003,MSZP-PARBESZED,39
Listas,2019EP,16_197_004,MSZP-PARBESZED,29
Listas,2019EP,16_197_005,MSZP-PARBESZED,1
Listas,2019EP,16_197_006,MSZP-PARBESZED,2
Listas,2019EP,16_198_001,MSZP-PARBESZED,11
Listas,2019EP,16_199_001,MSZP-PARBESZED,7
Listas,2019EP,16_199_002,MSZP-PARBESZED,6
Listas,2019EP,16_199_003,MSZP-PARBESZED,5
Listas,2019EP,16_200_001,MSZP-PARBESZED,6
Listas,2019EP,16_201_001,MSZP-PARBESZED,22
Listas,2019EP,16_202_001,MSZP-PARBESZED,10
Listas,2019EP,16_203_001,MSZP-PARBESZED,6
Listas,2019EP,16_203_002,MSZP-PARBESZED,21
Listas,2019EP,16_204_001,MSZP-PARBESZED,2
Listas,2019EP,16_204_002,MSZP-PARBESZED,5
Listas,2019EP,16_204_003,MSZP-PARBESZED,31
Listas,2019EP,16_204_004,MSZP-PARBESZED,25
Listas,2019EP,16_204_005,MSZP-PARBESZED,16
Listas,2019EP,16_204_006,MSZP-PARBESZED,19
Listas,2019EP,16_204_007,MSZP-PARBESZED,38
Listas,2019EP,16_204_008,MSZP-PARBESZED,32
Listas,2019EP,16_204_009,MSZP-PARBESZED,23
Listas,2019EP,16_204_010,MSZP-PARBESZED,10
Listas,2019EP,16_205_001,MSZP-PARBESZED,3
Listas,2019EP,16_206_001,MSZP-PARBESZED,2
Listas,2019EP,16_207_001,MSZP-PARBESZED,4
Listas,2019EP,16_208_001,MSZP-PARBESZED,11
Listas,2019EP,16_208_002,MSZP-PARBESZED,21
Listas,2019EP,16_208_003,MSZP-PARBESZED,11
Listas,2019EP,16_209_001,MSZP-PARBESZED,6
Listas,2019EP,16_209_002,MSZP-PARBESZED,8
Listas,2019EP,16_209_003,MSZP-PARBESZED,8
Listas,2019EP,16_210_001,MSZP-PARBESZED,10
Listas,2019EP,16_210_002,MSZP-PARBESZED,15
Listas,2019EP,16_210_003,MSZP-PARBESZED,9
Listas,2019EP,16_211_001,MSZP-PARBESZED,7
Listas,2019EP,16_212_001,MSZP-PARBESZED,14
Listas,2019EP,16_213_001,MSZP-PARBESZED,6
Listas,2019EP,16_213_002,MSZP-PARBESZED,6
Listas,2019EP,16_213_003,MSZP-PARBESZED,4
Listas,2019EP,16_214_001,MSZP-PARBESZED,6
Listas,2019EP,16_215_001,MSZP-PARBESZED,8
Listas,2019EP,16_216_001,MSZP-PARBESZED,13
Listas,2019EP,16_217_001,MSZP-PARBESZED,28
Listas,2019EP,16_217_002,MSZP-PARBESZED,29
Listas,2019EP,16_217_003,MSZP-PARBESZED,26
Listas,2019EP,16_217_004,MSZP-PARBESZED,18
Listas,2019EP,16_217_005,MSZP-PARBESZED,18
Listas,2019EP,16_217_006,MSZP-PARBESZED,15
Listas,2019EP,16_217_007,MSZP-PARBESZED,13
Listas,2019EP,16_217_008,MSZP-PARBESZED,10
Listas,2019EP,16_218_001,MSZP-PARBESZED,15
Listas,2019EP,16_219_001,MSZP-PARBESZED,4
Listas,2019EP,16_219_002,MSZP-PARBESZED,7
Listas,2019EP,16_219_003,MSZP-PARBESZED,21
Listas,2019EP,16_220_001,MSZP-PARBESZED,7
Listas,2019EP,16_220_002,MSZP-PARBESZED,5
Listas,2019EP,16_221_001,MSZP-PARBESZED,15
Listas,2019EP,16_222_001,MSZP-PARBESZED,13
Listas,2019EP,16_223_001,MSZP-PARBESZED,6
Listas,2019EP,16_224_001,MSZP-PARBESZED,10
Listas,2019EP,16_224_002,MSZP-PARBESZED,33
Listas,2019EP,16_224_003,MSZP-PARBESZED,52
Listas,2019EP,16_224_004,MSZP-PARBESZED,12
Listas,2019EP,16_224_005,MSZP-PARBESZED,21
Listas,2019EP,16_224_006,MSZP-PARBESZED,11
Listas,2019EP,16_224_007,MSZP-PARBESZED,18
Listas,2019EP,16_224_008,MSZP-PARBESZED,13
Listas,2019EP,16_224_009,MSZP-PARBESZED,1
Listas,2019EP,16_225_001,MSZP-PARBESZED,2
Listas,2019EP,16_226_001,MSZP-PARBESZED,39
Listas,2019EP,16_226_002,MSZP-PARBESZED,37
Listas,2019EP,16_226_003,MSZP-PARBESZED,36
Listas,2019EP,16_226_004,MSZP-PARBESZED,40
Listas,2019EP,16_227_001,MSZP-PARBESZED,4
Listas,2019EP,16_228_001,MSZP-PARBESZED,17
Listas,2019EP,16_229_001,MSZP-PARBESZED,11
Listas,2019EP,17_001_001,MSZP-PARBESZED,14
Listas,2019EP,17_002_001,MSZP-PARBESZED,14
Listas,2019EP,17_003_001,MSZP-PARBESZED,13
Listas,2019EP,17_003_002,MSZP-PARBESZED,6
Listas,2019EP,17_004_001,MSZP-PARBESZED,10
Listas,2019EP,17_005_001,MSZP-PARBESZED,7
Listas,2019EP,17_005_002,MSZP-PARBESZED,5
Listas,2019EP,17_006_001,MSZP-PARBESZED,6
Listas,2019EP,17_007_001,MSZP-PARBESZED,32
Listas,2019EP,17_007_002,MSZP-PARBESZED,28
Listas,2019EP,17_007_003,MSZP-PARBESZED,31
Listas,2019EP,17_007_004,MSZP-PARBESZED,26
Listas,2019EP,17_007_005,MSZP-PARBESZED,18
Listas,2019EP,17_008_001,MSZP-PARBESZED,3
Listas,2019EP,17_009_001,MSZP-PARBESZED,7
Listas,2019EP,17_010_001,MSZP-PARBESZED,22
Listas,2019EP,17_010_002,MSZP-PARBESZED,11
Listas,2019EP,17_011_001,MSZP-PARBESZED,24
Listas,2019EP,17_011_002,MSZP-PARBESZED,16
Listas,2019EP,17_011_003,MSZP-PARBESZED,22
Listas,2019EP,17_011_004,MSZP-PARBESZED,9
Listas,2019EP,17_011_005,MSZP-PARBESZED,18
Listas,2019EP,17_011_006,MSZP-PARBESZED,21
Listas,2019EP,17_011_007,MSZP-PARBESZED,11
Listas,2019EP,17_011_008,MSZP-PARBESZED,20
Listas,2019EP,17_011_009,MSZP-PARBESZED,21
Listas,2019EP,17_011_010,MSZP-PARBESZED,30
Listas,2019EP,17_011_011,MSZP-PARBESZED,18
Listas,2019EP,17_011_012,MSZP-PARBESZED,24
Listas,2019EP,17_011_013,MSZP-PARBESZED,12
Listas,2019EP,17_011_014,MSZP-PARBESZED,15
Listas,2019EP,17_011_015,MSZP-PARBESZED,22
Listas,2019EP,17_011_016,MSZP-PARBESZED,4
Listas,2019EP,17_011_017,MSZP-PARBESZED,5
Listas,2019EP,17_012_001,MSZP-PARBESZED,3
Listas,2019EP,17_013_001,MSZP-PARBESZED,13
Listas,2019EP,17_013_002,MSZP-PARBESZED,10
Listas,2019EP,17_013_003,MSZP-PARBESZED,10
Listas,2019EP,17_014_001,MSZP-PARBESZED,15
Listas,2019EP,17_015_001,MSZP-PARBESZED,3
Listas,2019EP,17_016_001,MSZP-PARBESZED,13
Listas,2019EP,17_017_001,MSZP-PARBESZED,17
Listas,2019EP,17_017_002,MSZP-PARBESZED,2
Listas,2019EP,17_018_001,MSZP-PARBESZED,20
Listas,2019EP,17_018_002,MSZP-PARBESZED,15
Listas,2019EP,17_018_003,MSZP-PARBESZED,13
Listas,2019EP,17_018_004,MSZP-PARBESZED,13
Listas,2019EP,17_019_001,MSZP-PARBESZED,2
Listas,2019EP,17_020_001,MSZP-PARBESZED,7
Listas,2019EP,17_020_002,MSZP-PARBESZED,13
Listas,2019EP,17_020_003,MSZP-PARBESZED,25
Listas,2019EP,17_020_004,MSZP-PARBESZED,19
Listas,2019EP,17_020_005,MSZP-PARBESZED,10
Listas,2019EP,17_020_006,MSZP-PARBESZED,9
Listas,2019EP,17_020_007,MSZP-PARBESZED,11
Listas,2019EP,17_020_008,MSZP-PARBESZED,21
Listas,2019EP,17_020_009,MSZP-PARBESZED,26
Listas,2019EP,17_020_010,MSZP-PARBESZED,22
Listas,2019EP,17_020_011,MSZP-PARBESZED,15
Listas,2019EP,17_020_012,MSZP-PARBESZED,6
Listas,2019EP,17_020_013,MSZP-PARBESZED,22
Listas,2019EP,17_020_014,MSZP-PARBESZED,10
Listas,2019EP,17_020_015,MSZP-PARBESZED,19
Listas,2019EP,17_020_016,MSZP-PARBESZED,25
Listas,2019EP,17_020_017,MSZP-PARBESZED,14
Listas,2019EP,17_020_018,MSZP-PARBESZED,11
Listas,2019EP,17_020_019,MSZP-PARBESZED,15
Listas,2019EP,17_020_020,MSZP-PARBESZED,14
Listas,2019EP,17_020_021,MSZP-PARBESZED,3
Listas,2019EP,17_020_022,MSZP-PARBESZED,8
Listas,2019EP,17_021_001,MSZP-PARBESZED,4
Listas,2019EP,17_021_002,MSZP-PARBESZED,3
Listas,2019EP,17_021_003,MSZP-PARBESZED,3
Listas,2019EP,17_022_001,MSZP-PARBESZED,26
Listas,2019EP,17_022_002,MSZP-PARBESZED,18
Listas,2019EP,17_022_003,MSZP-PARBESZED,20
Listas,2019EP,17_022_004,MSZP-PARBESZED,20
Listas,2019EP,17_022_005,MSZP-PARBESZED,7
Listas,2019EP,17_022_006,MSZP-PARBESZED,18
Listas,2019EP,17_022_007,MSZP-PARBESZED,5
Listas,2019EP,17_023_001,MSZP-PARBESZED,17
Listas,2019EP,17_023_002,MSZP-PARBESZED,13
Listas,2019EP,17_023_003,MSZP-PARBESZED,5
Listas,2019EP,17_024_001,MSZP-PARBESZED,3
Listas,2019EP,17_025_001,MSZP-PARBESZED,1
Listas,2019EP,17_026_001,MSZP-PARBESZED,16
Listas,2019EP,17_026_002,MSZP-PARBESZED,8
Listas,2019EP,17_026_003,MSZP-PARBESZED,31
Listas,2019EP,17_026_004,MSZP-PARBESZED,13
Listas,2019EP,17_027_001,MSZP-PARBESZED,15
Listas,2019EP,17_028_001,MSZP-PARBESZED,12
Listas,2019EP,17_029_001,MSZP-PARBESZED,11
Listas,2019EP,17_030_001,MSZP-PARBESZED,3
Listas,2019EP,17_031_001,MSZP-PARBESZED,16
Listas,2019EP,17_032_001,MSZP-PARBESZED,0
Listas,2019EP,17_033_001,MSZP-PARBESZED,23
Listas,2019EP,17_033_002,MSZP-PARBESZED,14
Listas,2019EP,17_034_001,MSZP-PARBESZED,16
Listas,2019EP,17_035_001,MSZP-PARBESZED,13
Listas,2019EP,17_036_001,MSZP-PARBESZED,6
Listas,2019EP,17_037_001,MSZP-PARBESZED,11
Listas,2019EP,17_038_001,MSZP-PARBESZED,34
Listas,2019EP,17_038_002,MSZP-PARBESZED,23
Listas,2019EP,17_038_003,MSZP-PARBESZED,9
Listas,2019EP,17_039_001,MSZP-PARBESZED,14
Listas,2019EP,17_039_002,MSZP-PARBESZED,11
Listas,2019EP,17_039_003,MSZP-PARBESZED,12
Listas,2019EP,17_040_001,MSZP-PARBESZED,2
Listas,2019EP,17_041_001,MSZP-PARBESZED,7
Listas,2019EP,17_042_001,MSZP-PARBESZED,10
Listas,2019EP,17_043_001,MSZP-PARBESZED,5
Listas,2019EP,17_043_002,MSZP-PARBESZED,6
Listas,2019EP,17_044_001,MSZP-PARBESZED,2
Listas,2019EP,17_045_001,MSZP-PARBESZED,10
Listas,2019EP,17_045_002,MSZP-PARBESZED,2
Listas,2019EP,17_046_001,MSZP-PARBESZED,23
Listas,2019EP,17_046_002,MSZP-PARBESZED,8
Listas,2019EP,17_047_001,MSZP-PARBESZED,10
Listas,2019EP,17_048_001,MSZP-PARBESZED,16
Listas,2019EP,17_049_001,MSZP-PARBESZED,7
Listas,2019EP,17_050_001,MSZP-PARBESZED,6
Listas,2019EP,17_051_001,MSZP-PARBESZED,6
Listas,2019EP,17_052_001,MSZP-PARBESZED,3
Listas,2019EP,17_053_001,MSZP-PARBESZED,3
Listas,2019EP,17_054_001,MSZP-PARBESZED,14
Listas,2019EP,17_055_001,MSZP-PARBESZED,3
Listas,2019EP,17_056_001,MSZP-PARBESZED,10
Listas,2019EP,17_056_002,MSZP-PARBESZED,6
Listas,2019EP,17_056_003,MSZP-PARBESZED,1
Listas,2019EP,17_057_001,MSZP-PARBESZED,13
Listas,2019EP,17_058_001,MSZP-PARBESZED,3
Listas,2019EP,17_059_001,MSZP-PARBESZED,14
Listas,2019EP,17_060_001,MSZP-PARBESZED,4
Listas,2019EP,17_060_002,MSZP-PARBESZED,4
Listas,2019EP,17_060_003,MSZP-PARBESZED,7
Listas,2019EP,17_061_001,MSZP-PARBESZED,3
Listas,2019EP,17_062_001,MSZP-PARBESZED,9
Listas,2019EP,17_062_002,MSZP-PARBESZED,1
Listas,2019EP,17_063_001,MSZP-PARBESZED,1
Listas,2019EP,17_064_001,MSZP-PARBESZED,5
Listas,2019EP,17_064_002,MSZP-PARBESZED,2
Listas,2019EP,17_065_001,MSZP-PARBESZED,3
Listas,2019EP,17_066_001,MSZP-PARBESZED,4
Listas,2019EP,17_067_001,MSZP-PARBESZED,4
Listas,2019EP,17_068_001,MSZP-PARBESZED,1
Listas,2019EP,17_069_001,MSZP-PARBESZED,15
Listas,2019EP,17_069_002,MSZP-PARBESZED,13
Listas,2019EP,17_069_003,MSZP-PARBESZED,11
Listas,2019EP,17_070_001,MSZP-PARBESZED,0
Listas,2019EP,17_070_002,MSZP-PARBESZED,10
Listas,2019EP,17_071_001,MSZP-PARBESZED,21
Listas,2019EP,17_071_002,MSZP-PARBESZED,23
Listas,2019EP,17_072_001,MSZP-PARBESZED,5
Listas,2019EP,17_073_001,MSZP-PARBESZED,5
Listas,2019EP,17_074_001,MSZP-PARBESZED,3
Listas,2019EP,17_075_001,MSZP-PARBESZED,2
Listas,2019EP,17_076_001,MSZP-PARBESZED,7
Listas,2019EP,17_076_002,MSZP-PARBESZED,4
Listas,2019EP,17_077_001,MSZP-PARBESZED,14
Listas,2019EP,17_077_002,MSZP-PARBESZED,3
Listas,2019EP,17_078_001,MSZP-PARBESZED,49
Listas,2019EP,17_078_002,MSZP-PARBESZED,9
Listas,2019EP,17_078_003,MSZP-PARBESZED,13
Listas,2019EP,17_079_001,MSZP-PARBESZED,31
Listas,2019EP,17_079_002,MSZP-PARBESZED,26
Listas,2019EP,17_079_003,MSZP-PARBESZED,31
Listas,2019EP,17_079_004,MSZP-PARBESZED,46
Listas,2019EP,17_079_005,MSZP-PARBESZED,29
Listas,2019EP,17_079_006,MSZP-PARBESZED,22
Listas,2019EP,17_079_007,MSZP-PARBESZED,33
Listas,2019EP,17_079_008,MSZP-PARBESZED,43
Listas,2019EP,17_079_009,MSZP-PARBESZED,31
Listas,2019EP,17_079_010,MSZP-PARBESZED,26
Listas,2019EP,17_079_011,MSZP-PARBESZED,21
Listas,2019EP,17_079_012,MSZP-PARBESZED,30
Listas,2019EP,17_079_013,MSZP-PARBESZED,26
Listas,2019EP,17_079_014,MSZP-PARBESZED,18
Listas,2019EP,17_079_015,MSZP-PARBESZED,21
Listas,2019EP,17_079_016,MSZP-PARBESZED,3
Listas,2019EP,17_079_017,MSZP-PARBESZED,9
Listas,2019EP,17_080_001,MSZP-PARBESZED,6
Listas,2019EP,17_080_002,MSZP-PARBESZED,4
Listas,2019EP,17_080_003,MSZP-PARBESZED,0
Listas,2019EP,17_081_001,MSZP-PARBESZED,11
Listas,2019EP,17_081_002,MSZP-PARBESZED,6
Listas,2019EP,17_082_001,MSZP-PARBESZED,9
Listas,2019EP,17_083_001,MSZP-PARBESZED,11
Listas,2019EP,17_084_001,MSZP-PARBESZED,7
Listas,2019EP,17_085_001,MSZP-PARBESZED,8
Listas,2019EP,17_086_001,MSZP-PARBESZED,12
Listas,2019EP,17_086_002,MSZP-PARBESZED,5
Listas,2019EP,17_086_003,MSZP-PARBESZED,2
Listas,2019EP,17_087_001,MSZP-PARBESZED,27
Listas,2019EP,17_087_002,MSZP-PARBESZED,23
Listas,2019EP,17_087_003,MSZP-PARBESZED,31
Listas,2019EP,17_088_001,MSZP-PARBESZED,13
Listas,2019EP,17_088_002,MSZP-PARBESZED,11
Listas,2019EP,17_089_001,MSZP-PARBESZED,4
Listas,2019EP,17_090_001,MSZP-PARBESZED,11
Listas,2019EP,17_090_002,MSZP-PARBESZED,13
Listas,2019EP,17_091_001,MSZP-PARBESZED,8
Listas,2019EP,17_092_001,MSZP-PARBESZED,22
Listas,2019EP,17_093_001,MSZP-PARBESZED,0
Listas,2019EP,17_094_001,MSZP-PARBESZED,17
Listas,2019EP,17_094_002,MSZP-PARBESZED,22
Listas,2019EP,17_094_003,MSZP-PARBESZED,7
Listas,2019EP,17_095_001,MSZP-PARBESZED,41
Listas,2019EP,17_095_002,MSZP-PARBESZED,17
Listas,2019EP,17_095_003,MSZP-PARBESZED,20
Listas,2019EP,17_095_004,MSZP-PARBESZED,25
Listas,2019EP,17_095_005,MSZP-PARBESZED,7
Listas,2019EP,17_095_006,MSZP-PARBESZED,15
Listas,2019EP,17_095_007,MSZP-PARBESZED,31
Listas,2019EP,17_095_008,MSZP-PARBESZED,25
Listas,2019EP,17_095_009,MSZP-PARBESZED,16
Listas,2019EP,17_095_010,MSZP-PARBESZED,29
Listas,2019EP,17_095_011,MSZP-PARBESZED,36
Listas,2019EP,17_095_012,MSZP-PARBESZED,32
Listas,2019EP,17_095_013,MSZP-PARBESZED,22
Listas,2019EP,17_095_014,MSZP-PARBESZED,19
Listas,2019EP,17_095_015,MSZP-PARBESZED,14
Listas,2019EP,17_095_016,MSZP-PARBESZED,25
Listas,2019EP,17_095_017,MSZP-PARBESZED,33
Listas,2019EP,17_095_018,MSZP-PARBESZED,27
Listas,2019EP,17_095_019,MSZP-PARBESZED,33
Listas,2019EP,17_095_020,MSZP-PARBESZED,29
Listas,2019EP,17_095_021,MSZP-PARBESZED,42
Listas,2019EP,17_095_022,MSZP-PARBESZED,33
Listas,2019EP,17_095_023,MSZP-PARBESZED,30
Listas,2019EP,17_095_024,MSZP-PARBESZED,31
Listas,2019EP,17_095_025,MSZP-PARBESZED,43
Listas,2019EP,17_095_026,MSZP-PARBESZED,28
Listas,2019EP,17_095_027,MSZP-PARBESZED,28
Listas,2019EP,17_095_028,MSZP-PARBESZED,19
Listas,2019EP,17_095_029,MSZP-PARBESZED,7
Listas,2019EP,17_095_030,MSZP-PARBESZED,20
Listas,2019EP,17_095_031,MSZP-PARBESZED,26
Listas,2019EP,17_095_032,MSZP-PARBESZED,24
Listas,2019EP,17_095_033,MSZP-PARBESZED,31
Listas,2019EP,17_095_034,MSZP-PARBESZED,32
Listas,2019EP,17_095_035,MSZP-PARBESZED,28
Listas,2019EP,17_095_036,MSZP-PARBESZED,40
Listas,2019EP,17_095_037,MSZP-PARBESZED,33
